Date,Indonesia,India,Korea,Thailand,South_Africa,Brazil,Philippines,USD_EM_Index
15/7/2011,25.01,32.54,-135.81,0,17.12,12.19391321,10.8172,0.067885097
18/7/2011,36.011,-11.81,-220.53,5.82,-22.72,46.77325581,-5.1849,0.318225898
19/7/2011,-27.118,93.63,-292.55,96.74,3.21,-79.99107541,11.8288,-0.360703434
20/7/2011,0.836,-7,-148.04,153.55,-95.94,16.31494855,2.8419,-0.174039648
21/7/2011,-0.768,-38.69,-186.75,114.39,-69.76,-43.51346141,9.2811,-0.214898341
22/7/2011,59.797,118.25,151.32,156.81,-7.64,93.97670977,44.6323,-0.111969531
25/7/2011,-12.029,54.09,-46.55,61.04,-22.62,151.8161217,8.7792,0.070188103
26/7/2011,9.568,-9.55,-18.93,117.66,-81.78,138.3078026,-3.9333,-0.245212724
27/7/2011,49.843,24.71,-73.11,91.06,-112.59,-134.7297729,3.9107,0.174144207
28/7/2011,1.066,94.52,-162.33,30.65,88.35,85.01310155,-0.623,0.049181276
29/7/2011,32.32,-140.17,-159.84,42.1,-14.73,8.488977441,8.0921,0.106970989
1/8/2011,29.379,35.69,249.85,143.11,-53.54,74.42464784,4.4162,0.009559153
2/8/2011,81.072,-18.7,-382.84,124.84,-34.41,11.13979044,11.8956,0.158087873
3/8/2011,-63.615,-180.52,-773.16,-1.07,-68.02,0.208346648,0.1167,0.211052612
4/8/2011,-66.428,-33.04,-440.75,17.12,-72.31,184.3141986,-5.7221,0.583822009
5/8/2011,-143.728,-359.26,-418.77,-203.69,-168.84,-26.00906173,-12.8827,0.293730328
8/8/2011,-132.982,-246.82,-108.5,-178.3,-172.14,-175.6999062,-38.3542,0.4634507
9/8/2011,-110.884,-434.03,-1079.3,-300.49,0,-62.64053889,-36.2403,0.516235266
10/8/2011,-24.418,55.07,-1169.3,-59.86,-91.03,33.75239508,-12.0347,-0.076964507
11/8/2011,-80.238,20.73,-267.18,-80.12,-48.81,-40.3962704,-12.8552,-0.116742186
12/8/2011,-39.339,-89.15,-286.08,0,-133.9,-15.63672383,-10.2778,-0.326848951
15/8/2011,-0.154,0,0,-68.52,43.58,-136.108325,-9.8317,-0.21636546
16/8/2011,1.053,-46.45,564.36,-13.49,-49.9,-55.67550584,-2.0703,-0.151008503
17/8/2011,0,-89.86,-45.68,84.65,-103.08,-145.1333249,25.8501,-0.128981816
18/8/2011,2.995,-280.88,-177.57,-22.38,16.63,-9.976335783,8.656,0.630308632
19/8/2011,-202.989,0,-306.05,-214.23,-171.02,-102.2762597,-11.502,-0.195970839
22/8/2011,-80.167,-166.73,-234.56,-185.45,-41.33,-72.58731646,-19.251,0.206433408
23/8/2011,-7.759,-15.7,-64.78,-99.7,-65.01,-78.1511976,2.1677,-0.107698162
24/8/2011,-56.568,-165.56,59.51,-117.68,-71.36,-81.63891487,-6.4009,0.293899695
25/8/2011,-36.991,-323.88,-53.99,-67.98,7.19,38.09535604,8.4509,0.110285802
26/8/2011,-54.853,-20.98,-74.18,-140.86,-51,14.70142768,-2.7845,-0.030545057
29/8/2011,0,105.82,-163.91,-60.95,-56.51,57.23481528,0,-0.245451756
30/8/2011,0,147.36,183.8,15.17,-108.05,-1.587421384,0,0.107237114
31/8/2011,0,0,224.35,25.12,179.63,347.2724981,-5.2713,-0.45549902
1/9/2011,0,0,1018.2,149.57,232.1,605.5899227,9.2897,-0.102852376
2/9/2011,0,256.69,-88.19,-53.32,32.57,9.272905319,0.819,0.383155901
6/9/2011,-47.017,123.3,-407.2,-40.8,-396.75,-214.5063032,4.0587,0.687803073
7/9/2011,40.384,81.3,-306.64,-5.57,-51.66,0,5.7462,-0.151220409
8/9/2011,63.681,6.36,-2.96,8.55,-147.28,173.9620819,5.1567,0.110488478
9/9/2011,6.133,-47.38,-106.31,-15.26,-90.57,-65.34108527,-0.0717,0.564905001
12/9/2011,-31.443,-165.96,0,-78.23,-150.48,-66.03551347,-6.4267,0.490785874
13/9/2011,-67.994,-78.48,0,-52.76,-15.86,57.55066285,-1.7967,0.482582494
14/9/2011,-161.271,-1.92,-634.12,-116.38,-159.55,-37.24600787,-6.5451,0.382608301
15/9/2011,-155.215,34.87,-184.48,-30.94,-163.29,35.49526371,1.1832,-0.146716483
16/9/2011,2.876,83.12,78.34,15.49,-58.68,74.72134595,-4.9538,0.029170991
19/9/2011,-10.585,-0.83,-7.46,5.78,-97.93,-102.4415789,5.1803,1.081825277
20/9/2011,-88.169,78.53,-160.94,-61.66,-117.07,-133.9482817,-11.6329,0.005520439
21/9/2011,-64.512,69.67,244,9.54,101.76,34.76909608,-11.5211,0.829385322
22/9/2011,-90.741,-252.88,-283.23,-87.71,17.41,-109.2131286,-14.1703,1.581798255
23/9/2011,-66.671,-239.53,-588.1,-101.91,-156.66,-186.6189739,-6.1322,-0.391706521
26/9/2011,-12.68,-202.92,-217.98,-98.45,-68.66,41.04115829,-19.4738,0.039596888
27/9/2011,4.739,18.04,163.63,19.36,-47.85,-35.04998889,0,-1.074761289
28/9/2011,28.363,51.49,276.07,3.16,-17.67,6.494179953,-16.0898,0.196590436
29/9/2011,-23.454,0,98.87,-14.55,9.45,-98.05873025,-24.0249,0.275379617
30/9/2011,860.734,-63.43,183.09,69.56,228.52,223.1262136,11.0947,0.670416663
3/10/2011,-59.517,-158.3,0,12.71,89.05,241.2995161,-6.2071,0.380216212
4/10/2011,-50.996,-196.27,-396.18,14.34,28.01,-98.47390197,-26.5778,0.292015432
5/10/2011,-56.256,-197.04,-282.16,35.4,-40.7,-60.79232604,-14.4939,-0.772309031
6/10/2011,4.424,0,122.58,31.6,-60.45,-88.8267447,-21.5242,-0.412894706
7/10/2011,42.46,99.98,355.54,148.78,55.95,8.624731061,-1.588,-0.750569843
11/10/2011,66.148,37.34,293.44,45.43,62.76,-110.6972529,17.1625,-0.114892425
12/10/2011,65.435,131.83,-14.51,25.19,-94.47,0,3.157,-0.378050355
13/10/2011,106.217,135.81,363.9,97.96,160.34,58.045859,11.3912,0.298726517
14/10/2011,-19.104,-16.98,-43.77,21.88,-78.42,35.22680175,12.0669,-0.30983068
17/10/2011,18.542,81.3,159.67,78.81,49.36,-78.87096774,-0.7846,-0.104668016
18/10/2011,-3.73,-50.71,62.05,4.13,-39.32,-42.47968397,5.9059,0.455150974
19/10/2011,23.861,3.53,-42.99,29.35,-5.36,-46.29431818,5.589,-0.225709891
20/10/2011,-21.76,-86.69,-129.41,-4.05,-53.9,17.97441365,2.0718,1.102167847
21/10/2011,-33.83,-35.59,-251.53,37.17,-89.42,88.30833193,1.8808,-0.453847767
24/10/2011,45.843,29.43,173.24,0,12.25,38.53636568,2.8286,-0.544202452
25/10/2011,21.687,91.52,293.48,194.27,79.31,123.1714546,0.3866,-0.120081554
26/10/2011,25.957,0,-99.8,34.23,-30.09,26.49926145,2.9672,0.084662647
27/10/2011,66.184,0,146.17,39.36,-19.07,175.0817022,12.7748,-1.113576723
28/10/2011,92.817,483.47,384.3,119.72,77.4,159.474738,23.6273,-0.374000113
31/10/2011,-0.164,98.5,77.69,36.68,-11,-0.900420591,0,0.287131015
1/11/2011,-6.598,6.82,134.75,50.57,-65.74,-242.0363387,0,1.442845352
2/11/2011,-18.211,39.4,-334.91,-73.03,7.36,0,14.3545,-0.368538831
3/11/2011,86.337,15.77,-62.6,-21.1,9.2,-7.872697788,14.6394,-0.067124924
4/11/2011,68.572,43.99,81.49,20.85,34.02,86.01056803,8.3238,-0.09344815
7/11/2011,39.835,0,129.36,3.5,11.28,40.20115435,0,0.077879521
8/11/2011,-15.399,101.95,-3.04,-43.35,-10.78,-62.84658147,3.0923,-0.145943953
9/11/2011,93.559,84.71,-242.33,-36.94,34.13,136.0475076,6.6055,0.363270201
10/11/2011,-122.919,0,-504.3,-43.7,-65.01,-8.926502329,3.8932,0.331300408
14/11/2011,30.727,43.1,89.76,51.22,36.02,33.2048739,11.5849,-0.112895216
15/11/2011,0.481,-74.59,-102.07,54.58,31.52,0,13.2429,0.28266929
16/11/2011,-69.005,-90.77,82.51,-79.6,1.8,29.39666817,19.4887,0.025554602
17/11/2011,260.002,-31.69,-281.99,-28.83,16.02,94.21867087,9.9655,0.123764941
18/11/2011,-44.712,-147.11,-380.43,-60.29,-71.78,-99.3058299,-9.543,0.293560131
21/11/2011,-59.938,-116.24,-268.35,-51.21,-13.84,-64.95874176,4.2092,0.862525658
22/11/2011,46.042,-163.59,-270,-29.94,-64.78,-74.88070855,4.5939,-0.005594721
23/11/2011,-37.517,-205.51,-403.97,-40.53,-6.17,-23.57630979,-0.7796,0.589788509
25/11/2011,57.462,-144.91,-321.39,-33.69,-22.36,-27.95013997,-10.746,0.44366912
28/11/2011,-61.03,-42.45,-171.16,-24.56,-56.81,-12.05830151,-6.5488,-0.586258471
29/11/2011,27.321,-35,362.81,16.91,90.84,-4.209501136,-27.9385,-0.352537951
30/11/2011,26.262,26.8,307.9,25.43,315.68,396.4694836,0,-0.788999983
1/12/2011,69.104,175.17,554.89,54.73,-105.16,266.5439331,46.5556,-0.401731865
2/12/2011,-0.043,138.65,89.2,64.61,2.75,191.8168059,13.8577,-0.151504264
5/12/2011,31.945,41.23,-66.84,0,-56.02,79.9040727,2.3302,-0.107488938
6/12/2011,32.65,0,-168.73,100.01,-35.74,-189.9966497,7.5802,0.137355086
7/12/2011,173.661,15.43,-27.74,42.07,-50.69,-147.5262836,11.4659,0.000205942
8/12/2011,21.858,37.77,175.83,61.62,21.1,-114.6077939,14.1655,0.44589909
9/12/2011,-27.582,-55.94,-393.87,-19.48,86.79,-4.716981132,29.6985,0.012710805
12/12/2011,-20.525,-60.85,2.4,0,42.74,-496.8926709,4.7057,0.66566933
13/12/2011,-87.455,-91.66,-202.76,-46.49,14.22,-341.8178855,-0.1859,0.082643623
14/12/2011,-9.788,-10.41,-326.69,-24.63,43.28,-498.4778893,-1.5579,0.520648744
15/12/2011,-73.731,-41.78,-253.97,-67.78,-135.88,-200.9556571,28.2569,-0.260848035
16/12/2011,33.691,-28.33,42.48,-20.74,0,-29.93553979,5.7821,-0.162995083
19/12/2011,28.667,-74.81,-207.37,-17.7,-181.8,-69.38104449,13.235,0.093361155
20/12/2011,11.244,-81.91,-282.62,-19.47,83.65,-47.68050151,359.547,-0.316398833
21/12/2011,43.898,-7.04,284.43,27.26,-404.71,124.626745,18.9173,0.014565537
22/12/2011,10.713,-16.55,-21.63,-6,97.27,24.27263917,14.2461,-0.058071064
23/12/2011,20.181,51.6,146.13,231.3,-55.71,101.7793824,6.0441,-0.03852889
27/12/2011,11.8,68.76,63.56,4.58,0,-1.534901243,-12.4752,0.302531128
28/12/2011,3.019,31.88,14.36,1.07,37.23,48.50885668,6.7462,0.164216907
29/12/2011,31.218,-115.61,15.19,10.64,82.18,8.281966514,22.1396,-0.05156167
30/12/2011,45.668,-16.29,0,16.65,39.86,0,0,-0.196543381
3/1/2012,87.17,61.18,260.94,0,32.55,164.3591828,3.1272,-0.764327126
4/1/2012,87.111,48.41,249.04,43.48,56.27,100.5567112,21.3457,0.030644524
5/1/2012,62.174,104.07,-43.57,-21.7,-106.3,12.59636324,24.7833,0.27415263
6/1/2012,-35.205,4.75,-55.24,-18,6.8,69.32068311,14.0556,0.003781099
9/1/2012,3.587,2.35,-66.86,21.33,-126.47,72.17539863,20.9026,0.038926786
10/1/2012,61.442,77.58,13.74,-56.81,8.8,252.8388492,25.2958,-0.534137053
11/1/2012,-75.036,96.14,72.03,-7.86,-41.75,222.386943,44.1241,0.12705843
12/1/2012,-3.886,101.38,143.11,-39.8,-142.52,139.2120873,32.3954,-0.268881143
13/1/2012,23.213,70.88,527.29,-13.56,-50.07,128.8262648,15.5833,0.033726813
17/1/2012,19.979,208.46,358.43,49.52,1.98,131.7542378,16.7966,-0.498421053
18/1/2012,66.097,189.74,391.21,59.3,6.71,446.2311671,1.3488,-0.415285698
19/1/2012,95.823,138.73,682.15,-87.32,9.03,482.4675545,24.9819,-0.314135133
20/1/2012,47.816,198.15,1267.78,31.63,-23.61,315.4027283,-3.5107,0.067004048
23/1/2012,0,-2.55,0,-5.83,-124.82,221.7768902,0,-0.309801273
24/1/2012,11.956,181.94,0,17.74,1.14,65.62167063,127.824,0.094479624
25/1/2012,-34.477,234.34,833.05,5.3,-44.49,0,0.6701,-0.032525953
26/1/2012,-31.868,0,427.81,15.84,-140.75,480.6487979,-7.473,-0.708914484
27/1/2012,-18.188,274.78,433.95,136.46,-74.69,123.7124993,4.978,-0.11610187
30/1/2012,-83.957,-16.09,-81.78,5.12,-63.28,146.0139381,-9.348,0.28114412
31/1/2012,-11.104,129.83,130.75,-20.17,-18.89,254.4973545,-0.628,-0.081175561
1/2/2012,0.64,422.49,368.3,6.89,21.7,175.2656421,6.419,-0.273902683
2/2/2012,62.044,434.55,913.2,160.26,62.31,334.2896727,58.5031,-0.556731281
3/2/2012,39.09,198.92,-116.65,94.9,20.63,227.0352518,-13.3438,-0.221887981
6/2/2012,-52.89,226.85,140.79,71.43,-43.87,144.9524527,-22.7044,-0.052711152
7/2/2012,-67.304,141.53,316.3,74.62,-121.75,-91.65894078,-7.5072,-0.079702801
8/2/2012,-28.974,91.8,362.24,177.15,23.71,104.8685435,-36.629,0.036091695
9/2/2012,-46.461,294.27,99.16,43.41,-72.73,146.2536291,-8.0144,0.071614051
10/2/2012,-58.281,69.15,94.74,53.47,-0.67,-563.4339688,-4.8931,0.361318691
13/2/2012,6.205,131.31,148.87,-3.89,-58.8,-203.6714244,5.5185,-0.277250909
14/2/2012,-6.754,232.44,12.3,101.04,72.7,77.83692487,5.8844,0.261504183
15/2/2012,-42.851,444.05,214.61,34.14,-166.63,-223.3135129,-2.7153,-0.055080198
16/2/2012,-16.665,0,-41.72,24.07,-126.4,-241.8703458,7.2295,0.296820252
17/2/2012,41.008,120.82,234.7,191.79,25.27,-101.7778556,9.0866,-0.201268577
21/2/2012,8.827,304.5,118.86,113.11,-3.42,0,35.9334,-0.200086573
22/2/2012,-5.377,196.35,276.04,42.87,85.93,46.56279288,13.6564,0.172614249
23/2/2012,-13.391,76.53,-1.72,40.25,9.97,-183.6111763,10.4165,-0.021243394
24/2/2012,-97.821,1548.59,184.98,76.59,83.39,-44.06926407,0.7495,0.018284386
27/2/2012,-54.233,-110.6,-35.88,20.36,33.71,-234.3154814,0.2683,0.06106464
28/2/2012,-40.377,174.29,-48.24,7.35,-29.61,-330.9659224,7.6303,-0.106729009
29/2/2012,189.711,132.91,477.95,113.25,99.73,318.1204283,23.3475,-0.218356529
1/3/2012,-1.877,56.14,0,83.39,11.85,57.99230276,16.1986,0.004238303
2/3/2012,64.128,121.99,347.74,101.29,97.04,82.60816611,12.2662,0.135107683
5/3/2012,17.328,39.52,-52.31,59.77,40.08,-103.7236439,8.1664,0.241278098
6/3/2012,-0.181,-34.27,-200.94,19.02,27.69,-203.4182191,6.943,0.594207453
7/3/2012,-32.063,-58.63,-329.33,0,-110.25,31.52250113,-2.0095,-0.158783033
8/3/2012,14.662,0,-370.71,-54.54,-76.36,95.31705663,11.0443,-0.388040432
9/3/2012,36.908,270.95,29.59,81.05,-48.94,285.5111461,-0.4638,-0.316071219
12/3/2012,50.067,277.77,-147.86,14.96,43.3,161.1766002,17.1963,0.484845851
13/3/2012,88.176,182.05,119.13,8.67,60.47,-160.6585999,18.4863,-0.269690484
14/3/2012,169.331,415.79,460.96,67.11,61.1,151.1635341,17.7824,0.279590952
15/3/2012,78.514,36.42,144.34,45.78,76.77,-8.037549297,12.4529,-0.092196544
16/3/2012,56.716,182.59,158.47,156.64,-90.28,257.767416,15.2613,-0.080570324
19/3/2012,45.714,37.06,30.51,106.5,-23.1,113.244872,1.2612,-0.139358425
20/3/2012,38.107,38.92,9.27,42.81,43.95,-97.14723926,-260.159,0.339399174
21/3/2012,15.777,128.81,-136.57,57.21,0,-58.73193167,-3.2064,0.055156851
22/3/2012,28.671,0,-59.57,44.86,-16.64,-212.2496849,1.51,0.256017494
23/3/2012,0,64.87,46.72,14.6,15.35,-219.4008026,14.9787,-0.087157322
26/3/2012,36.701,-18.39,-45.4,35.62,22.75,9.420066152,8.1406,-0.266352643
27/3/2012,54.399,15.49,310.03,80.54,101.57,-220.5757776,20.3542,-0.144412881
28/3/2012,46.251,48.9,-48.96,25.66,6.31,-379.4643249,9.025,0.397948042
29/3/2012,51.232,-254.07,30.59,54.76,139.39,-273.5406438,-32.0403,0.23643861
30/3/2012,129.771,0,32.89,40.66,112.66,-7.827423427,24.4118,-0.31085448
2/4/2012,85.805,253.68,-12.97,2.78,61.4,532.3226476,-0.7261,-0.177223282
3/4/2012,134.375,73.02,224.31,82.72,220.72,-142.5672492,0.3507,-0.120256991
4/4/2012,-51.072,26.32,194.63,3.91,-43.9,-204.3395402,0.2174,0.410133608
5/4/2012,-17.469,0,-1.36,-2.5,-19.06,-193.3156629,0,0.056384081
6/4/2012,0,0,225.72,0,0,0,0,0.259041837
9/4/2012,-9.379,-49.29,-48.82,0,0,-132.9462672,0,0.086651672
10/4/2012,11.703,-202.95,-66.43,16.46,44.08,-165.4630337,2.6219,0.479098697
11/4/2012,-47.494,-72.06,0,-112.67,20.47,92.26666667,-7.1974,-0.076651739
12/4/2012,-17.745,35.77,-321.03,-46.56,-19.01,178.3741173,-4.6799,-0.331130795
13/4/2012,19.444,33.4,38.16,0,-6.25,33.5602636,9.7264,0.16366744
16/4/2012,-33.978,-106.79,-120.06,0,-72.45,-64.8535656,20.2208,0.304582675
17/4/2012,-35.505,75.8,-268.86,-40.57,19.11,10.25582656,12.6762,-0.382048482
18/4/2012,-15.202,54.92,-116.46,33.54,-92.17,384.3058156,17.7031,0.233884804
19/4/2012,-12.271,-13.13,-81.38,43.29,17.55,32.24554707,-6.5038,0.252880684
20/4/2012,16.468,63.14,-298.37,39.39,-109.25,11.02486291,81.286,-0.263509426
23/4/2012,-7.212,-64.85,-110.75,25.69,-108.32,555.5209162,13.3214,0.307464123
24/4/2012,-39.067,-158.96,3.26,-35.83,45.98,1.476274165,-4.4426,-0.158452275
25/4/2012,-39.565,-53.43,4.14,-29.43,-170.35,-95.58179111,16.3068,-0.017378482
26/4/2012,56.217,-37.21,184.19,-10.3,17.24,33.70541157,10.2191,-0.007389371
27/4/2012,116.451,-62.91,302.13,30.05,0,15.34511115,-3.3882,-0.439973798
30/4/2012,45.409,102.95,277.72,38.42,45.75,56.62384351,18.3803,-0.128141645
1/5/2012,-0.694,0,0,0,0,0,0,-0.044390981
2/5/2012,25.913,46.14,-113.67,20.38,151.46,-152.1111459,230.582,0.228027132
3/5/2012,-4.278,17.12,-122.97,-5.24,-20.2,-169.8412369,16.6131,0.147939291
4/5/2012,55.489,95.4,-74.46,53.62,32.58,-114.130265,18.6667,0.410097987
7/5/2012,-28.956,-111.15,-410.58,0,54.03,-87.80223203,26.9593,0.012778763
8/5/2012,-19.018,-69.88,-289.06,8.66,47.8,33.70552084,-18.0816,0.407025949
9/5/2012,-79.879,-66.82,-311.42,-75.83,19.89,-52.59425769,8.8789,0.525454531
10/5/2012,-33.607,64.19,-198.58,-156.94,-18.32,-100.9888651,10.6626,-0.136257974
11/5/2012,-34.533,32.85,-133.05,-36.25,27.54,-328.3403383,5.4654,0.071499367
14/5/2012,-21.274,75.23,-143.55,12.44,43.49,42.10844283,-13.4645,0.690105957
15/5/2012,-61.199,-25.24,-183.65,5.65,-3.82,-150.2406739,-46.8854,0.185465963
16/5/2012,-77.444,-88.7,-434.31,-5.5,9.59,-236.508938,-16.6181,0.360443377
17/5/2012,0,7.64,-30.34,51.45,53.21,-75.64146219,-6.0623,-0.013530086
18/5/2012,0,-37.52,-372.79,-108.76,-46.09,-146.5631377,-21.5528,0.234939402
21/5/2012,-151.046,-10.7,-52.99,-68.96,-100.32,-266.3943842,-39.3966,0.009032924
22/5/2012,-16.992,-39.68,17.52,-5.15,-62.28,209.6944851,-0.6553,-0.102759591
23/5/2012,-21.129,-57.24,-334.96,-37.96,1.02,-29.78281761,2.09,0.887128082
24/5/2012,-56.171,-8.6,-204.04,-75.32,-33.43,41.09513763,-2.6607,-0.133612132
25/5/2012,-102.5,-65.34,-111.58,-49.4,-1.51,-74.8654451,6.6616,0.010485837
29/5/2012,-43.504,33.66,23.46,20.35,0.18,35.56892834,1.9696,-0.123782806
30/5/2012,12.341,15.26,-2.63,30.25,67.69,127.788792,10.4738,0.53388335
31/5/2012,-116.617,-112.49,9.81,4.3,452.39,69.16913947,14.9594,0.530848414
1/6/2012,-73.165,-24.76,-189.02,-25.1,87.33,162.2538949,-3.2058,0.11628773
4/6/2012,-24.545,-103.42,-251.62,0,156.55,56.94320576,-6.6751,-0.254411508
5/6/2012,-51.655,-113.31,-279.13,-41.88,8.26,93.3101372,0.958,-0.043815687
6/6/2012,-6.207,30.48,0,-76.15,-4.63,2.546706973,-9.9188,-0.528799998
7/6/2012,1.952,134.32,258.64,54.4,55.09,0,-0.097,-0.328658329
8/6/2012,14.649,50.62,5.9,6.54,-16.75,-38.0968059,0.929,0.304313012
11/6/2012,-24.976,38.76,194.66,-18.49,-15.52,-35.59596953,6.9021,-0.048406438
12/6/2012,-1.071,4.25,-24.39,-40.76,13.54,112.2221682,0,0.064100792
13/6/2012,1.921,48.76,119.39,-1.13,22.6,-125.1320388,7.7958,-0.08735629
14/6/2012,-13.276,16.16,69.68,-46.4,36.07,-265.1730472,122.854,0.076893661
15/6/2012,-4.599,70.29,-174.72,-39.34,-50.38,-94.50880626,-42.4427,-0.313985288
18/6/2012,12.102,-106.64,332.67,-27.83,-52.13,-15.11511803,1.3641,-0.020792476
19/6/2012,-5.138,25.37,169.95,-33,48.04,145.423762,3.6709,-0.544664814
20/6/2012,-7.706,45.19,223.58,0.66,42.89,77.87481518,19.903,0.113408369
21/6/2012,2.53,-42.31,23.24,-23.34,-98.4,-83.58742633,23.7614,0.237759985
22/6/2012,-48.903,-20.91,-202.79,-56.31,-76.6,-67.74425847,10.1137,0.339961061
25/6/2012,-21.26,33.76,-438.84,-32.99,-32.75,-112.7878349,9.9269,0.345037329
26/6/2012,-23.114,15.1,-258.31,-28.96,-128.73,-16.58630665,13.7629,-0.250433612
27/6/2012,42.533,46.71,-215.58,4.92,-70.58,-66.72510958,37.1827,-0.382895406
28/6/2012,-42.362,-122.09,-59.86,64.61,-6.03,-102.5799043,9.1178,0.059927291
29/6/2012,64.33,0,-140.9,180.44,25.42,21.79119248,670.805,-1.079833166
2/7/2012,20.757,697.6,34.85,54.76,-45.12,483.7727501,30.1804,-0.118636764
3/7/2012,73.093,102.23,8.7,54.57,172.41,212.5763138,34.8259,-0.357064952
5/7/2012,7.372,82.92,7.4,-18.91,-15.44,120.0044359,20.8049,0.29528952
6/7/2012,11.575,109.82,6.94,32.56,-9.61,96.70760464,8.1025,0.497006742
9/7/2012,-48.526,59.89,-303.77,-0.51,8.64,0,-3.7682,-0.000101802
10/7/2012,-7.68,113.91,-100.51,77.57,64.02,-53.25446407,-7.8248,-0.36869193
11/7/2012,27.851,45.34,-198.83,24.39,-6.46,-58.19224898,241.636,0.05413953
12/7/2012,-16.553,56.29,-208.64,-1.48,-21.26,-270.1104163,-5.1384,0.464597263
13/7/2012,-51.944,68.21,-303.19,-35.52,-79.34,-88.05802803,123.148,-0.378749177
16/7/2012,16.744,64.79,-80.52,3.89,7.47,-441.6391029,9.4857,-0.142031192
17/7/2012,-6.734,103.49,267.39,20.22,18.38,53.00304728,-3.8581,-0.160244072
18/7/2012,33.883,68.12,-58.59,-13.81,-22.31,-37.10688719,90.4735,-0.268397937
19/7/2012,42.651,38.78,75.6,-1.43,-31.01,19.84878434,-8.5269,0.104923894
20/7/2012,6.552,43.37,172.11,-31.7,-100.68,119.159373,-11.0389,0.262186948
23/7/2012,-14.396,57.71,-172.69,-38.85,-7.98,-56.89842716,-16.9939,0.768765263
24/7/2012,-13.78,-37.74,-26.46,-35.99,-50.71,15.29659564,-12.0369,0.432095126
25/7/2012,-70.01,-44.18,-80.06,-120,-15.56,-70.76078431,-22.9705,-0.155088322
26/7/2012,-27.552,-166.3,-25.39,-2.42,-21.15,-206.6245309,-11.0166,-0.574014139
27/7/2012,233.458,115.89,422.42,24.08,130.58,122.0882499,-9.0089,-0.509390319
30/7/2012,77.797,217.55,432.11,39.88,68.56,156.9492861,9.4103,0.016056856
31/7/2012,129.009,166.29,555.13,48.22,-136.76,89.26424668,21.0218,-0.156997311
1/8/2012,14.92,113.71,52.75,-11.04,31.41,137.5554359,7.5648,-0.033498727
2/8/2012,16.606,32.29,177.7,0,106.48,-124.9897421,4.0876,0.425326767
3/8/2012,-32.407,29.89,-60.28,6.95,-36.93,-106.8404727,16.5119,-0.671430297
6/8/2012,-8.63,102.74,142.7,26.06,0,-23.42917735,2.5351,-0.198740076
7/8/2012,12.729,155.31,63.81,37.25,-19.61,65.80382681,0,0.159599062
8/8/2012,13.175,206.45,643.99,51.75,-15.42,11.68327578,-3.0862,-0.013564241
9/8/2012,71.486,57.53,1383.28,47.83,0,93.49819119,-15.9314,-0.138213469
10/8/2012,70.519,21.9,575.95,42.25,43.59,102.7701765,-8.4669,0.008541041
13/8/2012,17.106,65.24,236.87,0,-20.56,-21.65523368,-7.8818,0.226020851
14/8/2012,14.126,50.39,376.51,-1.51,-37.54,198.6669958,-7.0191,-0.021767858
15/8/2012,33.203,0,0,-1.86,81.03,641.4443181,-5.0163,0.075551111
16/8/2012,14.056,24.1,323.96,-1.76,-46.5,83.48127257,-8.9251,-0.023398319
17/8/2012,0,58.02,278.92,-58.97,-25.64,69.88651568,-19.9049,0.056433989
20/8/2012,0,0,36.02,-4.85,22.84,82.42304266,0,-0.076963338
21/8/2012,0,38.19,222.7,-2.46,-38.26,109.5964303,0,-0.13148773
22/8/2012,0,22.31,171.85,3.08,31.52,-117.0841787,-20.6456,0.12029746
23/8/2012,15.017,71.87,100.71,-33.59,-84.51,-72.89060184,-9.5064,-0.144662216
24/8/2012,-21.352,61.23,-200.46,-57.06,38.57,-162.9448943,83.8831,0.143430184
27/8/2012,1.132,113.72,306.34,-5.22,7.74,-78.71660917,0,0.079537639
28/8/2012,2.251,30.22,-88.96,-0.52,-120.57,-140.1546745,-2.2248,0.058970943
29/8/2012,-29.338,74.5,-110.44,-37.43,-22.48,-91.50492539,-8.8652,0.229603825
30/8/2012,-65.852,449.45,-133.79,-38.37,-65.56,-75.04046806,-21.4498,0.205295341
31/8/2012,-93.88,-26.26,-34.76,-28.01,-20.28,95.76709706,-43.7267,-0.416650859
4/9/2012,2.312,54.48,23.98,5.83,18.35,6.445141988,3.8765,-0.107692649
5/9/2012,-22.225,-26.44,-48.96,6.04,-1.05,13.91570994,-4.9746,-0.085826869
6/9/2012,-20.155,24.46,-165.65,-4.23,11.21,108.7628815,-1.5002,-0.270280997
7/9/2012,50.494,92.84,282.21,8.92,28.26,0,19.9411,-0.259241951
10/9/2012,29.081,131.37,183.76,27.36,112.96,280.8059097,20.6005,-0.058561647
11/9/2012,-0.003,100.19,185.85,-35.48,-153.79,35.7705259,1.9688,-0.076481286
12/9/2012,-0.426,104.96,65.82,3.63,38.69,58.9267858,-2.173,-0.002895035
13/9/2012,50.176,73.51,126.25,0.6,-178.3,139.2257172,4.8056,-0.051918074
14/9/2012,142.71,522.06,1148.45,69.76,112.23,455.6525626,22.6481,-1.016782564
17/9/2012,63.721,428.85,463.32,17.9,97.56,218.7690187,9.6547,0.109984871
18/9/2012,569.716,201.06,41.54,-2.92,-77.24,-74.72053673,3.6687,0.210544945
19/9/2012,29.507,0,162.63,20.57,-95,-28.83408293,2.3117,-0.009896838
20/9/2012,-19.197,-0.38,151.99,39.59,-24.45,-135.9605133,2.5572,0.193591759
21/9/2012,-15.545,458.57,162.07,-16.54,-21.43,167.5149479,0.7767,-0.25789297
