Date,Indonesia,India,Korea,Thailand,South_Africa,Brazil,Philippines
2/12/2014,13.188,21.16,50.46,16.88,32.046,23.11680224,-1.0016
3/12/2014,-24.299,66.1,54.16,41.48,-0.882,-39.67298504,-2.0621
4/12/2014,-0.383,103.13,53.45,-37.6,-21.338,-86.86014202,-22.7911
5/12/2014,-59.51,21.32,238.26,0,-24.718,-31.3305766,-91.1614
8/12/2014,-31.634,804.93,94.98,54.09,-47.38,-103.2551432,0
9/12/2014,-37.286,-35.99,196.54,-107.86,-92.757,-96.90001926,-30.8941
10/12/2014,-3.932,-6.92,-99.07,0,-129.462,-65.29236414,6.3332
11/12/2014,-41.192,-98.58,-665.15,-103.12,-18.565,-64.61433962,-9.0761
12/12/2014,3.405,-128.75,-223.51,-89.31,-28.414,-89.48926554,-20.6445
15/12/2014,-63.87,-63.48,-251.21,-127.23,-158.33,-107.7337983,-22.3881
16/12/2014,-97.459,-190.6,-466.99,-253.91,0,-256.1571606,-33.6046
17/12/2014,-4.296,-253.35,-362.83,-177.02,-63.127,-270.7215204,-45.5058
18/12/2014,-64.736,-129.15,-467.13,-36.46,-246.59,21.39943662,-24.49
19/12/2014,-153.008,-95.51,34.17,0.92,-101.524,48.32236966,14.9106
22/12/2014,-28.716,-45.89,-66.36,-39.69,106.875,18.0692605,155.374
23/12/2014,-15.899,-64.02,-113.5,-18.63,-1.942,27.837186,0.2735
24/12/2014,-224.548,-248.75,65.1,3.6,16.828,0,0
29/12/2014,-6.751,-34.27,-94.58,28.09,11.788,47.80834073,-4.5825
30/12/2014,201.064,44.2,-80.34,-4.45,9.52,200.4153186,0
31/12/2014,0,87.64,0,0,19.776,0,0
2/1/2015,-0.334,41.6,30.36,0,-23.874,143.4011358,0
5/1/2015,-11.433,77.29,67.95,-56.06,26.812,63.94574417,1.8995
6/1/2015,-34.865,-242.05,-330.05,-120.67,65.382,37.34466415,-25.4573
7/1/2015,-0.236,-170.96,-214.77,-80.86,-18.088,-57.47567749,1.8174
8/1/2015,-10.713,-61.85,192.48,37.02,37.84,55.72925666,-12.4504
9/1/2015,71.218,-42.71,166.25,-26.49,-66.875,29.19261735,26.3836
12/1/2015,-5.402,41.79,-93.04,-69.34,177.45,5.152965816,301.145
13/1/2015,-29.307,40.96,-77.49,-63.42,-108.707,-90.80911293,21.4181
14/1/2015,-49.593,-3.76,-66.37,-1.12,-9.249,-26.56146116,47.1929
15/1/2015,-49.42,274.03,-185.79,-96.39,-207.288,172.8930937,0
16/1/2015,-26.42,197.01,-320.96,-53.37,-94.361,-36.64861567,0
20/1/2015,-26.847,213.47,42.69,-25.05,-63.773,115.2914163,-6.0662
21/1/2015,17.478,345.72,49.52,24.95,116.698,153.928489,48.4059
22/1/2015,-20.13,107.22,50.29,42.66,-5.171,-80.38067122,80.3547
23/1/2015,129.288,347.03,124.44,100.75,68.479,15.49362378,18.9467
26/1/2015,62.2,0,-130.85,71.42,108.946,97.00197391,-6.7133
27/1/2015,51.977,179.9,82.34,103.37,67.658,-60.51927861,-9.2856
28/1/2015,-33.93,303.05,-25.63,115.46,-27.531,-40.48127304,11.7088
29/1/2015,-2.422,296.9,-240.68,23.03,42.276,44.35500595,18.5475
30/1/2015,43.234,862.27,-95.88,-22.88,-52.09,60.78104039,5.5192
2/2/2015,0.528,-118.28,-0.45,-10.75,-88.456,-27.86924318,-19.9183
3/2/2015,26.62,-6.88,-21.03,69.71,107.262,55.75859894,167.686
4/2/2015,69.127,-3.16,200.7,74.7,34.625,144.6983513,27.5899
5/2/2015,7.069,27.58,-121.88,-3.28,32.928,112.1665331,-0.7615
6/2/2015,93.773,-6.67,378.28,53.85,61.357,168.3326743,30.7101
9/2/2015,28.828,-95.17,-173.15,-12.08,15.818,124.5167112,37.2478
10/2/2015,20.235,-145.67,-95.91,-4.45,-25.791,-72.58482505,-31.1246
11/2/2015,47.08,-59.98,87,17.12,-12.469,-50.613298,20.4776
12/2/2015,73.995,-44.65,-76.4,55.17,77.898,9.199546646,22.4915
13/2/2015,100.873,60.89,168.72,-4.05,36.845,-416.0278033,36.9434
18/2/2015,-29.98,637.02,0,-15.33,-10.856,767.2820766,0.0595
19/2/2015,0,0,0,-8.58,-150.745,122.1919911,0
20/2/2015,68.98,4.2,0,-18.17,6.359,79.09930635,11.8123
23/2/2015,54.86,120.8,134.38,-1.34,26.131,87.55340953,14.1064
24/2/2015,32.664,170.51,82.78,-16.79,-76.034,188.5328431,12.0979
25/2/2015,61.673,46.75,159.73,-163.04,-25.424,40.71381269,16.8838
26/2/2015,96.651,403.06,197.66,-88.32,2.472,51.01431324,0.4552
27/2/2015,16.219,443.83,116.8,-23.68,-41.86,206.6363732,8.9172
2/3/2015,48.355,79.14,113.03,-0.04,-86.151,25.65457686,-2.9432
3/3/2015,22.276,121.8,180.91,57.39,26.652,151.2714062,-0.9151
4/3/2015,1.354,465.07,223.55,0,54.016,-9.029647786,0.1325
6/3/2015,12.653,0,268.78,15.66,27.739,-23.59898179,-5.7667
9/3/2015,-21.002,149.7,-92.54,3.63,-39.877,-17.00967205,6.2317
10/3/2015,-36.578,-100.15,67.83,34.94,52.473,-153.1124653,10.5838
11/3/2015,-76.492,-52.54,90.34,-54.76,58.522,60.04478853,-5.491
12/3/2015,-10.48,142.15,-71.22,-12.6,107.962,8.828732074,9.3542
13/3/2015,-35.028,20.87,92.98,19.37,-487.374,32.3034538,-8.1274
16/3/2015,-57.878,-111.05,-11.87,21.63,-5.181,33.5471547,-9.2059
17/3/2015,-51.847,53.13,403.36,60.04,-17.732,134.6178541,-9.165
18/3/2015,-30.782,-73.77,266.58,-31.05,130.903,164.2571482,2.5727
19/3/2015,37.533,238.46,377.51,24.15,297.353,62.13608748,10.5739
20/3/2015,-48.833,65.68,261.75,-11.98,209.816,103.0209236,12.9593
23/3/2015,-30.325,81.63,119.91,13.61,230.112,128.0015324,2.2667
24/3/2015,-73.624,122.77,70.98,-11.98,142.861,135.1828258,-2.406
25/3/2015,-30.61,99.23,123,-40.3,91.515,183.578658,23.5612
26/3/2015,-25.157,-66.92,-170.09,-36.65,171.107,-35.79198743,34.7744
27/3/2015,-44.629,-2.01,-144.28,-32.13,77.7,115.1986215,10.8478
30/3/2015,-13.58,44.36,95.23,2.2,162.344,61.00888737,45.1149
31/3/2015,67.469,183.16,119.79,31.69,233.267,75.32870457,39.4416
1/4/2015,37.701,0,-68.16,-67.85,175.59,108.0054964,11.6263
2/4/2015,20.67,0,-20.27,23.49,41.587,144.123883,0
3/4/2015,0,0,77.74,-3.3,0,0,0
6/4/2015,36.016,163.25,-27.18,0,0,278.3913377,11.1394
7/4/2015,36.833,41.44,39.52,20.66,118.646,153.9962908,14.94
8/4/2015,19.919,-42.83,70.37,61.86,-93.321,207.5307468,-7.8437
9/4/2015,-28.023,38.44,185.19,8.82,7.574,176.1907254,0
10/4/2015,-5.798,73.02,243.53,-7.73,85.513,82.49211459,-8.6958
13/4/2015,-52.38,73.53,301.43,0,60.478,181.3507625,-18.9942
14/4/2015,-39.895,0,368.82,0,-150.016,137.5869948,-8.3224
15/4/2015,-50.555,-17.77,324.99,0,-32.642,171.9034569,-33.3504
16/4/2015,-12.489,-33.87,295.36,120.78,169.532,154.4565469,-42.6167
17/4/2015,-44.891,-106.72,177.05,48.06,-134.378,32.03893712,-22.0398
20/4/2015,1157.83,-227.33,193.26,-0.9,-78.941,83.73120549,-15.9108
21/4/2015,11.842,2599.77,251.38,72.49,41.693,0,5.7892
22/4/2015,-12.343,-135.82,626.51,27.79,-43.597,91.61967387,-6.1977
23/4/2015,-58.448,-13.41,365.9,-56.6,-76.111,147.6711775,2.1368
24/4/2015,-20.152,-113.93,506.19,35.72,167.46,127.49119,16.1533
27/4/2015,-173.176,-251.61,220.69,-50.17,0,44.56237787,-17.6696
28/4/2015,-140.726,-239.91,-79.64,-81.35,36.751,208.7949058,-14.0183
29/4/2015,-132.2,-119.12,-82.65,-88.61,-80.518,89.67846528,-16.3732
30/4/2015,-102.025,-474.75,-3.76,-56.35,-82.562,-129.2569002,-52.8872
1/5/2015,0,0,0,0,0,0,0
4/5/2015,-1.453,0,89.95,0,-33.574,241.0382248,-2.9303
5/5/2015,34.923,-70.68,0,0,41.917,139.522937,8.9236
6/5/2015,-63.523,-278.75,70.97,-2.02,-47.777,-12.03499292,-19.3218
7/5/2015,-26.696,-202.46,-45.26,-0.95,-68.251,9.523148607,21.9307
8/5/2015,-7.55,-54.47,-3.97,-14.07,8.575,73.83032382,-21.505
11/5/2015,-5.067,49.07,-31.03,49.59,31.206,120.2090069,-18.5715
12/5/2015,-30.148,-204.09,-33.79,-35.53,53.051,37.15553495,-25.8209
13/5/2015,-29.048,-16.68,115.08,5.68,151.119,39.2880408,-12.475
14/5/2015,0,55.29,-21.11,-22.49,93.529,-15.25155342,-13.6688
15/5/2015,-12.258,275.03,465.91,-21.55,9.48,60.82255855,-2.459
18/5/2015,-34.187,-6.41,142.03,-11.91,91.137,-19.40499168,-7.0536
19/5/2015,-32.623,0.35,101.46,-18.2,-62.229,-43.36558078,-7.9641
20/5/2015,-7.639,36.62,194.6,59.07,-7.679,91.73422148,-8.0456
21/5/2015,24.616,-27.75,118.48,28.22,-95.857,24.87970247,-14.5635
22/5/2015,-39.334,43.46,261.76,68.81,-30.828,-55.14138901,-14.283
26/5/2015,10.029,26.38,25.55,33.03,-8.07,-31.23656084,-12.8176
27/5/2015,16.675,-81.28,-184.28,-23.35,-7.905,67.72925625,-28.4573
28/5/2015,-36.58,26.65,247.17,-21.48,49.118,-96.08576036,-34.4837
29/5/2015,-13.043,362.05,234.55,-7.71,250.424,-100.3051562,17.8884
1/6/2015,-1.868,21.23,76.6,0,51.742,-7.659312565,-0.917
2/6/2015,0,-105.43,2.72,-49.33,78.936,59.75832455,-47.5016
3/6/2015,-39.434,-112.33,168.96,-25.16,-17.59,66.47252186,-23.8288
4/6/2015,-29.004,93.88,360.65,-50.08,-5.883,0,-22.6549
5/6/2015,-29.408,-74.99,79.27,-23.18,26.128,12.65387308,-14.0458
8/6/2015,-21.454,-114.78,-34.88,1.56,10.186,-61.36335893,-11.7945
9/6/2015,-76.717,-106.18,-106.41,-14.81,17.79,-18.39258613,-27.5265
10/6/2015,-37.854,-76.32,-222.38,-35.51,33.06,31.51287726,-20.1991
11/6/2015,-50.697,-91.52,-160.16,-69.02,19.886,161.9295747,-3.8276
12/6/2015,-32.056,83.43,-85.09,-4.74,113.332,38.44348244,0
15/6/2015,1.046,-91.42,117.37,10.19,30.625,21.02698555,-5.9145
16/6/2015,14.979,-76.53,-264.17,-24.91,0,186.3726728,-1.3723
17/6/2015,-30.21,-130.07,-141.55,-19.9,118.9,90.13739859,-26.0929
18/6/2015,12.856,-101.29,-312.4,16,-305.036,35.63759924,-25.3389
19/6/2015,44.726,-16.95,-277.48,-42.25,355.223,32.2512751,6.8712
22/6/2015,-4.765,110.83,-143.26,2.83,-6.595,99.56415836,-15.3547
23/6/2015,-8.573,-49.09,-16.85,-18.1,48.604,25.26712841,-17.6992
24/6/2015,-6.168,26.12,83.53,30.4,24.843,-5.749895063,-0.8029
25/6/2015,-11.297,51.59,-4.71,-11.06,1.8,95.48378845,-15.6509
26/6/2015,10.023,-18.91,23.84,13.38,-1.454,34.83334931,1.0831
29/6/2015,-29.482,-104.55,-107.74,0.24,100.997,-33.61560174,2.9124
30/6/2015,17.913,-77.71,-6.72,2.26,396.912,-25.77247825,11.2843
1/7/2015,-15.85,14.98,-2.91,0,53.682,5.363901943,-8.5496
2/7/2015,14.856,90.38,90.64,-129.19,78.512,68.95340201,-5.6439
6/7/2015,-13.14,461.46,-296.17,-41.91,27.793,20.54309026,-9.2794
7/7/2015,-10.612,46.66,-100.08,15.97,21.144,20.52506041,2.0426
8/7/2015,4.497,-53.21,-374.03,-68.45,-39.753,-64.28244676,-19.6527
9/7/2015,-36.273,-39.54,-377.86,-109.31,1.664,0,-25.7123
10/7/2015,103.844,-53.39,-79.62,-115.14,35.401,4.107091997,-2.4917
13/7/2015,-8.282,87,58.3,-32.8,72.326,82.6518632,-1.8287
14/7/2015,1.323,48.07,-44.18,3.31,81.297,52.85700634,7.5156
15/7/2015,-21.81,80.68,207.1,3.53,98.547,22.01458552,-10.4907
16/7/2015,0,118.85,202.04,-3.33,-17.24,29.77698936,-16.4806
17/7/2015,0,142.34,-103.47,4.8,28.829,-48.94074841,0
20/7/2015,0,124.3,15.72,-0.48,20.687,3.813755554,-18.7024
21/7/2015,0,-25,-168.39,-10.26,58.123,35.22512297,14.6694
22/7/2015,7.135,73.64,-338,-66.38,2.508,-39.27026775,-5.8694
23/7/2015,-10.265,48.03,-171.68,-78.68,-39.288,-210.269678,-12.3257
24/7/2015,-9.201,6.73,-212.55,-50.3,-44.462,-133.2681647,-17.3524
27/7/2015,-42.774,-118.47,-75.77,-43.16,-101.071,-73.16348069,-26.5402
28/7/2015,-39.268,-204.63,-90.62,-52.32,-208.977,9.046980666,-28.1292
29/7/2015,27.267,-18.73,2.13,-38.69,-20.749,19.02143243,-8.3616
30/7/2015,21.211,31.7,-26.28,0,57.424,-89.36374692,-10.0549
31/7/2015,25.256,-35.18,209.05,83.03,229.836,129.1081816,3.9612
3/8/2015,24.339,67.24,-53.51,-40.79,2.236,-37.29772806,-11.9769
4/8/2015,-39.442,52.42,76.6,-30.17,28.346,59.61971709,-7.452
5/8/2015,-13.952,113.92,-39.53,-11.97,15.984,24.08883533,30.2625
6/8/2015,-18.67,44.74,-120.14,-39.71,8.772,-3.057150129,0.2529
7/8/2015,-19.198,18.8,-49.7,-49.54,-51.347,-23.24912321,-18.1116
10/8/2015,-8.468,10.83,-108.09,-23.28,0,-23.03075224,-12.6762
11/8/2015,-42.659,-98.34,-54.27,-34.33,-45.973,-9.256008059,-8.6921
12/8/2015,-54.582,-276.78,-228.42,0,-35.644,-27.08765478,-25.1052
13/8/2015,-84.706,-75.63,-144.66,-52.85,63.967,-82.89766107,-20.8879
14/8/2015,-30.478,70.78,0,-57.51,-15.324,-71.18207926,-12.91
17/8/2015,0,2.97,-333.91,44.22,-12.825,0.72737719,-8.8211
18/8/2015,-37.135,0,-38.03,-194.16,26.375,-127.9743952,-1.2158
19/8/2015,-31.674,-44.42,-2.44,-127.81,18.966,-86.11120655,-16.2327
20/8/2015,-185.482,-146.94,-221.31,-132.47,-39.442,-106.3917407,-26.0156
21/8/2015,-55.105,-349.28,-307.5,-73.6,-37.288,-124.5602606,0
24/8/2015,-52.09,-773.15,-620.09,-133.84,-84.933,-91.13951132,-63.0966
25/8/2015,-49.541,-298.65,-415.28,-93.3,48.223,-117.022006,-59.0182
26/8/2015,-37.477,-366.66,-537.72,-124.61,-89.27,-139.6952847,-76.4978
27/8/2015,15.593,-474.34,-328.81,-48.9,-54.658,180.6203907,-26.5987
28/8/2015,-10.016,8.92,-48.19,-34.21,130.663,-109.7372903,-14.9059
31/8/2015,22.235,-84,-50.98,10.82,313.17,-25.53290237,0
1/9/2015,-16.5,-102.69,-43.47,24.57,36.474,4.568245125,18.9976
2/9/2015,-39.094,-230.51,-54.66,-28.03,-23.191,-118.9691297,-41.6651
3/9/2015,-21.12,-50.68,-139.52,-45.97,79.621,-20.39896248,-19.2433
4/9/2015,-4.102,-168.34,-81.23,-35.32,11.772,-157.1386937,-5.6862
8/9/2015,-50.05,-95.27,-239.82,-31.86,-74.488,-38.34018271,-17.1328
9/9/2015,-30.103,-63.06,-77.48,-39.79,2.596,-3.148285351,-30.9417
10/9/2015,-9.393,-5.64,-186.91,22.87,6.888,54.11309385,-12.5382
11/9/2015,-4.022,-75.03,-80.3,-14.2,-78.284,-13.43745966,-2.2597
14/9/2015,7.067,20.51,-78.41,-2.6,39.109,-40.35171402,11.3545
15/9/2015,-17.542,470.15,-120.98,24.38,30.699,50.27417476,-523.432
16/9/2015,-26.315,-32.18,184.99,11.22,-217.1,164.7422034,-6.7019
17/9/2015,-46.901,0,97.19,34.95,88.614,137.6986611,5.1242
18/9/2015,-32.364,116.54,231.09,-6.66,167.647,54.10333114,-11.3662
21/9/2015,-31.073,67.86,-188.04,1.66,-24.415,26.08817846,15.0861
22/9/2015,-26.038,-147.15,-5.18,2.74,-40.873,-28.51570215,-8.0431
23/9/2015,-47.051,-195.19,-300.96,-135.88,-34.704,-25.56592486,-33.3635
24/9/2015,0,-13.06,-152.34,-65.26,0,-100.3972568,-23.6146
25/9/2015,-35.577,0,-276.64,-80.41,-66.962,2.243178675,0
28/9/2015,-18.187,-102.56,0,-57.54,-43.218,-68.20999367,-12.7299
29/9/2015,-35.615,-167.89,0,-75.92,-66.222,29.45823483,-13.2894
30/9/2015,19.681,33.84,108.58,-33.25,-5.624,-15.56991209,9.9331
1/10/2015,-12.286,14.67,88.78,5.43,-102.948,-9.750860392,6.9097
2/10/2015,4.156,0,-80.61,3.15,-43.423,146.231405,0.8118
5/10/2015,23.215,122.66,3.41,-5.79,151.317,131.0936981,2.0065
6/10/2015,59.631,83.88,113.43,33.39,-65.617,107.5607035,2.4697
7/10/2015,16.008,-2.62,43.81,31.23,-202.891,101.9795661,-14.1208
8/10/2015,49.744,-6.67,142.36,47.84,-37.783,119.4016913,-2.8558
9/10/2015,13.205,75.39,0,37.28,-124.631,188.7918857,0.16
13/10/2015,-25.436,49.64,91.58,-2.27,-112.743,33.1057512,-24.1442
14/10/2015,0,23.76,-114.36,-26.11,-67.24,136.1286261,-0.6519
15/10/2015,-1.371,62.03,51.55,26.11,-131.647,22.44670211,1.4837
16/10/2015,-6.416,83.7,-211.94,23,-79.107,99.48589917,-19.2074
19/10/2015,19.093,164.02,45.98,-5.93,-55.707,9.474063401,-1.2795
20/10/2015,4.003,96.53,46.23,11.87,56.124,5.055693545,-13.8965
21/10/2015,27.061,2.56,-44.61,0.81,13.85,28.21492931,-1.629
22/10/2015,2.145,0,-261.19,-7.89,16.47,30.3578193,1.4665
23/10/2015,29.838,41.48,115.93,0,50.515,27.98380233,-6.4223
26/10/2015,-427.353,118.21,169.53,33.9,-42.226,-9.130980111,14.4623
27/10/2015,11.579,10.53,-29.62,-48.64,-79.113,-132.3094332,11.565
28/10/2015,-27.606,-82.49,-196.24,-30.35,-47.707,-205.9618931,-2.6262
29/10/2015,-73.273,82.23,-33.74,-81.09,-133.477,-91.37571774,-22.6168
30/10/2015,-58.959,-208.97,-44.61,-63.27,-107.773,-74.92636382,0.0495
2/11/2015,-20.391,-1.04,125.76,-8.27,-19.19,0,1.3748
3/11/2015,-12.602,-57.02,19.22,-8.85,-36.882,172.0077466,-5.1521
4/11/2015,19.693,10.29,88.71,4.45,-33.216,162.2092136,4.5648
5/11/2015,4.892,-151,-2.28,18.56,-9.517,41.11660759,-0.8894
6/11/2015,-3.927,240.25,-59.82,90.69,-36.703,-94.14385015,-10.083
9/11/2015,6.425,-106.38,-41.38,-28.52,-9.938,-122.6949701,1.396
10/11/2015,-37.129,-107.51,-54.23,-21.65,-58.873,-61.16768065,-21.7185
12/11/2015,-29.127,0,-157.99,-98.44,32.131,73.38955184,-8.7396
13/11/2015,-5.585,-126.61,-177.95,-68.93,-74.547,-58.94736842,-24.6981
16/11/2015,-30.912,-143.23,-215.6,-63.18,-140.07,20.29746007,-15.5133
17/11/2015,-12.271,-59.67,-105.82,-20.68,-70.032,62.55388327,-16.3701
18/11/2015,-0.249,-109.02,-84.09,-46.01,-88.757,81.30684233,0
19/11/2015,-4.829,-46.5,293.8,-10.47,-54.654,64.17301019,0
20/11/2015,10.698,-14.48,-135.22,10.73,90.37,0,-1.3575
23/11/2015,-1.951,-4.15,-77.18,23.42,-2.008,65.49848619,-18.8125
24/11/2015,-23.943,-77.04,-144.21,-5.6,-21.812,49.79399838,-14.0723
25/11/2015,6.455,0,-153.55,-46.24,-6.123,-60.36955941,1.1871
27/11/2015,16.702,-68.67,-29.86,-11.66,-62.458,-72.07736501,-30.5149
30/11/2015,-105.398,-287,-469.99,-71.78,-88.947,20.69329197,0
1/12/2015,-18.5,-21.85,113.41,-10.36,-4.148,27.90701299,12.9047
2/12/2015,-26.166,35.3,-246.19,0.52,-24.32,-156.4987228,-16.6258
3/12/2015,-28.53,-80.1,-210,-12.3,-74.436,58.56458821,-19.0363
4/12/2015,13.205,-269.87,-337.57,-15.62,-31.865,-145.4402516,-19.8713
7/12/2015,43.656,-6.32,-120.67,0,63.556,-121.1080149,-2.0234
8/12/2015,-34.879,-66.24,-142.16,-9.81,-98.732,-146.8516469,-17.8768
9/12/2015,0,-67.73,-197.45,-39.49,-244.574,-105.355981,-7.9666
10/12/2015,-35.052,-57.47,-304.92,0,-93.392,38.91120785,-11.8654
11/12/2015,-23.552,45.56,-192.43,-44.96,30.607,-166.0270012,-12.2703
14/12/2015,-33.205,-9.5,-255.51,-89.6,-12.069,-79.85077324,-20.0074
15/12/2015,-2.173,-6.75,-261.05,-89.97,29.986,18.26091449,-9.406
16/12/2015,21.662,-58.74,-150.87,-15.32,0,25.97794724,-16.2274
17/12/2015,81.105,112.74,5.02,-92.87,23.443,-15.81906334,6.8963
18/12/2015,-22.3,12.46,-93.72,-55.9,97.224,-56.64850752,3.4499
21/12/2015,-36.508,43.28,-112.19,-128.82,3.39,-109.2151974,3.6762
22/12/2015,-29.022,92.55,-13.21,-164.4,-54.512,-180.6117435,8.3377
23/12/2015,-0.388,75.23,4.78,-144.97,-22.136,39.99797016,10.9279
24/12/2015,0,0,22.73,-45.14,5.113,0,0
28/12/2015,31.486,89.21,12.87,-8.91,30.577,-16.25330362,0.9272
29/12/2015,5.782,9.36,-30.78,99.23,-1.151,-18.80928355,20.4887
30/12/2015,-8.275,-2.68,-45.67,-23.83,0.673,-6.839472487,0
31/12/2015,0,166.53,-45.91,0,-56.743,0,0
4/1/2016,6.029,-86.5,-150.64,-33.21,3.761,30.40850685,2.7528
5/1/2016,5.258,-36.83,-153.77,-100.72,20.673,4.530236503,-2.6846
6/1/2016,27.736,-17.04,131.49,-49.56,41.959,-66.97505894,-3.185
7/1/2016,-33.203,-141.08,-238.34,-41.39,-16.507,-138.2905962,10.867
8/1/2016,-50.003,-101.66,-104.88,-6.77,-93.633,-32.59019082,-21.2774
11/1/2016,-49.714,-156.58,-131.21,-7.06,-113.944,-64.94325751,-24.6249
12/1/2016,5.216,-59.48,-153.89,10.33,-32.016,-16.68495531,-1.4577
13/1/2016,-3.44,42.26,50.86,8.89,-106.7,-9.644849572,5.2793
14/1/2016,-31.804,-171.72,-322.59,-19.05,-73.233,-43.31774883,-10.2341
15/1/2016,-59.437,-153.47,-194.79,-29.55,-170.572,-43.8840995,4.8192
19/1/2016,-24.268,-112.7,-273.93,25.73,12.257,39.11276235,-10.7588
20/1/2016,-19.746,-175.92,-133.17,1.73,-91.607,12.91519219,-2.6135
21/1/2016,-7.972,-238.15,-240.62,-13.98,-158.114,-8.637720227,-20.1233
27/1/2016,6.348,-24.97,-14.01,13.2,-56.978,59.95134293,2.3632
28/1/2016,0.628,-56.25,34.09,-0.11,40.914,71.41909325,16.4178
29/1/2016,103.374,111.94,161.37,69.62,348.493,89.37610962,31.2144
1/2/2016,30.613,59.8,178.42,-22.43,197.998,-9.978308026,8.3231
2/2/2016,-14.391,-9.73,-37.13,-17.68,-43.987,-56.73565522,1.5593
3/2/2016,-12.257,-46.54,-180.66,-33.14,-151.967,-65.22330595,-1.9611
4/2/2016,26.481,-26.19,139.42,23.56,65.166,130.2498779,-0.5857
5/2/2016,169.867,-69.12,-8.86,27.03,-55.592,42.15558286,3.6385
8/2/2016,0,-5.76,0,1.25,-72.4,0,0
9/2/2016,24.793,-93.33,0,-71.8,-187.433,0,2.3377
10/2/2016,-9.922,-74.43,0,-70.95,-105.577,-2.714340247,-10.8368
11/2/2016,65.104,-177.87,-232.01,5.48,-59.994,-4.503944897,-12.3015
12/2/2016,1.801,-6.37,-316.18,-27.88,-106.511,-3.859359772,-13.498
16/2/2016,10.186,-115.42,32.41,7.72,33.894,105.2743363,-3.2518
17/2/2016,42.481,-42.82,-67.77,81.69,-48.447,263.6686302,-13.2224
18/2/2016,27.166,90.5,113.41,34.99,-45.886,76.21779918,-16.8143
19/2/2016,-67.672,0,123.09,40.68,65.148,3.509783933,5.7932
22/2/2016,-39.947,-41.09,6.81,0,-121.806,55.55234547,-1.7203
23/2/2016,33.591,118.19,-60.57,26.58,-45.226,-12.40337493,1.049
24/2/2016,-25.534,-75.93,11.6,38.18,-22.161,-20.86262223,-8.8491
25/2/2016,-1.768,-154.94,8.31,3.22,-80.899,10.52849741,0
26/2/2016,11.404,-84.96,211.24,-38.42,48.144,-27.0422676,-14.7669
29/2/2016,19.724,-248.67,145.68,-3.78,387.346,140.5632049,-12.7985
1/3/2016,17.083,442.68,0,-4.09,12.112,227.1051227,10.6515
2/3/2016,36.253,252.32,356.12,101.43,136.809,215.890615,22.1912
3/3/2016,74.374,164.65,450.18,146.24,-25.173,252.0458614,18.102
4/3/2016,23.624,131.11,166.95,131.03,138.682,565.1932509,-8.4839
7/3/2016,38.487,0,114.02,26.54,55.517,179.0166446,5.6667
8/3/2016,3.331,114.97,-105.16,18.12,67.049,45.715275,16.0364
9/3/2016,0,133.09,-11.97,14.01,-169.762,-5.341466721,-7.1417
10/3/2016,-41.506,175.6,523,5.97,-86.051,45.58242122,11.0838
11/3/2016,-2.063,65.38,119.72,4.09,31.756,31.13317529,14.2599
14/3/2016,0.654,188,72.48,58.49,-42.25,62.5807685,24.5548
15/3/2016,2.007,-4.08,61.99,-74.51,-29.998,-46.44582471,20.0003
16/3/2016,-21.158,103.3,102.12,-66.61,-18.312,5.441718775,3.6133
17/3/2016,28.854,140.43,661.86,-31.21,174.991,98.57757195,20.9871
18/3/2016,57.067,283.42,314.33,104.5,65.842,32.2048113,24.2218
21/3/2016,27.932,222.55,106.21,-2.84,0,103.5409872,23.1342
22/3/2016,-20.477,169.87,148.83,15.78,19.986,83.90134905,-2.2492
23/3/2016,25.064,159.49,5.71,12.36,-57.805,48.27915559,1.8352
24/3/2016,-9.329,0,35.95,16.23,-137.801,-2.388839031,0
25/3/2016,0,0,-39.43,-50.15,0,0,0
28/3/2016,-36.588,337.39,-18.09,9.58,0,-12.30871003,-6.4673
29/3/2016,-57.509,96.3,229.17,20.3,-95.034,113.3694308,-8.6458
30/3/2016,0.406,229.13,36.63,242.57,-204.598,110.0257868,6.6616
31/3/2016,31.32,679.78,-202.51,51.01,11.081,87.7755511,13.8459
1/4/2016,0.036,0,-126.22,114.29,38.068,34.85678109,1.7399
4/4/2016,21.483,61.2,55.5,-26.32,-115.824,-65.24822695,-2.8258
5/4/2016,27.395,-140.31,-191.18,-49.32,-53.224,41.87072057,-8.7661
6/4/2016,0.831,-77.34,81.93,0,-111.499,6.505944699,-12.1651
7/4/2016,51.602,-4.93,241.63,-80.8,-44.271,31.56412619,-8.5885
8/4/2016,-3.594,0,155.67,-51.07,29.419,99.85598083,-2.7708
11/4/2016,-32.598,23.45,-28.67,-61.88,-90.692,-65.60817776,6.2867
12/4/2016,18.735,64.41,129.84,-16.06,-140.753,131.5504587,-0.5537
13/4/2016,-7.468,111.55,0,0,-4.457,-45.14063572,-14.3401
14/4/2016,-15.113,0,500.58,0,-114.189,15.18057071,-10.6282
15/4/2016,1.654,0,122.56,0,-55.37,54.13143812,-8.1978
18/4/2016,25.118,156.09,179.47,51.19,-8.749,27.97776118,4.0377
19/4/2016,11.658,0,59.14,-16.72,-88.769,165.774983,-15.3276
20/4/2016,14.737,-1.69,109.64,3.99,-125.976,88.15935623,-12.7351
21/4/2016,29.583,142.31,152.28,52.74,-49.791,0,-2.9455
22/4/2016,25.715,29.32,125.23,-1.43,-82.265,63.86242496,6.5412
25/4/2016,8.953,36.05,175.06,-0.1,-69.429,5.425415296,0.2743
