Date,Indonesia.1,India,Thailand,South_Africa,Hungary,Mexico,Poland
11/9/2012,79.32366141,46.37,278.23,314.206,30.89783616,-195.3969,280.511041
12/9/2012,83.53346559,25.72,210.54,-168.27,464.572891,118.0689019,-181.7199899
13/9/2012,136.4725492,11.38,41.27,4.926,42.71505254,-834.530404,59.74762603
14/9/2012,152.3109244,50.71,540.37,-213.173,-222.4524229,1400.125668,-60.71774976
17/9/2012,7.396449704,61.98,136.63,-185.916,59.30277057,598.5538192,-64.03595764
18/9/2012,132.5618096,179.52,321.73,319.307,-121.9652126,691.3171203,-138.3333862
19/9/2012,126.7148393,0,199.64,39.272,115.0645784,619.2502328,-64.99763817
20/9/2012,-62.66973052,68.1,89.42,16.445,135.4282587,-3662.846877,328.8362931
21/9/2012,-43.96984925,-128.44,-53.92,132.141,-82.2130829,1070.66847,-220.7569671
24/9/2012,-71.09252483,-118.02,14.64,0,107.2453689,236.9414532,465.9718977
25/9/2012,31.30870382,82.23,23.84,18.825,-147.0186933,510.0760234,-7.120164455
26/9/2012,-88.32086451,90.54,-103.18,311.071,425.2901393,846.6905452,-137.5643331
27/9/2012,62.50651109,20.47,53.65,36.593,78.77217533,-270.2423387,16.37496478
28/9/2012,-9.38379731,114.81,167.83,76.595,-40.93712643,838.5120316,82.50288963
1/10/2012,102.3071302,71.59,88.6,720.765,88.27830851,522.9117578,359.7427047
2/10/2012,129.287874,0,167.24,309.747,-53.74054665,154.517117,-34.70368393
3/10/2012,-32.29503073,6.71,48.07,-227.641,-303.098234,788.3305159,102.634322
4/10/2012,143.8249088,70.15,-45.97,75.897,53.78744573,-1142.714482,31.07974639
5/10/2012,-96.93558474,32.48,169.34,-15.804,-167.7658175,-570.66651,7.775681811
9/10/2012,177.8656126,59.52,222.94,-99.148,-10.64875205,133.2224726,153.4644698
10/10/2012,0,-43.36,-12.68,165.847,234.7544826,917.4183581,238.2333532
11/10/2012,17.64583766,8.12,52.87,124.483,-113.1493388,-198.7438706,293.3331229
12/10/2012,-123.1090245,30.5,50.63,50.774,172.2315105,338.7763657,678.6174853
15/10/2012,-44.68460979,3.57,55.05,-21.109,-5.556268005,-511.5263583,73.71036142
16/10/2012,-17.71202334,32.66,170.8,191.899,24.01682557,-374.7191798,-53.46480854
17/10/2012,24.98438476,4.31,-33.42,220.289,297.276996,569.649291,-692.0147224
18/10/2012,45.83810814,112.64,-7.85,-39.516,-141.7520818,-1782.941661,450.9009727
19/10/2012,-36.34853048,51.56,10.57,10.772,49.1786316,656.3570841,504.2819081
22/10/2012,19.76901467,120.09,207.9,-19.33,0,347.8400186,102.3397018
23/10/2012,36.39388583,287.5,0,187.484,0,-3.370362381,-192.0381264
24/10/2012,6.231176654,0,129.48,-15.958,-458.2217213,144.1326049,176.5494869
25/10/2012,200.6862847,0,70.94,-22.938,253.5910085,417.5012337,-1398.126128
26/10/2012,0,374.1,68.88,-158.095,-138.8297853,1158.932237,109.8610937
31/10/2012,56.10972569,-23.23,11.5,25.412,-85.32100124,191.5595544,-231.484671
1/11/2012,43.64996882,-52.9,27.21,-125.562,0,-1153.772731,-0.251343115
2/11/2012,17.65133423,327.74,69.27,-167.476,0,0,-98.16659899
5/11/2012,300.010381,24.28,-45.78,91.822,9.895963719,771.3645521,-8.652349829
6/11/2012,155.8279659,-65.18,166.18,-4.058,54.26945701,562.9473115,-38.21616407
7/11/2012,41.54117769,-52.43,120.57,-5.896,153.9305169,-474.1076075,303.8985874
8/11/2012,-8.305647841,-74.13,-170.23,65.21,-7.587784549,227.371546,122.2592276
9/11/2012,152.5845962,156.99,126.23,-1.492,-9.748283137,452.9761837,-283.7335778
13/11/2012,182.6863193,0,115.9,57.323,3.818990834,581.0425822,-149.61605
14/11/2012,288.6812046,0,131.28,-21.889,55.26317909,-90.82803993,374.2127426
15/11/2012,0,-320.02,-11.35,40.269,25.66055538,-565.5692243,-52.07872079
16/11/2012,0,-105.99,-64.41,29.082,-63.73188082,468.7685883,-50.68740623
19/11/2012,118.3554817,-43.32,-75.15,69.924,26.11237016,0,74.57406201
20/11/2012,116.1825726,24.97,154.36,388.68,-28.78409297,691.5243313,-163.8243538
21/11/2012,75.61632484,-74.59,117.42,108.026,167.2703968,158.7443671,194.1790533
23/11/2012,204.1662348,-63.37,-79.95,-0.45,-4.559375863,1234.130175,-91.88882229
26/11/2012,43.75,16.47,5.32,-31.658,7.252747253,221.9174397,19.94244331
27/11/2012,67.43438116,33.46,318.63,-69.116,9.410451197,171.9890778,52.70351315
28/11/2012,0,0,-106.57,21.893,30.71246726,546.8360757,-51.68954094
29/11/2012,150.5086153,157.57,120.46,133.462,61.08563587,11.91747835,-66.42752841
30/11/2012,51.98585985,-193.73,94.79,-22.496,-2.522124304,346.3603339,142.7043448
3/12/2012,29.12419388,-152.88,205.09,-108.359,51.03298129,1346.28824,153.9858505
4/12/2012,202.6184539,-53.29,185.97,95.99,52.78781133,279.6545358,159.7763416
5/12/2012,203.2351721,-43.59,0,2.511,137.5813814,565.8837651,368.5067098
6/12/2012,32.12768163,53.71,-13,180.465,-0.475560694,1128.644206,216.9167975
7/12/2012,-76.22579316,154.34,107.49,-5.079,-28.76932213,-217.3842683,-367.0159696
10/12/2012,25.9524551,54.24,0,63.195,24.83375785,816.421406,255.5328062
11/12/2012,-68.076328,76.99,149.43,132.194,12.2528704,115.6112843,-29.52150521
12/12/2012,-110.6514995,20.79,56.49,-222.336,93.43115041,0,166.3087591
13/12/2012,-22.70616163,148.22,-62.98,50.88,0,-959.6153096,39.78491192
14/12/2012,-20.63131834,34.06,157.24,-157.272,-13.94513601,1283.331245,-106.9844754
17/12/2012,-236.1068151,28.07,139.63,0,-60.23649743,1082.592871,73.33011428
18/12/2012,41.21162168,-36.74,128.14,-54.85,7.660310056,1075.850787,61.44253564
19/12/2012,-26.82901661,43.06,190.57,63.012,58.83443342,241.6111329,-267.30101
20/12/2012,42.46504402,-39.59,40.39,61.287,36.87836463,-1860.330481,-42.54277132
21/12/2012,82.23684211,158.72,119.72,54.213,193.0191643,1539.297925,-65.31937579
24/12/2012,0,141.44,5.7,5.474,0,-139.5997127,0.603810139
26/12/2012,-26.53331973,-13.77,13.87,0,0,354.7623248,0
27/12/2012,9.248792519,-162.86,97.87,-23.264,-341.7810493,-703.3789751,0
28/12/2012,-8.265316665,95.98,33.14,32.462,-2.158919115,344.6961666,-10.43024349
31/12/2012,0,66.58,0,12.149,0,1313.765879,117.4424619
2/1/2013,-39.36600021,39.09,37.84,278.501,-60.65370161,-1000.363972,-92.4508723
3/1/2013,36.25815809,232.28,97.92,33.363,11.78382771,265.0561517,121.0643722
4/1/2013,109.3175317,-82.54,205.07,-83.553,7.825925595,967.5937615,533.4117497
7/1/2013,-35.16028956,-149.08,175.28,93.771,-11.12282195,1205.319607,799.0901861
8/1/2013,-2.035209118,10.95,614.54,135.944,9.82347401,467.8413753,608.1887357
9/1/2013,-11.38362827,-17.51,120.96,-68.009,-64.71493253,-466.7198002,140.3434576
10/1/2013,-83.1053005,-194.22,183.25,211.609,-35.98118413,-397.6454085,-204.366019
11/1/2013,-154.0644638,-214.62,115.32,-58.981,127.302871,609.3406811,-401.27947
14/1/2013,-22.83341982,-7.5,61.16,34.891,-49.16190819,354.1506021,54.94684667
15/1/2013,14.18727199,151.65,350.97,97.92,3.68056125,694.3789134,64.60692333
16/1/2013,15.51510137,109.84,336.22,-11.02,320.4581722,359.7106063,-8.226071809
17/1/2013,37.30569948,-95.22,291.63,-22.149,-97.17099794,-814.7261583,95.94607795
18/1/2013,51.89255189,228.68,277.35,-370.748,-5.799671668,-1315.621003,-330.0484394
22/1/2013,-21.82952183,241.75,278.43,-77.061,-109.0474507,727.3107549,301.2990329
23/1/2013,50.90909091,70.4,75.53,-186.521,-47.33558508,37.67934187,-44.57642814
24/1/2013,0,152.08,-25.8,-46.37,36.81618643,-1211.812909,105.4010029
25/1/2013,112.9182638,0,116.9,31.012,24.98531405,342.3548123,-745.1486875
28/1/2013,64.07648495,150.48,141.63,-129.053,-42.86067579,502.297869,611.0975805
29/1/2013,45.43577034,-19.56,76.86,43.821,153.5437946,443.1027837,-35.76654098
30/1/2013,67.09331131,-57.98,137.6,15.481,-10.51730778,298.3726997,36.38333657
31/1/2013,61.57635468,129.77,-263.81,241.135,0.5682282,316.0883926,29.03977475
1/2/2013,9.252595867,153.36,186.27,20.928,48.8989011,-118.1575921,196.4427136
4/2/2013,-5.17384106,-68.47,310.51,44.98,-125.9527859,0,-5.18707758
5/2/2013,162.4922376,12.36,695.9,46.662,74.78209038,377.1144554,79.43940429
6/2/2013,210.3092784,14.9,200.51,39.803,-113.8168995,-1170.881223,142.494174
7/2/2013,46.50201509,-8.04,-111.48,-18.495,-38.74752133,-3131.541002,139.0828222
8/2/2013,5.177591384,-280.59,-66.4,25.739,-3.41522158,916.3166207,30.29502705
11/2/2013,-117.4636175,71.36,22.5,-35.124,48.25416475,1089.985965,339.9806233
12/2/2013,0,3.25,18.67,107.106,-457.9020165,-276.8797347,348.9415858
13/2/2013,0,130.37,40,-35.728,-219.2066177,-443.6443612,87.90390468
14/2/2013,28.9975145,12.09,15.08,-19.409,-26.28521834,699.7676067,-208.0673022
15/2/2013,50.67218201,-14.84,43.78,-45.719,33.53020073,495.3784427,208.5263158
19/2/2013,152.4358842,-57.82,317.05,145.096,31.00390123,850.3572697,263.5003211
20/2/2013,41.30524577,118.83,46.64,125.986,-77.36610357,79.14248592,-214.936515
21/2/2013,-12.34186979,198.43,113,10.226,-21.47483312,-147.8409189,-15.09780338
22/2/2013,18.54331925,-157.76,198.27,65.654,-46.28793968,475.0366067,188.2095516
25/2/2013,0,36.84,0,-7.93,43.65850695,606.8361932,333.8463471
26/2/2013,101.9882559,54.95,288.16,100.728,-26.76441964,454.4458888,-384.4562351
27/2/2013,9.297520661,394.04,69.8,47.276,-26.94752418,453.4069722,444.8685541
28/2/2013,106.526011,142.09,278.3,-33.53,-2.114880425,205.6199696,202.2303312
1/3/2013,161.1237348,107.11,73.83,-0.551,16.92324687,214.0248207,-11.1764891
4/3/2013,97.79699403,35.19,-21.87,14.686,30.91088155,-5.230477712,-451.7721559
5/3/2013,33.00330033,98.04,43.91,123.049,3.366856392,611.9221564,444.3695831
7/3/2013,-44.35275915,89.1,-153.15,39.348,-28.86439126,-266.5183154,-13.10760873
8/3/2013,17.55291688,-88.23,23.65,37.843,-54.13950834,1505.66226,58.01101495
11/3/2013,58.7628866,76.25,155.64,60.404,49.28296857,140.7838012,382.5296841
12/3/2013,0,164.05,947.09,204.019,-130.7454693,-352.7331758,-85.5505526
13/3/2013,42.31602849,51.84,111.28,5.406,-67.03978139,448.0019966,127.8847659
14/3/2013,7.216494845,95.19,430.5,-142.44,21.04744541,-468.1615178,-203.1011391
15/3/2013,-111.2713785,219.34,307.94,-2.611,0,1775.398963,31.48615404
18/3/2013,-112.1976325,-0.32,43.59,87.471,-8.684084109,0,247.3915894
19/3/2013,112.1399177,-5.77,290.31,126.767,36.43437897,-419.4018571,-68.47136714
20/3/2013,-10.28383381,32.61,105.44,-101.626,-18.47757077,677.8894554,93.43825516
21/3/2013,57.40645823,227.12,1.54,0,-25.745186,-889.9571134,231.9143701
22/3/2013,-100.235246,-108.7,372.11,-289.471,72.15779963,-5.192192726,452.3897002
25/3/2013,5.135579293,-46.38,21.35,-84.851,-79.25724993,1010.211712,-85.08839591
26/3/2013,-155.0626412,-135.77,18.56,-24.635,-83.50300711,-237.9451955,-175.9352695
27/3/2013,-74.03598972,0,258.9,57.949,165.9754865,-59.64614973,135.5207283
28/3/2013,-32.85420945,0,28.62,77.722,89.69360114,0,-68.01092594
29/3/2013,0,0,2,0,-4.740352208,0,33.89164979
1/4/2013,59.55436903,0,1.94,0,0,976.5295303,0
2/4/2013,-48.25957491,-86.8,77.06,131.53,133.9854346,-318.1642787,199.0294235
3/4/2013,-54.37570535,-236.05,96.6,52.072,87.38224645,325.1958679,-534.9363291
4/4/2013,-98.47163812,-250.4,113.21,189.669,-6.947096883,-7666.027582,58.79074951
5/4/2013,59.46888137,-137.43,0.77,212.407,20.04189764,2910.76267,65.20746693
8/4/2013,42.04696954,-292.13,0,206.888,68.85043988,659.5408222,-101.0447243
9/4/2013,-4.116073266,33.54,443.01,176.366,-8.924032301,238.0942175,54.34713477
10/4/2013,18.57201816,-173.31,389.63,163.645,108.7524516,-29.52264523,214.4702018
11/4/2013,290.5419328,0,-21.18,-5.62,98.53571114,545.1677462,-83.35987768
12/4/2013,295.4498662,-27.72,330.39,8.607,-132.2787254,208.9798316,-315.5466752
15/4/2013,0,-228.67,0,-69.857,-5.566446873,25.2539273,341.152381
16/4/2013,0,80.32,0,91.582,-37.11729649,371.2571495,47.17035611
17/4/2013,0,247.05,119.25,132.158,-184.7186322,635.8630612,255.1380586
18/4/2013,169.8229724,-118.58,135.65,61.078,108.7690957,-864.6612633,-341.0000317
19/4/2013,45.33745492,0,312.82,77.727,46.41646585,528.0088723,-157.2623211
22/4/2013,79.25072046,94.59,79.56,-30.824,-36.97952591,894.6521622,22.18332272
23/4/2013,52.40982427,411.31,11.65,55.498,10.2785887,524.8260012,197.2619085
24/4/2013,82.31299516,0,83.32,6.428,113.6174861,-188.0373541,195.1743384
25/4/2013,305.61844,527.31,-62.49,-93.38,145.7545167,1364.633262,177.7023008
26/4/2013,136.8031269,273.77,-95.93,-10.863,83.77725937,848.3867784,250.1315048
29/4/2013,76.11602551,416.7,380.26,217.933,-269.3777498,-378.1483006,332.7531095
30/4/2013,341.0725293,295.38,513.39,-3.001,-64.02528836,372.2069835,-316.8127036
1/5/2013,54.50431921,0,0,0,0,0,0
2/5/2013,42.10310125,247,-40.88,80.542,123.6715309,437.6778535,-159.3147008
3/5/2013,-76.0143811,437.17,-82.36,108.907,12.28601225,1221.994492,0.211951536
6/5/2013,77.0336894,119.05,0,60.273,-13.09956173,-173.4118891,450.9783533
7/5/2013,-33.91572456,169.52,267.25,57.7,25.96207154,-336.2163509,815.4431739
8/5/2013,141.8731366,120.68,-88.84,-22.992,154.3533298,151.868779,-312.6086818
9/5/2013,0,168.41,-36.82,260.686,-22.21295216,1265.456689,255.4713167
10/5/2013,27.72928007,11.96,50.02,-2.636,-73.80428121,235.9682912,-225.4217094
13/5/2013,210.4506724,-61.01,-1.81,33.86,22.05109521,428.5703695,324.1549208
14/5/2013,153.7357794,76.25,-60.11,28.185,107.2993057,-41.02175179,-374.4562013
15/5/2013,145.6709069,41.32,274.14,-23.911,40.60043321,356.9773053,132.8295602
16/5/2013,65.62756358,-0.42,308.81,-157.096,88.36651224,-1280.543966,-247.822742
17/5/2013,-122.9886236,138.82,-222.66,-29.654,68.4800723,-80.26598548,-404.3678868
20/5/2013,-152.6952244,94.57,-174.5,82.292,0,1157.672195,212.1687748
21/5/2013,-56.33514289,422.15,-100.59,63.142,-46.06563843,-43.5587154,-23.8286314
22/5/2013,0,-118.82,-94.43,-92.016,195.6666816,672.1735422,-214.0706605
23/5/2013,156.3937443,-442.65,62.93,-60.351,-32.23622638,275.8370239,224.812169
24/5/2013,45.01739308,-25.09,0,-12.091,133.8579731,-2.787868143,-228.7905859
28/5/2013,46.64368282,-6.6,10.69,-51.26,45.69683844,-421.6159771,-127.0854978
29/5/2013,-79.55124936,-207.41,-285.15,-498.216,-281.9439946,-326.49801,77.05202841
30/5/2013,-30.58727569,-240.83,-456.75,144.769,15.35117821,-1979.167384,0
31/5/2013,-172.1170396,-317.37,-136.79,-62.655,34.1175464,444.3058441,-205.9154159
3/6/2013,-131.5252855,-363.21,-68.97,47.187,12.66983373,-96.07927786,155.8312579
4/6/2013,-136.7088608,-81.83,390.75,401.644,-36.63403971,139.8448569,-325.6752168
5/6/2013,-25.52322614,-261.57,-29.96,118.678,-5.894107183,674.9799712,-206.4574293
6/6/2013,0,-332,-4.41,-191.963,-1.578588808,510.9235876,206.87317
7/6/2013,-72.83026502,-229.67,-219.13,-261.036,15.77287924,128.706721,-259.0410276
10/6/2013,-189.3526321,-542.79,-209.23,-144.713,62.89874994,504.26204,-492.4400012
11/6/2013,-121.0826211,-393.73,-16.15,-127.114,-57.42730732,825.369151,264.09857
12/6/2013,-216.0024338,-120.14,-47.58,194.355,7.863872238,-2.318599351,-59.80714442
13/6/2013,-139.6054628,-339.97,136.36,-40.92,-1.629136983,-2882.779798,-405.3334599
14/6/2013,-359.4936709,-545.38,22.82,27.754,30.82150046,385.9826339,233.3228455
17/6/2013,-302.3867314,22.93,-25.65,0,99.31107343,1383.764193,-294.3869175
18/6/2013,-52.48284215,-99.89,43.63,45.968,-65.44772143,-22.28830645,45.20483441
19/6/2013,-99.74067425,-64.94,-79.59,-235.035,81.88656036,-754.2546139,-234.8219543
20/6/2013,-191.34442,-512.6,-119.2,-283.826,46.65243929,-4977.472089,25.91871502
21/6/2013,269.7033263,-164.83,-245.26,-214.152,-23.44589511,870.250923,49.32681278
24/6/2013,-33.96942752,-453.44,-30.49,30.11,5.227633761,562.5564715,-145.9714779
25/6/2013,-76.61290323,-602.65,-146.13,-222.374,-4.506931833,-295.0032118,291.6344761
26/6/2013,-71.2493728,-166.31,-12.41,89.437,67.83397666,-358.3836606,-271.9446441
27/6/2013,-11.10213969,-114.09,11.56,114.806,-21.69766724,352.5868304,-149.8400821
28/6/2013,-56.97720912,0,83.62,33.425,6.470819701,467.8633071,-75.75948986
1/7/2013,118.8557615,-40.92,0,126.704,43.57361868,-512.2688359,-141.3360287
2/7/2013,65.42526422,-341.37,169.8,230.071,84.23264781,-515.0164637,-412.5018693
3/7/2013,-23.05302195,-180.02,-12.5,-132.934,329.2073696,-24.74172084,35.91936654
5/7/2013,-2.011060835,-347.33,5.11,-88.909,51.35383404,943.1750578,207.3868718
8/7/2013,63.27842507,28.51,-14.18,-83.035,86.38849484,-93.06097136,-129.1826937
9/7/2013,-5.008514475,-176.18,32.97,86.072,-30.1972658,106.9433757,95.2165558
10/7/2013,-103.1960725,-66.39,-6.34,0.797,-60.19376558,66.32206144,75.78440463
11/7/2013,75.20304823,-99.53,-67.99,59.951,12.07520569,-741.1545813,-46.63086678
12/7/2013,-99.08918026,-112.29,46.35,-9.811,-38.60393346,1122.175269,435.4345314
15/7/2013,26.80166766,-89.43,-4.66,28.706,-18.25145206,-797.7534721,28.45865464
16/7/2013,-138.5727012,-44.26,46.97,219.817,-32.00362076,-532.6507503,-160.7088686
17/7/2013,73.66849179,-105.76,26.13,44.519,-28.40595878,-59.82447372,0.998300108
18/7/2013,69.58250497,-104.15,129.19,-38.923,-42.38572639,689.5171062,342.6752773
19/7/2013,41.46510021,-76.75,215.44,51.129,-16.55219634,410.9611778,32.25456125
22/7/2013,-21.64289228,-18.77,0,132.385,-18.71020773,596.9848564,276.4475743
23/7/2013,103.9215686,8.86,113,117.602,-20.23515737,788.1463434,-29.04746935
24/7/2013,75.02679528,-163.58,316.47,-112.96,-462.9904151,77.18840751,8.197590963
25/7/2013,-96.10717406,102.7,101.51,-11.606,5.928565074,-2839.711434,-390.0003138
26/7/2013,45.67097464,28.14,-12.82,-113.897,42.21340562,-6.862706453,396.2071778
29/7/2013,-44.76885645,-39.9,-60.79,14.83,-45.89684098,48.06247792,-437.2674529
30/7/2013,21.41327623,19.08,307.39,263.873,-51.18614757,325.6180303,208.3356845
31/7/2013,25.34854246,-100.44,28.14,38.738,-114.9006599,286.7986076,-120.8178206
1/8/2013,9.736150326,-23.87,-232.63,107.549,-20.80875525,776.502826,-336.831996
2/8/2013,143.2304268,-79.63,11.18,-121.481,53.98109225,-607.4154905,-86.76032488
5/8/2013,0,30.73,20.57,31.459,-6.454598034,1256.192693,172.4671891
6/8/2013,0,-438.91,-23.79,-14.507,-53.08019705,-99.39434671,-370.9450911
7/8/2013,0,-272.03,-25.9,-27.255,-3.028673994,-70.24825904,-34.70040537
8/8/2013,0,-181.24,-72.51,23.85,75.26073182,-3009.572921,102.5207403
9/8/2013,0,0,-2.57,0,23.83580547,491.1743687,59.14581673
12/8/2013,36.91829399,-77.74,0,195.157,-121.8736856,-922.1312863,-232.7234097
13/8/2013,4.851072087,-94.82,-48.56,-35.724,-424.7853837,-469.7932065,261.7738163
14/8/2013,-95.17335146,275.73,-32.88,-102.831,466.645323,639.7172812,171.7045347
15/8/2013,-143.145355,0,28.98,-17.005,11.203316,-137.785575,0
16/8/2013,36.43336529,-26.56,19.65,38.059,45.07103387,1192.906986,-47.72025946
19/8/2013,89.24333049,-199.87,24.38,-189.793,0,-317.3133185,-488.8533434
20/8/2013,27.04467033,-76.22,-202.88,67.876,0,580.31456,419.8021685
21/8/2013,47.33178654,266.96,-56.84,106.098,-50.1220785,-132.2985097,-62.36255105
22/8/2013,6.436781609,0,-330.61,-137.309,-9.201414842,-1407.775623,-307.3413821
23/8/2013,-65.11123169,-419.54,-209.54,-43.25,-28.76846915,195.0879214,-416.558493
26/8/2013,-2.765486726,131.2,-55.24,-59.271,-111.6399964,359.8747176,252.5588003
27/8/2013,-62.62679721,-53.12,-33.25,17.096,-54.87585102,254.9265758,-143.4226284
28/8/2013,-114.5139814,-19.86,-122.25,-61.19,74.93955922,-540.6415904,-138.9305612
29/8/2013,-15.54641061,-195.2,-88.16,-78.148,-12.14378393,-122.2282996,-181.3352299
30/8/2013,-50.96566524,75.13,25.04,4.482,-72.89498502,303.0661787,52.28187504
3/9/2013,109.2179991,-204.86,50.62,84.09,-6.201531729,697.9020353,-120.4301738
4/9/2013,-53.45719043,87.01,109.96,-33.266,-20.08359932,-55.26292067,40.05806412
5/9/2013,-44.63902481,311.18,-13.57,40.773,-0.477106748,-1008.640197,45.97175193
6/9/2013,-42.94917681,-101.71,-40.55,9.99,12.27951881,797.5809477,-23.86524604
9/9/2013,-3.513703443,0,-23.16,39.703,41.45516817,162.3817423,-113.575419
10/9/2013,-39.16332888,-89.61,-85.91,186.519,13.39883294,1044.133013,40.36886527
11/9/2013,12.33915036,-136.68,235.84,-7.381,85.35731724,187.3614513,-76.10384688
12/9/2013,158.5903084,7.56,255.27,181.8,-5.449993382,584.1242787,15.22095442
13/9/2013,51.63817664,118.36,26.75,117.062,-61.78718141,1154.816372,-10.72851451
16/9/2013,-160.8084359,-213.46,26.57,232.469,-11.86584549,0,40.38016057
17/9/2013,121.6240386,-84.88,85.79,81.489,48.92337558,1176.392669,-130.9712367
18/9/2013,103.3203815,-49.41,181.01,186.756,-252.5303051,458.9729115,245.5338892
19/9/2013,37.79846962,133.84,621.97,280.578,79.33408123,-4172.379119,38.75796794
20/9/2013,32.60574223,-45.16,1195.01,1.621,17.06565107,1207.657356,-19.11694129
23/9/2013,100.4805592,56.25,282.79,-48.205,-42.21127782,290.4544568,89.1101749
24/9/2013,1.74322322,-107.16,31.2,0,47.57441724,305.8068023,36.02891782
25/9/2013,87.04735376,-263.86,-21.12,-97.658,-13.0773175,-304.3404518,153.0843219
26/9/2013,231.1880746,-446.07,-21.39,36.793,-243.2753506,1147.147305,389.3771726
27/9/2013,147.1109536,54.6,-29.51,187.49,205.3947309,-441.6996242,368.5614552
30/9/2013,56.98755041,-273.93,132.43,-26.479,-73.83063422,826.501689,-71.8144244
1/10/2013,-0.88028169,-108.68,174.34,71.688,105.2858515,343.5582869,-671.6035135
2/10/2013,-43.14519679,0,-43.34,-97.3,323.1261105,795.5902566,102.0684322
3/10/2013,-0.867302689,-161.54,-37.16,33.158,-14.78702087,-3478.58177,-328.4889379
4/10/2013,26.35972234,-70.92,63.93,52.691,151.3273736,1087.668604,-308.5840651
7/10/2013,12.44665718,-356.23,62.51,59.304,-387.5701273,1175.544034,-158.1511899
8/10/2013,8.887308923,-368.58,-40.35,7.501,250.2395149,-428.6590358,-5.692476874
9/10/2013,67.77847142,4.74,29.04,-5.59,218.8669042,335.8004284,-160.4910427
10/10/2013,144.4205239,73.2,-67.98,87.975,-111.1260627,529.2824906,204.1554916
11/10/2013,136.383634,24.1,-12.98,40.996,46.17385699,526.4717649,-419.7408389
15/10/2013,0,44.99,-74.91,103.359,178.6208081,325.0615006,-138.8116759
16/10/2013,73.24698526,0,-61.87,38.824,-30.88217826,-781.5177982,62.35011211
17/10/2013,140.2247191,2.32,369.73,149.168,-280.513404,-1000.740828,190.6934007
18/10/2013,123.807777,-140.44,979.07,37.693,-88.24481444,404.598918,-165.4535311
21/10/2013,147.4246752,-187.03,47.95,-46.815,57.53918101,687.7189064,-92.44485234
22/10/2013,192.1884687,-232.71,-153.86,58.529,20.47864876,-239.077821,-390.5797101
23/10/2013,77.96734544,-188.49,0,85.468,0,-239.8030204,-25.18438035
24/10/2013,234.0807175,-187.42,229.77,28.182,-374.6222734,1278.748216,-293.7782619
25/10/2013,538.3567862,-128.57,226.1,-187.932,376.3929651,-2420.423946,309.9042588
28/10/2013,113.0710086,163.72,133.82,-17.378,-36.79864852,-55.81008625,-183.1504005
29/10/2013,19.81446456,-148.66,-258.1,22.957,-240.0143912,379.4225336,310.0883096
30/10/2013,177.1812081,-39.49,-62.17,71.944,252.3144463,-384.2856035,196.9482951
31/10/2013,-28.38389214,-172.16,9.14,-11.763,-271.5867665,-826.4429788,-331.5772389
1/11/2013,65.28451698,69.26,-147.45,56.403,0,1764.617033,-0.244113963
4/11/2013,-74.8502994,0,-69.18,-96.468,8.280240832,677.5497632,197.6274364
5/11/2013,0,-35.37,-47.98,-88.595,15.90207783,-821.3637402,-228.3626296
6/11/2013,37.68624014,-258.07,-299.66,-74.315,34.33096636,236.8641778,-6.659972142
7/11/2013,15.79917493,-75.27,12.12,-37.02,-89.32682304,443.8040933,-546.0140755
8/11/2013,98.13370718,-9.53,-65.17,-198.685,63.22205602,350.2352227,308.8682864
12/11/2013,5.170185265,-76.86,-37.07,3.08,-14.78288708,922.9462463,631.9500351
13/11/2013,-38.77638949,0,-132.93,-152.531,-121.2929542,24.26767388,-337.9056616
14/11/2013,-34.64703335,-71.72,-97.12,-127.489,-70.57470227,-2119.973812,-192.8461341
15/11/2013,-22.3694399,0,30.85,26.046,63.55244787,528.6306348,-64.36122212
18/11/2013,33.51955307,-73.85,30.44,87.489,-111.7688952,0,202.6721014
19/11/2013,0,185.46,1.03,27.682,75.22098316,64.35306382,-374.2311428
20/11/2013,100.3430532,-169.25,50,-71.833,-199.0386803,381.9474995,190.4110028
21/11/2013,240.9226826,50.98,-101.96,-307.054,-15.30749097,179.0682184,121.5977377
22/11/2013,270.0854701,-107.57,-7.7,-99.393,-135.2339134,270.2818802,122.1356776
25/11/2013,7.819287576,-46.46,-163.81,-119.137,68.95809386,287.3110437,-114.5557595
26/11/2013,-22.94942626,-32.12,-11.28,-38.683,7.187604994,468.0430783,-304.8530836
27/11/2013,2.523977789,-25.5,-23.86,-77.739,284.5099021,-495.2354096,-245.6236077
29/11/2013,0,1.51,56.25,-15.311,29.66319743,566.5001906,-58.96118168
2/12/2013,-84.9617672,73.96,6.12,-51.537,-3.246404087,2059.728216,105.3637624
3/12/2013,71.50067295,160.06,-41.95,-121.199,16.38809449,-149.3005828,-265.5889295
4/12/2013,96.77957617,-125.84,47.82,-161.352,24.56322822,397.3737838,314.7728743
5/12/2013,99.45674885,61.59,0,-159.493,29.58264705,137.0927337,-251.1419995
6/12/2013,-75.22567703,0,81.69,52.077,41.43410397,141.807844,-89.44870032
9/12/2013,-143.6445632,207.82,-31.43,146.617,-36.48074732,1663.894843,242.1498179
11/12/2013,-56.70919857,52.43,154.08,66.756,-290.9828947,-1604.462268,-136.8395029
12/12/2013,4.158695833,-29.08,-9.74,-69.23,28.49453192,0,350.6054623
13/12/2013,10.73847679,0,-131.43,-39.002,110.6125873,855.1606542,-23.05618569
16/12/2013,-97.48038001,-25.34,-38.42,0,-158.7868336,1248.764522,-87.2181938
