Date,Indonesia.1,India,Thailand,South_Africa,Hungary,Mexico,Poland,USD_EM_Index
27/4/2012,53.32462727,-318.25,270.74,0,55.46261596,-121.717125,448.2400076,-0.439973798
30/4/2012,-74.0982892,44.82,478.04,5.394,0,665.3322486,405.8704132,-0.128141645
1/5/2012,-7.617803896,0,0,0,0,0,0,-0.044390981
2/5/2012,22.81616688,89.41,182.79,294.93,-300.8796348,-449.4333626,238.0598431,0.228027132
3/5/2012,-28.16596252,7.41,202.23,-124.063,221.1125313,-1326.081773,0.282867649,0.147939291
4/5/2012,126.9806816,105.48,66.99,40.026,45.98797013,1715.929668,214.9634809,0.410097987
7/5/2012,-211.313394,16.29,0,-74.235,-20.7716489,-239.317305,-330.1055458,0.012778763
8/5/2012,-192.6823988,-0.69,41.43,115.981,47.00135919,-207.2915499,851.2034402,0.407025949
9/5/2012,-37.80105843,-43.1,-165.6,-50.859,75.5765336,529.3311191,117.7672716,0.525454531
10/5/2012,33.4845539,-41.14,-138.19,-102.947,-48.13903289,-1696.806499,-281.7542787,-0.136257974
11/5/2012,-6.509004122,-79.83,188.87,112.257,15.57630378,1013.518765,-459.6725784,0.071499367
14/5/2012,-54.05405405,149.44,-90.7,8.45,-11.45810965,263.8921454,940.8576339,0.690105957
15/5/2012,32.34850119,16.79,125.46,-59.559,4.219731927,73.79585779,-313.516349,0.185465963
16/5/2012,-30.09134874,40.32,-153.62,-9.419,33.67242639,-973.9693227,-336.5842264,0.360443377
17/5/2012,0,-27.89,-93.41,193.355,36.04763336,-6.883072616,54.11425577,-0.013530086
18/5/2012,0,-70.55,349.32,81.951,118.7133396,449.9225277,95.69971488,0.234939402
21/5/2012,4.276245456,-69.98,-18.29,-83.312,-105.1548273,351.6093036,110.3575356,0.009032924
22/5/2012,-120.4042141,184.35,268.79,92.096,107.0277897,-30.10390544,409.3943104,-0.102759591
23/5/2012,-34.19168715,105.14,-7.78,-96.494,-22.53742778,211.1269462,377.5565975,0.887128082
24/5/2012,49.8620836,-115.55,3.75,44.303,28.383096,51.08399394,401.9726075,-0.133612132
25/5/2012,30.67484663,6.35,117.06,-196.185,-399.1024607,302.9338258,-391.9572199,0.010485837
29/5/2012,-50.59555181,220.56,228.31,-236.915,-11.78974768,99.13210148,120.433072,-0.123782806
30/5/2012,26.20545073,-37.15,214.58,-306.472,103.6230744,-136.6626496,-172.0009009,0.53388335
31/5/2012,-11.60337553,446.85,188.28,-376.091,120.2522102,-444.9633014,82.50563063,0.530848414
1/6/2012,-43.66347178,-174.87,253.42,-39.741,-122.7143147,397.4335926,-176.8393139,0.11628773
4/6/2012,-74.25480004,64.35,0,105.659,60.2036954,385.8722204,-75.43579811,-0.254411508
5/6/2012,-35.98264367,-203.65,121.99,206.143,-58.2799492,466.679557,404.242476,-0.043815687
6/6/2012,-18.22274628,189.91,203.9,354.947,42.82324223,59.31372896,71.20107332,-0.528799998
7/6/2012,154.3503542,-395.38,225.8,87.51,53.6799848,-188.5918897,0.332597498,-0.328658329
8/6/2012,-120.3664252,72.31,207.07,141.662,29.6477577,102.1676715,-53.80938502,0.304313012
11/6/2012,9.564293305,136.26,66.72,-129.016,36.96951844,321.1469177,203.9225251,-0.048406438
12/6/2012,-42.33252196,159.15,389.42,225.197,-265.1176247,-132.2541902,-144.8301799,0.064100792
13/6/2012,43.47826087,45.35,100.42,86.717,14.7728116,129.0661708,26.52924564,-0.08735629
14/6/2012,4.233252196,-131.48,96.55,144.625,-113.7539773,-1188.12454,367.097934,0.076893661
15/6/2012,115.9821239,-6.38,241.33,-27.41,97.46094384,-30.56294486,118.5219331,-0.313985288
18/6/2012,-46.56084656,56.57,160.02,189.938,165.1803988,332.8828926,-2.434208588,-0.020792476
19/6/2012,-34.01360544,48.8,406.33,257.195,-23.58662085,385.3401229,-1.57336916,-0.544664814
20/6/2012,38.17603393,32.31,179.88,0.61,147.2035859,386.7093277,78.96237172,0.113408369
21/6/2012,78.04260704,12.08,29.94,166.762,-58.03260918,-966.9956937,380.8938221,0.237759985
22/6/2012,129.5555087,33.69,39.3,226.432,33.00759991,432.4168197,488.3275466,0.339961061
25/6/2012,31.54905879,-30.47,53.29,-268.677,-107.4552333,430.0258893,-259.8122341,0.345037329
26/6/2012,-108.3298275,-30.28,203.93,309.477,150.594724,178.9106938,150.0749053,-0.250433612
27/6/2012,-90.62170706,-131.71,-33.24,157.838,-112.4320653,208.018743,33.21227741,-0.382895406
28/6/2012,-14.74615547,101.89,86.07,-109.77,12.66721354,-41.53921368,116.9166497,0.059927291
29/6/2012,14.84151383,0,222.35,227.289,-75.36446559,566.0036736,220.7520683,-1.079833166
2/7/2012,62.88637817,152.01,36.14,341.066,44.7003674,1160.678386,81.27871591,-0.118636764
3/7/2012,201.5140207,9.21,355.82,187.474,92.66525124,1261.378199,266.7337861,-0.357064952
5/7/2012,369.8965995,-33.95,8.56,149.391,20.16784375,703.8414611,609.2133906,0.29528952
6/7/2012,-20.2020202,79.5,201.83,-67.818,-105.7639303,-612.3480686,-51.52821997,0.497006742
9/7/2012,91.01492221,43.57,82.25,34.652,159.1342809,770.6922251,490.9476083,-0.000101802
10/7/2012,-20.14205449,16.55,150.94,146.528,-31.3528983,-410.8816784,-286.8000702,-0.36869193
11/7/2012,38.15175922,-23.89,-71.52,179.001,58.8251805,213.5645602,-226.8406119,0.05413953
12/7/2012,-20.11007621,36.02,-30.6,279.809,70.30970386,-938.7708508,-75.37426018,0.464597263
13/7/2012,59.27180356,-130.32,-60.91,-80.914,-162.5795034,559.0628547,380.1229508,-0.378749177
16/7/2012,-37.93866582,17.14,168.6,100.939,-18.82485207,66.82244758,262.9426755,-0.142031192
17/7/2012,-59.22165821,19.96,97.37,106.584,114.1088444,270.0729483,50.60237406,-0.160244072
18/7/2012,-14.81011319,25.99,115.5,220.613,223.1297697,-170.0429198,318.6372745,-0.268397937
19/7/2012,165.961945,30.04,44.96,362.624,10.89834821,125.2883635,-29.51974892,0.104923894
20/7/2012,154.3666737,142.56,42.15,80.989,28.70953714,1196.303487,292.7282812,0.262186948
23/7/2012,57.87646007,19.43,61.26,-190.274,-21.9875489,388.4397844,-16.65418083,0.768765263
24/7/2012,202.9656115,34.22,323.56,-43.448,4.84366452,102.4295913,530.3319704,0.432095126
25/7/2012,-25.24190156,66.36,-47.9,152.544,442.9610738,-22.51764187,-1992.114602,-0.155088322
26/7/2012,-70.50405135,38.11,-197.79,-123.16,-28.31978411,-1406.426068,-369.0266275,-0.574014139
27/7/2012,-61.0912155,14.38,270.98,-258.368,-45.45209078,1021.276371,327.0986218,-0.509390319
30/7/2012,-53.72945638,22.6,22.22,73.324,20.99891082,-191.1541036,447.3477407,0.016056856
31/7/2012,69.71585508,-35.48,312.76,259.613,45.13472619,883.2766069,26.97905149,-0.156997311
1/8/2012,8.448621819,48.2,512.02,197.7,105.5482922,301.1738696,-398.7015308,-0.033498727
2/8/2012,73.87083157,-49.06,0,198.113,-18.66564645,33.69374482,102.2126904,0.425326767
3/8/2012,134.0227944,7.03,133.85,170.165,-96.25611359,441.632057,1143.857565,-0.671430297
6/8/2012,-1.056077727,85.93,157.62,-77.964,131.4008669,1118.50335,492.5742878,-0.198740076
7/8/2012,-5.278716216,-147.18,76.56,34.677,98.86397849,373.9910552,335.435874,0.159599062
8/8/2012,31.64890811,55.14,430.86,-158.337,54.76692366,-59.50419504,72.1750768,-0.013564241
9/8/2012,131.8843638,10.39,101.22,0,23.20006231,-1023.66276,-86.69276523,-0.138213469
10/8/2012,-7.380073801,77.31,47.78,-48.479,164.7577846,-472.4731019,-377.5631546,0.008541041
13/8/2012,33.70549821,85.89,0,-131.565,37.19198517,671.7816057,-347.8734643,0.226020851
14/8/2012,10.53962901,31.15,-166.29,135.154,-107.7354936,-321.5999513,347.6688782,-0.021767858
15/8/2012,-74.6347104,0,151.69,-57.651,165.8763206,312.9799945,0.111469286,0.075551111
16/8/2012,88.30950378,-40.3,69.9,-80.899,-9.891926452,495.2619327,-401.9038626,-0.023398319
17/8/2012,0,43.99,-7.55,-254.609,76.23873033,308.632124,8.520315343,0.056433989
20/8/2012,0,0,-154.21,136.894,0,21.91322251,62.44992109,-0.076963338
21/8/2012,0,-34.41,115.24,91.549,189.5480696,134.6809499,-27.72374136,-0.13148773
22/8/2012,0,8.04,-19.27,-147.948,-436.9250756,354.6097561,-44.31772771,0.12029746
23/8/2012,-263.3242048,44.19,145.28,-10.61,217.0911278,-1742.534519,-84.47715425,-0.144662216
24/8/2012,-133.4173758,113.23,342.9,176.409,-47.5026832,424.6716969,259.941297,0.143430184
27/8/2012,27.27082022,3.93,47.55,-21.629,-56.7115723,1259.611716,-181.3106425,0.079537639
28/8/2012,-32.46413237,-74.89,312.3,65.114,72.29089353,-530.8561915,-14.65279902,0.058970943
29/8/2012,-80.3673938,-258.41,102.73,212.961,428.8733345,244.9875675,-102.3850239,0.229603825
30/8/2012,-54.26841995,75.75,169.28,118.375,-149.1298403,302.2596881,141.6765968,0.205295341
31/8/2012,-33.43083995,-26,394.13,8.934,-38.66170938,532.4903402,-64.98491249,-0.416650859
4/9/2012,120.984564,29.54,564.51,89.285,-43.87440664,705.5977943,81.26554214,-0.107692649
5/9/2012,-11.45952703,-178.21,39.6,150.578,-194.9007721,119.9687512,-24.58245402,-0.085826869
6/9/2012,99.05119383,-160.96,66.15,106.327,-48.19802068,116.1653242,805.8139535,-0.270280997
7/9/2012,49.00427484,29.64,53.73,219.425,61.99586122,441.8818691,133.5106217,-0.259241951
10/9/2012,58.46121725,-25.16,131.51,-400.059,-33.51726612,1059.483109,-190.3180804,-0.058561647
11/9/2012,79.32366141,46.37,278.23,314.206,30.89783616,-195.3969,280.511041,-0.076481286
12/9/2012,83.53346559,25.72,210.54,-168.27,464.572891,118.0689019,-181.7199899,-0.002895035
13/9/2012,136.4725492,11.38,41.27,4.926,42.71505254,-834.530404,59.74762603,-0.051918074
14/9/2012,152.3109244,50.71,540.37,-213.173,-222.4524229,1400.125668,-60.71774976,-1.016782564
17/9/2012,7.396449704,61.98,136.63,-185.916,59.30277057,598.5538192,-64.03595764,0.109984871
18/9/2012,132.5618096,179.52,321.73,319.307,-121.9652126,691.3171203,-138.3333862,0.210544945
19/9/2012,126.7148393,0,199.64,39.272,115.0645784,619.2502328,-64.99763817,-0.009896838
20/9/2012,-62.66973052,68.1,89.42,16.445,135.4282587,-3662.846877,328.8362931,0.193591759
21/9/2012,-43.96984925,-128.44,-53.92,132.141,-82.2130829,1070.66847,-220.7569671,-0.25789297
24/9/2012,-71.09252483,-118.02,14.64,0,107.2453689,236.9414532,465.9718977,0.266003152
25/9/2012,31.30870382,82.23,23.84,18.825,-147.0186933,510.0760234,-7.120164455,-0.245676582
26/9/2012,-88.32086451,90.54,-103.18,311.071,425.2901393,846.6905452,-137.5643331,0.281540655
27/9/2012,62.50651109,20.47,53.65,36.593,78.77217533,-270.2423387,16.37496478,-0.263406588
28/9/2012,-9.38379731,114.81,167.83,76.595,-40.93712643,838.5120316,82.50288963,-0.095501332
1/10/2012,102.3071302,71.59,88.6,720.765,88.27830851,522.9117578,359.7427047,-0.146348109
2/10/2012,129.287874,0,167.24,309.747,-53.74054665,154.517117,-34.70368393,0.02809624
3/10/2012,-32.29503073,6.71,48.07,-227.641,-303.098234,788.3305159,102.634322,0.010233843
4/10/2012,143.8249088,70.15,-45.97,75.897,53.78744573,-1142.714482,31.07974639,-0.302758469
5/10/2012,-96.93558474,32.48,169.34,-15.804,-167.7658175,-570.66651,7.775681811,-0.122933504
9/10/2012,177.8656126,59.52,222.94,-99.148,-10.64875205,133.2224726,153.4644698,0.581784842
10/10/2012,0,-43.36,-12.68,165.847,234.7544826,917.4183581,238.2333532,0.096184565
11/10/2012,17.64583766,8.12,52.87,124.483,-113.1493388,-198.7438706,293.3331229,-0.192357375
12/10/2012,-123.1090245,30.5,50.63,50.774,172.2315105,338.7763657,678.6174853,-0.070153903
15/10/2012,-44.68460979,3.57,55.05,-21.109,-5.556268005,-511.5263583,73.71036142,-0.115882557
16/10/2012,-17.71202334,32.66,170.8,191.899,24.01682557,-374.7191798,-53.46480854,-0.140095097
17/10/2012,24.98438476,4.31,-33.42,220.289,297.276996,569.649291,-692.0147224,-0.128339798
18/10/2012,45.83810814,112.64,-7.85,-39.516,-141.7520818,-1782.941661,450.9009727,0.106559831
19/10/2012,-36.34853048,51.56,10.57,10.772,49.1786316,656.3570841,504.2819081,0.195535596
22/10/2012,19.76901467,120.09,207.9,-19.33,0,347.8400186,102.3397018,-0.046939695
23/10/2012,36.39388583,287.5,0,187.484,0,-3.370362381,-192.0381264,0.313523573
24/10/2012,6.231176654,0,129.48,-15.958,-458.2217213,144.1326049,176.5494869,0.031996548
25/10/2012,200.6862847,0,70.94,-22.938,253.5910085,417.5012337,-1398.126128,-0.162903344
26/10/2012,0,374.1,68.88,-158.095,-138.8297853,1158.932237,109.8610937,0.12371398
31/10/2012,56.10972569,-23.23,11.5,25.412,-85.32100124,191.5595544,-231.484671,0.071384025
1/11/2012,43.64996882,-52.9,27.21,-125.562,0,-1153.772731,-0.251343115,-0.098179211
2/11/2012,17.65133423,327.74,69.27,-167.476,0,0,-98.16659899,-0.058098269
5/11/2012,300.010381,24.28,-45.78,91.822,9.895963719,771.3645521,-8.652349829,0.276941239
6/11/2012,155.8279659,-65.18,166.18,-4.058,54.26945701,562.9473115,-38.21616407,-0.232191111
7/11/2012,41.54117769,-52.43,120.57,-5.896,153.9305169,-474.1076075,303.8985874,0.129131052
8/11/2012,-8.305647841,-74.13,-170.23,65.21,-7.587784549,227.371546,122.2592276,0.118978052
9/11/2012,152.5845962,156.99,126.23,-1.492,-9.748283137,452.9761837,-283.7335778,0.171296102
13/11/2012,182.6863193,0,115.9,57.323,3.818990834,581.0425822,-149.61605,0.086679541
14/11/2012,288.6812046,0,131.28,-21.889,55.26317909,-90.82803993,374.2127426,0.013903256
15/11/2012,0,-320.02,-11.35,40.269,25.66055538,-565.5692243,-52.07872079,0.118203323
16/11/2012,0,-105.99,-64.41,29.082,-63.73188082,468.7685883,-50.68740623,0.012952395
19/11/2012,118.3554817,-43.32,-75.15,69.924,26.11237016,0,74.57406201,-0.394088362
20/11/2012,116.1825726,24.97,154.36,388.68,-28.78409297,691.5243313,-163.8243538,-0.119800569
21/11/2012,75.61632484,-74.59,117.42,108.026,167.2703968,158.7443671,194.1790533,0.095040368
23/11/2012,204.1662348,-63.37,-79.95,-0.45,-4.559375863,1234.130175,-91.88882229,-0.151086765
26/11/2012,43.75,16.47,5.32,-31.658,7.252747253,221.9174397,19.94244331,0.028027125
27/11/2012,67.43438116,33.46,318.63,-69.116,9.410451197,171.9890778,52.70351315,-0.107045467
28/11/2012,0,0,-106.57,21.893,30.71246726,546.8360757,-51.68954094,0.193161479
29/11/2012,150.5086153,157.57,120.46,133.462,61.08563587,11.91747835,-66.42752841,-0.217358998
30/11/2012,51.98585985,-193.73,94.79,-22.496,-2.522124304,346.3603339,142.7043448,-0.157740183
3/12/2012,29.12419388,-152.88,205.09,-108.359,51.03298129,1346.28824,153.9858505,0.071436706
4/12/2012,202.6184539,-53.29,185.97,95.99,52.78781133,279.6545358,159.7763416,0.05135276
5/12/2012,203.2351721,-43.59,0,2.511,137.5813814,565.8837651,368.5067098,-0.139089197
6/12/2012,32.12768163,53.71,-13,180.465,-0.475560694,1128.644206,216.9167975,-0.057069991
7/12/2012,-76.22579316,154.34,107.49,-5.079,-28.76932213,-217.3842683,-367.0159696,-0.101573137
10/12/2012,25.9524551,54.24,0,63.195,24.83375785,816.421406,255.5328062,-0.129548144
11/12/2012,-68.076328,76.99,149.43,132.194,12.2528704,115.6112843,-29.52150521,-0.057863881
12/12/2012,-110.6514995,20.79,56.49,-222.336,93.43115041,0,166.3087591,-0.066081238
13/12/2012,-22.70616163,148.22,-62.98,50.88,0,-959.6153096,39.78491192,0.083905205
14/12/2012,-20.63131834,34.06,157.24,-157.272,-13.94513601,1283.331245,-106.9844754,0.015095463
17/12/2012,-236.1068151,28.07,139.63,0,-60.23649743,1082.592871,73.33011428,-0.034387427
18/12/2012,41.21162168,-36.74,128.14,-54.85,7.660310056,1075.850787,61.44253564,-0.112680679
19/12/2012,-26.82901661,43.06,190.57,63.012,58.83443342,241.6111329,-267.30101,-0.051871578
20/12/2012,42.46504402,-39.59,40.39,61.287,36.87836463,-1860.330481,-42.54277132,0.090600209
21/12/2012,82.23684211,158.72,119.72,54.213,193.0191643,1539.297925,-65.31937579,0.387822478
24/12/2012,0,141.44,5.7,5.474,0,-139.5997127,0.603810139,0.113976318
26/12/2012,-26.53331973,-13.77,13.87,0,0,354.7623248,0,-0.035819069
27/12/2012,9.248792519,-162.86,97.87,-23.264,-341.7810493,-703.3789751,0,-0.005118057
28/12/2012,-8.265316665,95.98,33.14,32.462,-2.158919115,344.6961666,-10.43024349,-0.13138347
31/12/2012,0,66.58,0,12.149,0,1313.765879,117.4424619,-0.055762093
2/1/2013,-39.36600021,39.09,37.84,278.501,-60.65370161,-1000.363972,-92.4508723,-0.573756108
3/1/2013,36.25815809,232.28,97.92,33.363,11.78382771,265.0561517,121.0643722,-0.018736369
4/1/2013,109.3175317,-82.54,205.07,-83.553,7.825925595,967.5937615,533.4117497,0.145693265
7/1/2013,-35.16028956,-149.08,175.28,93.771,-11.12282195,1205.319607,799.0901861,0.009985626
8/1/2013,-2.035209118,10.95,614.54,135.944,9.82347401,467.8413753,608.1887357,0.053274855
9/1/2013,-11.38362827,-17.51,120.96,-68.009,-64.71493253,-466.7198002,140.3434576,-0.160435882
10/1/2013,-83.1053005,-194.22,183.25,211.609,-35.98118413,-397.6454085,-204.366019,-0.304652586
11/1/2013,-154.0644638,-214.62,115.32,-58.981,127.302871,609.3406811,-401.27947,0.022688599
14/1/2013,-22.83341982,-7.5,61.16,34.891,-49.16190819,354.1506021,54.94684667,-0.11529034
15/1/2013,14.18727199,151.65,350.97,97.92,3.68056125,694.3789134,64.60692333,0.04742027
16/1/2013,15.51510137,109.84,336.22,-11.02,320.4581722,359.7106063,-8.226071809,-0.033054518
17/1/2013,37.30569948,-95.22,291.63,-22.149,-97.17099794,-814.7261583,95.94607795,-0.145125557
18/1/2013,51.89255189,228.68,277.35,-370.748,-5.799671668,-1315.621003,-330.0484394,0.142484949
22/1/2013,-21.82952183,241.75,278.43,-77.061,-109.0474507,727.3107549,301.2990329,0.085625799
23/1/2013,50.90909091,70.4,75.53,-186.521,-47.33558508,37.67934187,-44.57642814,-0.037683211
24/1/2013,0,152.08,-25.8,-46.37,36.81618643,-1211.812909,105.4010029,-0.076359947
25/1/2013,112.9182638,0,116.9,31.012,24.98531405,342.3548123,-745.1486875,0.28665543
28/1/2013,64.07648495,150.48,141.63,-129.053,-42.86067579,502.297869,611.0975805,0.324908002
29/1/2013,45.43577034,-19.56,76.86,43.821,153.5437946,443.1027837,-35.76654098,-0.344821761
30/1/2013,67.09331131,-57.98,137.6,15.481,-10.51730778,298.3726997,36.38333657,0.078051888
31/1/2013,61.57635468,129.77,-263.81,241.135,0.5682282,316.0883926,29.03977475,0.014634529
1/2/2013,9.252595867,153.36,186.27,20.928,48.8989011,-118.1575921,196.4427136,-0.163733928
4/2/2013,-5.17384106,-68.47,310.51,44.98,-125.9527859,0,-5.18707758,0.188681388
5/2/2013,162.4922376,12.36,695.9,46.662,74.78209038,377.1144554,79.43940429,-0.272759731
6/2/2013,210.3092784,14.9,200.51,39.803,-113.8168995,-1170.881223,142.494174,0.168718214
7/2/2013,46.50201509,-8.04,-111.48,-18.495,-38.74752133,-3131.541002,139.0828222,0.132560312
8/2/2013,5.177591384,-280.59,-66.4,25.739,-3.41522158,916.3166207,30.29502705,0.048600015
11/2/2013,-117.4636175,71.36,22.5,-35.124,48.25416475,1089.985965,339.9806233,0.093977164
12/2/2013,0,3.25,18.67,107.106,-457.9020165,-276.8797347,348.9415858,-0.105967181
13/2/2013,0,130.37,40,-35.728,-219.2066177,-443.6443612,87.90390468,-0.084707289
14/2/2013,28.9975145,12.09,15.08,-19.409,-26.28521834,699.7676067,-208.0673022,-0.070556472
15/2/2013,50.67218201,-14.84,43.78,-45.719,33.53020073,495.3784427,208.5263158,-0.002106929
19/2/2013,152.4358842,-57.82,317.05,145.096,31.00390123,850.3572697,263.5003211,0.010428863
20/2/2013,41.30524577,118.83,46.64,125.986,-77.36610357,79.14248592,-214.936515,-0.00031601
21/2/2013,-12.34186979,198.43,113,10.226,-21.47483312,-147.8409189,-15.09780338,0.342495078
22/2/2013,18.54331925,-157.76,198.27,65.654,-46.28793968,475.0366067,188.2095516,-0.090951202
25/2/2013,0,36.84,0,-7.93,43.65850695,606.8361932,333.8463471,-0.048344923
26/2/2013,101.9882559,54.95,288.16,100.728,-26.76441964,454.4458888,-384.4562351,0.399404834
27/2/2013,9.297520661,394.04,69.8,47.276,-26.94752418,453.4069722,444.8685541,-0.246777552
28/2/2013,106.526011,142.09,278.3,-33.53,-2.114880425,205.6199696,202.2303312,-0.083585267
1/3/2013,161.1237348,107.11,73.83,-0.551,16.92324687,214.0248207,-11.1764891,0.122728708
4/3/2013,97.79699403,35.19,-21.87,14.686,30.91088155,-5.230477712,-451.7721559,0.057795133
5/3/2013,33.00330033,98.04,43.91,123.049,3.366856392,611.9221564,444.3695831,-0.177687517
7/3/2013,-44.35275915,89.1,-153.15,39.348,-28.86439126,-266.5183154,-13.10760873,0.011869667
8/3/2013,17.55291688,-88.23,23.65,37.843,-54.13950834,1505.66226,58.01101495,-0.322557169
11/3/2013,58.7628866,76.25,155.64,60.404,49.28296857,140.7838012,382.5296841,-0.125263222
12/3/2013,0,164.05,947.09,204.019,-130.7454693,-352.7331758,-85.5505526,-0.228788577
13/3/2013,42.31602849,51.84,111.28,5.406,-67.03978139,448.0019966,127.8847659,-0.070135614
14/3/2013,7.216494845,95.19,430.5,-142.44,21.04744541,-468.1615178,-203.1011391,0.17382078
15/3/2013,-111.2713785,219.34,307.94,-2.611,0,1775.398963,31.48615404,-0.013945263
18/3/2013,-112.1976325,-0.32,43.59,87.471,-8.684084109,0,247.3915894,0.085753698
19/3/2013,112.1399177,-5.77,290.31,126.767,36.43437897,-419.4018571,-68.47136714,0.050973807
20/3/2013,-10.28383381,32.61,105.44,-101.626,-18.47757077,677.8894554,93.43825516,-0.128909466
21/3/2013,57.40645823,227.12,1.54,0,-25.745186,-889.9571134,231.9143701,-0.046388929
22/3/2013,-100.235246,-108.7,372.11,-289.471,72.15779963,-5.192192726,452.3897002,0.110917223
25/3/2013,5.135579293,-46.38,21.35,-84.851,-79.25724993,1010.211712,-85.08839591,-0.129415393
26/3/2013,-155.0626412,-135.77,18.56,-24.635,-83.50300711,-237.9451955,-175.9352695,-0.068631678
27/3/2013,-74.03598972,0,258.9,57.949,165.9754865,-59.64614973,135.5207283,0.149469907
28/3/2013,-32.85420945,0,28.62,77.722,89.69360114,0,-68.01092594,-0.069950319
29/3/2013,0,0,2,0,-4.740352208,0,33.89164979,-0.063124073
1/4/2013,59.55436903,0,1.94,0,0,976.5295303,0,0.027073159
2/4/2013,-48.25957491,-86.8,77.06,131.53,133.9854346,-318.1642787,199.0294235,-0.151428841
3/4/2013,-54.37570535,-236.05,96.6,52.072,87.38224645,325.1958679,-534.9363291,0.095582417
4/4/2013,-98.47163812,-250.4,113.21,189.669,-6.947096883,-7666.027582,58.79074951,0.150650442
5/4/2013,59.46888137,-137.43,0.77,212.407,20.04189764,2910.76267,65.20746693,-0.230137285
8/4/2013,42.04696954,-292.13,0,206.888,68.85043988,659.5408222,-101.0447243,-0.156724314
9/4/2013,-4.116073266,33.54,443.01,176.366,-8.924032301,238.0942175,54.34713477,-0.159094669
10/4/2013,18.57201816,-173.31,389.63,163.645,108.7524516,-29.52264523,214.4702018,-0.138711093
11/4/2013,290.5419328,0,-21.18,-5.62,98.53571114,545.1677462,-83.35987768,-0.150620954
12/4/2013,295.4498662,-27.72,330.39,8.607,-132.2787254,208.9798316,-315.5466752,0.07507272
15/4/2013,0,-228.67,0,-69.857,-5.566446873,25.2539273,341.152381,0.128610677
16/4/2013,0,80.32,0,91.582,-37.11729649,371.2571495,47.17035611,-0.080083001
17/4/2013,0,247.05,119.25,132.158,-184.7186322,635.8630612,255.1380586,0.184530531
18/4/2013,169.8229724,-118.58,135.65,61.078,108.7690957,-864.6612633,-341.0000317,0.107202875
19/4/2013,45.33745492,0,312.82,77.727,46.41646585,528.0088723,-157.2623211,-0.130675471
22/4/2013,79.25072046,94.59,79.56,-30.824,-36.97952591,894.6521622,22.18332272,0.24941968
23/4/2013,52.40982427,411.31,11.65,55.498,10.2785887,524.8260012,197.2619085,-0.112591492
24/4/2013,82.31299516,0,83.32,6.428,113.6174861,-188.0373541,195.1743384,0.054721304
25/4/2013,305.61844,527.31,-62.49,-93.38,145.7545167,1364.633262,177.7023008,-0.508810126
26/4/2013,136.8031269,273.77,-95.93,-10.863,83.77725937,848.3867784,250.1315048,0.09862669
29/4/2013,76.11602551,416.7,380.26,217.933,-269.3777498,-378.1483006,332.7531095,-0.23650487
30/4/2013,341.0725293,295.38,513.39,-3.001,-64.02528836,372.2069835,-316.8127036,-0.031270295
1/5/2013,54.50431921,0,0,0,0,0,0,0.210805088
2/5/2013,42.10310125,247,-40.88,80.542,123.6715309,437.6778535,-159.3147008,-0.13536749
3/5/2013,-76.0143811,437.17,-82.36,108.907,12.28601225,1221.994492,0.211951536,-0.202006035
6/5/2013,77.0336894,119.05,0,60.273,-13.09956173,-173.4118891,450.9783533,0.064105306
7/5/2013,-33.91572456,169.52,267.25,57.7,25.96207154,-336.2163509,815.4431739,-0.164191714
8/5/2013,141.8731366,120.68,-88.84,-22.992,154.3533298,151.868779,-312.6086818,-0.282621344
9/5/2013,0,168.41,-36.82,260.686,-22.21295216,1265.456689,255.4713167,-0.068472056
10/5/2013,27.72928007,11.96,50.02,-2.636,-73.80428121,235.9682912,-225.4217094,0.72558228
13/5/2013,210.4506724,-61.01,-1.81,33.86,22.05109521,428.5703695,324.1549208,0.118663653
14/5/2013,153.7357794,76.25,-60.11,28.185,107.2993057,-41.02175179,-374.4562013,-0.053242751
15/5/2013,145.6709069,41.32,274.14,-23.911,40.60043321,356.9773053,132.8295602,0.354063591
16/5/2013,65.62756358,-0.42,308.81,-157.096,88.36651224,-1280.543966,-247.822742,0.035974105
17/5/2013,-122.9886236,138.82,-222.66,-29.654,68.4800723,-80.26598548,-404.3678868,0.244683504
20/5/2013,-152.6952244,94.57,-174.5,82.292,0,1157.672195,212.1687748,-0.006668138
21/5/2013,-56.33514289,422.15,-100.59,63.142,-46.06563843,-43.5587154,-23.8286314,-0.044042044
22/5/2013,0,-118.82,-94.43,-92.016,195.6666816,672.1735422,-214.0706605,0.09631679
23/5/2013,156.3937443,-442.65,62.93,-60.351,-32.23622638,275.8370239,224.812169,0.463350307
24/5/2013,45.01739308,-25.09,0,-12.091,133.8579731,-2.787868143,-228.7905859,0.146263623
28/5/2013,46.64368282,-6.6,10.69,-51.26,45.69683844,-421.6159771,-127.0854978,0.106143846
29/5/2013,-79.55124936,-207.41,-285.15,-498.216,-281.9439946,-326.49801,77.05202841,0.360153321
30/5/2013,-30.58727569,-240.83,-456.75,144.769,15.35117821,-1979.167384,0,0.304931172
31/5/2013,-172.1170396,-317.37,-136.79,-62.655,34.1175464,444.3058441,-205.9154159,0.142115607
3/6/2013,-131.5252855,-363.21,-68.97,47.187,12.66983373,-96.07927786,155.8312579,-0.027406439
4/6/2013,-136.7088608,-81.83,390.75,401.644,-36.63403971,139.8448569,-325.6752168,-0.167623998
5/6/2013,-25.52322614,-261.57,-29.96,118.678,-5.894107183,674.9799712,-206.4574293,0.164080412
