,period,variable,value
3155,2011-08-12,Medium Term,1.892994915
3156,2011-08-15,Medium Term,1.838197956
3157,2011-08-16,Medium Term,1.840153476
3158,2011-08-17,Medium Term,1.846543502
3159,2011-08-18,Medium Term,1.836698448
3160,2011-08-19,Medium Term,1.783561102
3161,2011-08-22,Medium Term,1.814629349
3162,2011-08-23,Medium Term,1.675076465
3163,2011-08-24,Medium Term,1.679001241
3164,2011-08-25,Medium Term,1.608765721
3165,2011-08-26,Medium Term,1.789954218
3166,2011-08-29,Medium Term,1.891161761
3167,2011-08-30,Medium Term,1.847773969
3168,2011-08-31,Medium Term,1.917080534
3169,2011-09-01,Medium Term,1.950872206
3170,2011-09-02,Medium Term,1.911898403
3171,2011-09-06,Medium Term,2.042925112
3172,2011-09-07,Medium Term,2.017705011
3173,2011-09-08,Medium Term,2.054701207
3174,2011-09-09,Medium Term,2.017667558
3175,2011-09-12,Medium Term,1.97968303
3176,2011-09-13,Medium Term,1.922237104
3177,2011-09-14,Medium Term,2.055388441
3178,2011-09-15,Medium Term,2.210110227
3179,2011-09-16,Medium Term,2.243658111
3180,2011-09-19,Medium Term,2.09746305
3181,2011-09-20,Medium Term,2.070066453
3182,2011-09-21,Medium Term,2.05963008
3183,2011-09-22,Medium Term,2.291718134
3184,2011-09-23,Medium Term,2.473164787
3185,2011-09-26,Medium Term,2.487722633
3186,2011-09-27,Medium Term,2.466483704
3187,2011-09-28,Medium Term,2.466758077
3188,2011-09-29,Medium Term,2.406693069
3189,2011-09-30,Medium Term,2.290707051
3190,2011-10-03,Medium Term,2.275036155
3191,2011-10-04,Medium Term,2.300281208
3192,2011-10-05,Medium Term,2.336664164
3193,2011-10-06,Medium Term,2.4512771
3194,2011-10-07,Medium Term,2.510628344
3195,2011-10-11,Medium Term,2.497450036
3196,2011-10-12,Medium Term,2.510376573
3197,2011-10-13,Medium Term,2.482627233
3198,2011-10-14,Medium Term,2.57097827
3199,2011-10-17,Medium Term,2.581318201
3200,2011-10-18,Medium Term,2.503334754
3201,2011-10-19,Medium Term,2.533039784
3202,2011-10-20,Medium Term,2.440749695
3203,2011-10-21,Medium Term,2.560827699
3204,2011-10-24,Medium Term,2.544753559
3205,2011-10-25,Medium Term,2.490546173
3206,2011-10-26,Medium Term,2.476414894
3207,2011-10-27,Medium Term,2.433770218
3208,2011-10-28,Medium Term,2.679960411
3209,2011-10-31,Medium Term,2.572287714
3210,2011-11-01,Medium Term,2.846706457
3211,2011-11-02,Medium Term,2.821680134
3212,2011-11-03,Medium Term,2.859559829
3213,2011-11-04,Medium Term,2.901890637
3214,2011-11-07,Medium Term,2.937844571
3215,2011-11-08,Medium Term,2.873689284
3216,2011-11-09,Medium Term,2.934445681
3217,2011-11-10,Medium Term,2.856975507
3218,2011-11-14,Medium Term,2.83563355
3219,2011-11-15,Medium Term,2.803991768
3220,2011-11-16,Medium Term,2.755871884
3221,2011-11-17,Medium Term,2.903817431
3222,2011-11-18,Medium Term,2.685114427
3223,2011-11-21,Medium Term,2.74511785
3224,2011-11-22,Medium Term,2.713351121
3225,2011-11-23,Medium Term,2.968334641
3226,2011-11-25,Medium Term,2.90664117
3227,2011-11-28,Medium Term,2.660308405
3228,2011-11-29,Medium Term,2.663211722
3229,2011-11-30,Medium Term,2.875320663
3230,2011-12-01,Medium Term,2.889692838
3231,2011-12-02,Medium Term,2.990514517
3232,2011-12-05,Medium Term,3.360920199
3233,2011-12-06,Medium Term,3.201533063
3234,2011-12-07,Medium Term,3.402940343
3235,2011-12-08,Medium Term,3.870727879
3236,2011-12-09,Medium Term,3.396845326
3237,2011-12-12,Medium Term,3.007279219
3238,2011-12-13,Medium Term,3.280584998
3239,2011-12-14,Medium Term,2.877864615
3240,2011-12-15,Medium Term,2.512264203
3241,2011-12-16,Medium Term,2.809509669
3242,2011-12-19,Medium Term,2.880392219
3243,2011-12-20,Medium Term,2.821784261
3244,2011-12-21,Medium Term,2.779443533
3245,2011-12-22,Medium Term,2.77087391
3246,2011-12-23,Medium Term,2.89062479
3247,2011-12-27,Medium Term,2.818406459
3248,2011-12-28,Medium Term,2.829879948
3249,2011-12-29,Medium Term,2.830011245
3250,2011-12-30,Medium Term,2.818378817
3251,2012-01-03,Medium Term,2.90590576
3252,2012-01-04,Medium Term,2.787580899
3253,2012-01-05,Medium Term,2.727732687
3254,2012-01-06,Medium Term,2.871379816
3255,2012-01-09,Medium Term,2.720424469
3256,2012-01-10,Medium Term,2.768892061
3257,2012-01-11,Medium Term,2.814418895
3258,2012-01-12,Medium Term,2.899905813
3259,2012-01-13,Medium Term,3.083450106
3260,2012-01-17,Medium Term,2.903541086
3261,2012-01-18,Medium Term,2.696547665
3262,2012-01-19,Medium Term,2.632768256
3263,2012-01-20,Medium Term,2.628866308
3264,2012-01-23,Medium Term,2.660382108
3265,2012-01-24,Medium Term,2.692293996
3266,2012-01-25,Medium Term,2.674298305
3267,2012-01-26,Medium Term,2.695654039
3268,2012-01-27,Medium Term,2.829194175
3269,2012-01-30,Medium Term,2.953274249
3270,2012-01-31,Medium Term,2.789618877
3271,2012-02-01,Medium Term,2.98413803
3272,2012-02-02,Medium Term,3.011121858
3273,2012-02-03,Medium Term,3.083319221
3274,2012-02-06,Medium Term,3.520528991
3275,2012-02-07,Medium Term,3.472014461
3276,2012-02-08,Medium Term,2.908145729
3277,2012-02-09,Medium Term,2.840366958
3278,2012-02-10,Medium Term,2.813812348
3279,2012-02-13,Medium Term,2.719231121
3280,2012-02-14,Medium Term,2.887377752
3281,2012-02-15,Medium Term,2.446047725
3282,2012-02-16,Medium Term,2.077233501
3283,2012-02-17,Medium Term,1.990901339
3284,2012-02-21,Medium Term,1.913204357
3285,2012-02-22,Medium Term,1.834624459
3286,2012-02-23,Medium Term,1.915285414
3287,2012-02-24,Medium Term,1.962600929
3288,2012-02-27,Medium Term,1.95095949
3289,2012-02-28,Medium Term,2.068739163
3290,2012-02-29,Medium Term,2.117740208
3291,2012-03-01,Medium Term,2.267166733
3292,2012-03-02,Medium Term,2.308565449
3293,2012-03-05,Medium Term,2.316565221
3294,2012-03-06,Medium Term,2.371335781
3295,2012-03-07,Medium Term,2.409820243
3296,2012-03-08,Medium Term,2.641804152
3297,2012-03-09,Medium Term,2.496192653
3298,2012-03-12,Medium Term,2.882529173
3299,2012-03-13,Medium Term,2.520395489
3300,2012-03-14,Medium Term,2.423449094
3301,2012-03-15,Medium Term,2.466086734
3302,2012-03-16,Medium Term,2.361391127
3303,2012-03-19,Medium Term,2.357351098
3304,2012-03-20,Medium Term,2.287144356
3305,2012-03-21,Medium Term,2.314646465
3306,2012-03-22,Medium Term,2.404554594
3307,2012-03-23,Medium Term,2.384700408
3308,2012-03-26,Medium Term,2.291620984
3309,2012-03-27,Medium Term,2.264964439
3310,2012-03-28,Medium Term,2.334020251
3311,2012-03-29,Medium Term,2.386333074
3312,2012-03-30,Medium Term,2.274624319
3313,2012-04-02,Medium Term,2.384016786
3314,2012-04-03,Medium Term,2.437660071
3315,2012-04-04,Medium Term,2.486592323
3316,2012-04-05,Medium Term,2.462177556
3317,2012-04-06,Medium Term,2.330986257
3318,2012-04-09,Medium Term,2.312495818
3319,2012-04-10,Medium Term,2.210737846
3320,2012-04-11,Medium Term,2.300932854
3321,2012-04-12,Medium Term,2.180910317
3322,2012-04-13,Medium Term,2.191357795
3323,2012-04-16,Medium Term,2.261648723
3324,2012-04-17,Medium Term,2.046485879
3325,2012-04-18,Medium Term,2.117883624
3326,2012-04-19,Medium Term,1.85101866
3327,2012-04-20,Medium Term,1.824825353
3328,2012-04-23,Medium Term,1.728117887
3329,2012-04-24,Medium Term,1.776560105
3330,2012-04-25,Medium Term,1.771366698
3331,2012-04-26,Medium Term,1.976099217
3332,2012-04-27,Medium Term,1.791948051
3333,2012-04-30,Medium Term,1.933121443
3334,2012-05-01,Medium Term,1.981588071
3335,2012-05-02,Medium Term,1.950242723
3336,2012-05-03,Medium Term,1.998179043
3337,2012-05-04,Medium Term,1.921000769
3338,2012-05-07,Medium Term,1.7837959
3339,2012-05-08,Medium Term,1.421861869
3340,2012-05-09,Medium Term,1.497789806
3341,2012-05-10,Medium Term,1.636520639
3342,2012-05-11,Medium Term,1.474712654
3343,2012-05-14,Medium Term,1.485951808
3344,2012-05-15,Medium Term,1.483116844
3345,2012-05-16,Medium Term,1.55887674
3346,2012-05-17,Medium Term,1.574196151
3347,2012-05-18,Medium Term,1.516680375
3348,2012-05-21,Medium Term,1.5102176
3349,2012-05-22,Medium Term,1.454831013
3350,2012-05-23,Medium Term,1.605161712
3351,2012-05-24,Medium Term,1.836773396
3352,2012-05-25,Medium Term,1.896920047
3353,2012-05-29,Medium Term,1.869742623
3354,2012-05-30,Medium Term,1.721436455
3355,2012-05-31,Medium Term,1.920013385
3356,2012-06-01,Medium Term,1.829384692
3357,2012-06-04,Medium Term,1.57390951
3358,2012-06-05,Medium Term,1.768004031
3359,2012-06-06,Medium Term,1.8263505
3360,2012-06-07,Medium Term,1.909610073
3361,2012-06-08,Medium Term,1.823091729
3362,2012-06-11,Medium Term,1.87762936
3363,2012-06-12,Medium Term,1.838247943
3364,2012-06-13,Medium Term,1.787198669
3365,2012-06-14,Medium Term,1.895882055
3366,2012-06-15,Medium Term,1.887598843
3367,2012-06-18,Medium Term,1.878984923
3368,2012-06-19,Medium Term,2.005325621
3369,2012-06-20,Medium Term,2.028641535
3370,2012-06-21,Medium Term,1.950863061
3371,2012-06-22,Medium Term,1.975845164
3372,2012-06-25,Medium Term,2.012892218
3373,2012-06-26,Medium Term,1.9247609
3374,2012-06-27,Medium Term,1.978849664
3375,2012-06-28,Medium Term,1.843815947
3376,2012-06-29,Medium Term,1.827076808
3377,2012-07-02,Medium Term,2.146156999
3378,2012-07-03,Medium Term,2.271598843
3379,2012-07-05,Medium Term,2.407336068
3380,2012-07-06,Medium Term,2.10751971
3381,2012-07-09,Medium Term,2.199795486
3382,2012-07-10,Medium Term,2.189654995
3383,2012-07-11,Medium Term,2.212141086
3384,2012-07-12,Medium Term,2.244943581
3385,2012-07-13,Medium Term,2.192005226
3386,2012-07-16,Medium Term,1.925712386
3387,2012-07-17,Medium Term,1.690399068
3388,2012-07-18,Medium Term,1.682267049
3389,2012-07-19,Medium Term,1.833028381
3390,2012-07-20,Medium Term,2.071086584
3391,2012-07-23,Medium Term,1.933888404
3392,2012-07-24,Medium Term,2.137162887
3393,2012-07-25,Medium Term,1.872127405
3394,2012-07-26,Medium Term,1.926275764
3395,2012-07-27,Medium Term,1.91048379
3396,2012-07-30,Medium Term,1.979193582
3397,2012-07-31,Medium Term,1.965501585
3398,2012-08-01,Medium Term,2.052637027
3399,2012-08-02,Medium Term,1.955044278
3400,2012-08-03,Medium Term,1.970951458
3401,2012-08-06,Medium Term,1.977924915
3402,2012-08-07,Medium Term,1.969623495
3403,2012-08-08,Medium Term,1.969423309
3404,2012-08-09,Medium Term,2.086595666
3405,2012-08-10,Medium Term,2.161024306
3406,2012-08-13,Medium Term,2.223094074
3407,2012-08-14,Medium Term,2.078843663
3408,2012-08-15,Medium Term,1.98746644
3409,2012-08-16,Medium Term,1.928912261
3410,2012-08-17,Medium Term,1.999160529
3411,2012-08-20,Medium Term,1.964045175
3412,2012-08-21,Medium Term,2.029581664
3413,2012-08-22,Medium Term,2.114134474
3414,2012-08-23,Medium Term,2.211953861
3415,2012-08-24,Medium Term,2.357076969
3416,2012-08-27,Medium Term,2.268428664
3417,2012-08-28,Medium Term,2.228218325
3418,2012-08-29,Medium Term,2.295673597
3419,2012-08-30,Medium Term,2.256657451
3420,2012-08-31,Medium Term,2.332989562
3421,2012-09-04,Medium Term,2.433074162
3422,2012-09-05,Medium Term,2.36145449
3423,2012-09-06,Medium Term,2.390081554
3424,2012-09-07,Medium Term,2.864781293
3425,2012-09-10,Medium Term,2.981052136
3426,2012-09-11,Medium Term,2.817031963
3427,2012-09-12,Medium Term,2.839660122
3428,2012-09-13,Medium Term,3.067589617
3429,2012-09-14,Medium Term,2.646360348
3430,2012-09-17,Medium Term,2.601715673
3431,2012-09-18,Medium Term,2.493358437
3432,2012-09-19,Medium Term,2.595837202
3433,2012-09-20,Medium Term,2.354111092
3434,2012-09-21,Medium Term,2.214303792
3435,2012-09-24,Medium Term,2.23651929
3436,2012-09-25,Medium Term,2.308197917
3437,2012-09-26,Medium Term,2.372307197
3438,2012-09-27,Medium Term,2.543047784
3439,2012-09-28,Medium Term,2.64845191
3440,2012-10-01,Medium Term,2.936691049
3441,2012-10-02,Medium Term,3.139505353
3442,2012-10-03,Medium Term,3.08912976
3443,2012-10-04,Medium Term,2.939200208
3444,2012-10-05,Medium Term,2.950423271
3445,2012-10-09,Medium Term,3.070321136
3446,2012-10-10,Medium Term,2.921956302
3447,2012-10-11,Medium Term,2.801308824
3448,2012-10-12,Medium Term,2.875894464
3449,2012-10-15,Medium Term,2.831015424
3450,2012-10-16,Medium Term,2.787154131
3451,2012-10-17,Medium Term,2.804000275
3452,2012-10-18,Medium Term,2.828263026
3453,2012-10-19,Medium Term,2.695745046
3454,2012-10-22,Medium Term,2.903523577
3455,2012-10-23,Medium Term,2.945824142
3456,2012-10-24,Medium Term,2.867328534
3457,2012-10-25,Medium Term,2.821591741
3458,2012-10-26,Medium Term,2.248727868
3459,2012-10-31,Medium Term,2.291469515
3460,2012-11-01,Medium Term,2.547128184
3461,2012-11-02,Medium Term,2.591292383
3462,2012-11-05,Medium Term,2.726186262
3463,2012-11-06,Medium Term,2.391830442
3464,2012-11-07,Medium Term,2.322497613
3465,2012-11-08,Medium Term,2.362728765
3466,2012-11-09,Medium Term,2.239963844
3467,2012-11-13,Medium Term,2.285663034
3468,2012-11-14,Medium Term,2.364668197
3469,2012-11-15,Medium Term,2.329368277
3470,2012-11-16,Medium Term,2.305594668
3471,2012-11-19,Medium Term,2.253588778
3472,2012-11-20,Medium Term,2.005746851
3473,2012-11-21,Medium Term,2.258073825
3474,2012-11-23,Medium Term,2.248303926
3475,2012-11-26,Medium Term,2.238481645
3476,2012-11-27,Medium Term,2.053203853
3477,2012-11-28,Medium Term,1.868921508
3478,2012-11-29,Medium Term,1.999936103
3479,2012-11-30,Medium Term,2.012082275
3480,2012-12-03,Medium Term,2.054512957
3481,2012-12-04,Medium Term,2.031836987
3482,2012-12-05,Medium Term,2.090549522
3483,2012-12-06,Medium Term,1.97210171
3484,2012-12-07,Medium Term,1.904423543
3485,2012-12-10,Medium Term,1.845217615
3486,2012-12-11,Medium Term,1.852029383
3487,2012-12-12,Medium Term,1.798302076
3488,2012-12-13,Medium Term,1.727382655
3489,2012-12-14,Medium Term,1.71206455
3490,2012-12-17,Medium Term,1.843769345
3491,2012-12-18,Medium Term,1.644214407
3492,2012-12-19,Medium Term,1.536077296
3493,2012-12-20,Medium Term,1.618110674
3494,2012-12-21,Medium Term,1.646235438
3495,2012-12-24,Medium Term,1.58068451
3496,2012-12-26,Medium Term,1.511013914
3497,2012-12-27,Medium Term,1.430647628
3498,2012-12-28,Medium Term,1.373058692
3499,2012-12-31,Medium Term,1.358392631
3500,2013-01-02,Medium Term,1.251895001
3501,2013-01-03,Medium Term,1.25664035
3502,2013-01-04,Medium Term,1.156770757
3503,2013-01-07,Medium Term,1.267171805
3504,2013-01-08,Medium Term,1.586589342
3505,2013-01-09,Medium Term,1.285759911
3506,2013-01-10,Medium Term,1.386608576
3507,2013-01-11,Medium Term,1.386847691
3508,2013-01-14,Medium Term,1.383324784
3509,2013-01-15,Medium Term,1.467334446
3510,2013-01-16,Medium Term,1.520937348
3511,2013-01-17,Medium Term,1.600564924
3512,2013-01-18,Medium Term,1.492812205
3513,2013-01-22,Medium Term,1.483236534
3514,2013-01-23,Medium Term,1.619220631
3515,2013-01-24,Medium Term,1.637193018
3516,2013-01-25,Medium Term,1.723502658
3517,2013-01-28,Medium Term,1.726247827
3518,2013-01-29,Medium Term,1.684082898
3519,2013-01-30,Medium Term,1.698744514
3520,2013-01-31,Medium Term,1.6511057
3521,2013-02-01,Medium Term,1.504722124
3522,2013-02-04,Medium Term,1.566529016
3523,2013-02-05,Medium Term,1.81565103
3524,2013-02-06,Medium Term,1.889278363
3525,2013-02-07,Medium Term,2.035654324
3526,2013-02-08,Medium Term,2.190396133
3527,2013-02-11,Medium Term,2.196537822
3528,2013-02-12,Medium Term,2.237388958
3529,2013-02-13,Medium Term,2.21885355
3530,2013-02-14,Medium Term,2.277085764
3531,2013-02-15,Medium Term,2.332019697
3532,2013-02-19,Medium Term,2.425832757
3533,2013-02-20,Medium Term,2.240457421
3534,2013-02-21,Medium Term,2.249496725
3535,2013-02-22,Medium Term,2.012784937
3536,2013-02-25,Medium Term,2.048656519
3537,2013-02-26,Medium Term,1.97609757
3538,2013-02-27,Medium Term,2.164624226
3539,2013-02-28,Medium Term,2.235698312
3540,2013-03-01,Medium Term,2.377954342
3541,2013-03-04,Medium Term,2.438319149
3542,2013-03-05,Medium Term,2.488806691
3543,2013-03-07,Medium Term,2.46862732
3544,2013-03-08,Medium Term,2.62018605
3545,2013-03-11,Medium Term,2.566241157
3546,2013-03-12,Medium Term,2.278355589
3547,2013-03-13,Medium Term,2.105937898
3548,2013-03-14,Medium Term,2.320582056
3549,2013-03-15,Medium Term,2.420702061
3550,2013-03-18,Medium Term,2.08504562
3551,2013-03-19,Medium Term,1.925786449
3552,2013-03-20,Medium Term,2.034842835
3553,2013-03-21,Medium Term,2.102477352
3554,2013-03-22,Medium Term,2.11910048
3555,2013-03-25,Medium Term,1.938922389
3556,2013-03-26,Medium Term,2.096051238
3557,2013-03-27,Medium Term,2.129756236
3558,2013-03-28,Medium Term,2.156199033
3559,2013-03-29,Medium Term,2.158045933
3560,2013-04-01,Medium Term,2.398603948
3561,2013-04-02,Medium Term,2.395127803
3562,2013-04-03,Medium Term,2.545741307
3563,2013-04-04,Medium Term,2.936902815
3564,2013-04-05,Medium Term,2.497856073
3565,2013-04-08,Medium Term,2.698805197
3566,2013-04-09,Medium Term,2.433506168
3567,2013-04-10,Medium Term,2.605674653
3568,2013-04-11,Medium Term,2.729205475
3569,2013-04-12,Medium Term,2.743200489
3570,2013-04-15,Medium Term,2.469420303
3571,2013-04-16,Medium Term,2.321466416
3572,2013-04-17,Medium Term,2.407143647
3573,2013-04-18,Medium Term,2.281950965
3574,2013-04-19,Medium Term,2.363680504
3575,2013-04-22,Medium Term,2.341841792
3576,2013-04-23,Medium Term,2.479871115
3577,2013-04-24,Medium Term,2.392777372
3578,2013-04-25,Medium Term,2.572930223
3579,2013-04-26,Medium Term,2.921540174
3580,2013-04-29,Medium Term,2.704553738
3581,2013-04-30,Medium Term,2.970009928
3582,2013-05-01,Medium Term,2.707885413
3583,2013-05-02,Medium Term,2.684468532
3584,2013-05-03,Medium Term,2.817497665
3585,2013-05-06,Medium Term,2.916945486
3586,2013-05-07,Medium Term,2.899101475
3587,2013-05-08,Medium Term,2.70817248
3588,2013-05-09,Medium Term,2.668192405
3589,2013-05-10,Medium Term,2.585343011
3590,2013-05-13,Medium Term,2.577571995
3591,2013-05-14,Medium Term,2.56726596
3592,2013-05-15,Medium Term,2.499350069
3593,2013-05-16,Medium Term,2.510254958
3594,2013-05-17,Medium Term,2.653468158
3595,2013-05-20,Medium Term,2.618410498
3596,2013-05-21,Medium Term,2.7101431
3597,2013-05-22,Medium Term,2.724082291
3598,2013-05-23,Medium Term,2.660808356
3599,2013-05-24,Medium Term,2.648614211
3600,2013-05-28,Medium Term,2.524117754
3601,2013-05-29,Medium Term,2.648977776
3602,2013-05-30,Medium Term,2.592487936
3603,2013-05-31,Medium Term,3.137941562
3604,2013-06-03,Medium Term,3.296366069
3605,2013-06-04,Medium Term,3.611186357
3606,2013-06-05,Medium Term,3.694103382
3607,2013-06-06,Medium Term,3.39088255
3608,2013-06-07,Medium Term,3.408574288
3609,2013-06-10,Medium Term,4.047183737
3610,2013-06-11,Medium Term,3.663361781
3611,2013-06-12,Medium Term,4.209629207
3612,2013-06-13,Medium Term,4.042682508
3613,2013-06-14,Medium Term,4.200990242
3614,2013-06-17,Medium Term,4.18712502
3615,2013-06-18,Medium Term,4.195978742
3616,2013-06-19,Medium Term,4.325124463
3617,2013-06-20,Medium Term,5.041137051
3618,2013-06-21,Medium Term,4.090284127
3619,2013-06-24,Medium Term,3.867588656
3620,2013-06-25,Medium Term,4.130087276
3621,2013-06-26,Medium Term,4.209619015
3622,2013-06-27,Medium Term,4.256076984
3623,2013-06-28,Medium Term,4.486494249
3624,2013-07-01,Medium Term,4.479069871
3625,2013-07-02,Medium Term,4.651726592
3626,2013-07-03,Medium Term,4.606593605
3627,2013-07-05,Medium Term,4.458422738
3628,2013-07-08,Medium Term,4.56004758
3629,2013-07-09,Medium Term,4.71101054
3630,2013-07-10,Medium Term,4.803288994
3631,2013-07-11,Medium Term,4.887880318
3632,2013-07-12,Medium Term,4.954217116
3633,2013-07-15,Medium Term,4.952487162
3634,2013-07-16,Medium Term,4.966686623
3635,2013-07-17,Medium Term,4.932256482
3636,2013-07-18,Medium Term,4.8927582
3637,2013-07-19,Medium Term,4.891454282
3638,2013-07-22,Medium Term,4.885076331
3639,2013-07-23,Medium Term,4.963870232
3640,2013-07-24,Medium Term,5.091698226
3641,2013-07-25,Medium Term,5.210020437
3642,2013-07-26,Medium Term,4.812249026
3643,2013-07-29,Medium Term,4.998419764
3644,2013-07-30,Medium Term,4.618170502
3645,2013-07-31,Medium Term,4.641700285
3646,2013-08-01,Medium Term,4.381670564
3647,2013-08-02,Medium Term,4.480901835
3648,2013-08-05,Medium Term,4.554810999
3649,2013-08-06,Medium Term,4.613499833
3650,2013-08-07,Medium Term,4.647730254
3651,2013-08-08,Medium Term,4.495405326
3652,2013-08-09,Medium Term,4.439894063
3653,2013-08-12,Medium Term,4.490021314
3654,2013-08-13,Medium Term,4.521224727
3655,2013-08-14,Medium Term,4.550509367
3656,2013-08-15,Medium Term,4.573058012
3657,2013-08-16,Medium Term,4.593405489
3658,2013-08-19,Medium Term,4.746616017
3659,2013-08-20,Medium Term,4.458951553
3660,2013-08-21,Medium Term,4.639184634
3661,2013-08-22,Medium Term,4.446023685
3662,2013-08-23,Medium Term,4.606183709
3663,2013-08-26,Medium Term,3.874412296
3664,2013-08-27,Medium Term,3.498768157
3665,2013-08-28,Medium Term,3.364595345
3666,2013-08-29,Medium Term,3.435417009
3667,2013-08-30,Medium Term,3.227794149
3668,2013-09-03,Medium Term,3.118781324
3669,2013-09-04,Medium Term,3.085105068
3670,2013-09-05,Medium Term,3.009453741
3671,2013-09-06,Medium Term,2.953108932
3672,2013-09-09,Medium Term,2.884384707
3673,2013-09-10,Medium Term,2.870695877
3674,2013-09-11,Medium Term,2.840360578
3675,2013-09-12,Medium Term,2.987319108
3676,2013-09-13,Medium Term,2.760002885
3677,2013-09-16,Medium Term,2.494920477
3678,2013-09-17,Medium Term,2.476883522
3679,2013-09-18,Medium Term,2.72186682
3680,2013-09-19,Medium Term,2.955812529
3681,2013-09-20,Medium Term,3.276416169
3682,2013-09-23,Medium Term,3.120355217
3683,2013-09-24,Medium Term,2.982832973
3684,2013-09-25,Medium Term,2.960376311
3685,2013-09-26,Medium Term,3.219926413
3686,2013-09-27,Medium Term,3.375274045
3687,2013-09-30,Medium Term,2.947386158
3688,2013-10-01,Medium Term,2.792736184
3689,2013-10-02,Medium Term,2.889295415
3690,2013-10-03,Medium Term,2.761418745
3691,2013-10-04,Medium Term,2.762103455
3692,2013-10-07,Medium Term,2.629523618
3693,2013-10-08,Medium Term,2.869379756
3694,2013-10-09,Medium Term,2.89464004
3695,2013-10-10,Medium Term,2.9392265
3696,2013-10-11,Medium Term,3.144255998
3697,2013-10-15,Medium Term,3.182953041
3698,2013-10-16,Medium Term,3.160869703
3699,2013-10-17,Medium Term,2.875813856
3700,2013-10-18,Medium Term,3.166799416
3701,2013-10-21,Medium Term,2.712271561
3702,2013-10-22,Medium Term,2.71134086
3703,2013-10-23,Medium Term,2.737906532
3704,2013-10-24,Medium Term,2.956229825
3705,2013-10-25,Medium Term,2.908697819
3706,2013-10-28,Medium Term,2.751228237
3707,2013-10-29,Medium Term,2.450172806
3708,2013-10-30,Medium Term,2.514271806
3709,2013-10-31,Medium Term,2.407212384
3710,2013-11-01,Medium Term,2.4520858
3711,2013-11-04,Medium Term,2.68597164
3712,2013-11-05,Medium Term,3.038864891
3713,2013-11-06,Medium Term,3.164631718
3714,2013-11-07,Medium Term,2.86616675
3715,2013-11-08,Medium Term,2.66172898
3716,2013-11-12,Medium Term,2.601747619
3717,2013-11-13,Medium Term,2.70879153
3718,2013-11-14,Medium Term,2.728368198
3719,2013-11-15,Medium Term,2.551428759
3720,2013-11-18,Medium Term,2.434134408
3721,2013-11-19,Medium Term,2.528066784
3722,2013-11-20,Medium Term,2.480120739
3723,2013-11-21,Medium Term,2.488282748
3724,2013-11-22,Medium Term,2.543737358
3725,2013-11-25,Medium Term,2.854840811
3726,2013-11-26,Medium Term,2.996244268
3727,2013-11-27,Medium Term,3.040733175
3728,2013-11-29,Medium Term,3.056756384
3729,2013-12-02,Medium Term,3.128235325
3730,2013-12-03,Medium Term,3.213725068
3731,2013-12-04,Medium Term,3.065680419
3732,2013-12-05,Medium Term,2.986020156
3733,2013-12-06,Medium Term,2.88605924
3734,2013-12-09,Medium Term,2.977131269
3735,2013-12-11,Medium Term,2.978023011
3736,2013-12-12,Medium Term,2.970888532
3737,2013-12-13,Medium Term,2.892653508
3738,2013-12-16,Medium Term,2.90010328
3739,2013-12-17,Medium Term,2.853314523
3740,2013-12-18,Medium Term,2.836964131
3741,2013-12-19,Medium Term,2.724389845
3742,2013-12-20,Medium Term,2.702469945
3743,2013-12-23,Medium Term,2.865949579
3744,2013-12-24,Medium Term,3.09144619
3745,2013-12-26,Medium Term,3.062927517
3746,2013-12-27,Medium Term,3.051857555
3747,2013-12-30,Medium Term,3.052892462
3748,2013-12-31,Medium Term,3.047398756
3749,2014-01-02,Medium Term,3.14834113
3750,2014-01-03,Medium Term,3.362984252
3751,2014-01-06,Medium Term,3.084998209
3752,2014-01-07,Medium Term,3.231352444
3753,2014-01-08,Medium Term,3.322475303
3754,2014-01-09,Medium Term,3.725362813
3755,2014-01-10,Medium Term,4.088422179
3756,2014-01-13,Medium Term,4.347591092
3757,2014-01-14,Medium Term,3.820704141
3758,2014-01-15,Medium Term,3.88666208
3759,2014-01-16,Medium Term,3.865308671
3760,2014-01-17,Medium Term,3.921763818
3761,2014-01-21,Medium Term,3.935960968
3762,2014-01-22,Medium Term,3.800767586
3763,2014-01-23,Medium Term,3.904202572
3764,2014-01-24,Medium Term,4.219438772
3765,2014-01-27,Medium Term,4.26918164
3766,2014-01-28,Medium Term,3.599916815
3767,2014-01-29,Medium Term,3.961674441
3768,2014-01-30,Medium Term,3.793447388
3769,2014-01-31,Medium Term,3.523627656
3770,2014-02-03,Medium Term,3.619292416
3771,2014-02-04,Medium Term,3.483276793
3772,2014-02-05,Medium Term,3.442629126
3773,2014-02-06,Medium Term,3.283461131
3774,2014-02-07,Medium Term,3.354772951
3775,2014-02-10,Medium Term,3.474922633
3776,2014-02-11,Medium Term,3.411779452
3777,2014-02-12,Medium Term,3.317545869
3778,2014-02-14,Medium Term,3.048069149
3779,2014-02-18,Medium Term,2.713516785
3780,2014-02-19,Medium Term,2.693494454
3781,2014-02-20,Medium Term,2.670611645
3782,2014-02-24,Medium Term,2.6373239
3783,2014-02-25,Medium Term,2.919813867
3784,2014-02-26,Medium Term,3.179947057
3785,2014-02-27,Medium Term,2.747336907
3786,2014-02-28,Medium Term,2.904932875
3787,2014-03-04,Medium Term,2.850171057
3788,2014-03-05,Medium Term,2.892166416
3789,2014-03-06,Medium Term,3.073700963
3790,2014-03-07,Medium Term,3.300159958
