,period,variable,value
9819,2015-01-12,Total,17.20603809
9820,2015-01-13,Total,17.02696269
9821,2015-01-14,Total,10.84041845
9822,2015-01-15,Total,9.327720066
9823,2015-01-16,Total,8.847507079
9824,2015-01-20,Total,9.387673452
9825,2015-01-21,Total,9.447811874
9826,2015-01-22,Total,9.357635393
9827,2015-01-23,Total,9.760280651
9828,2015-01-26,Total,10.23893892
9829,2015-01-27,Total,10.41646434
9830,2015-01-28,Total,10.67326649
9831,2015-01-29,Total,11.47311289
9832,2015-01-30,Total,11.57707616
9833,2015-02-02,Total,11.66912269
9834,2015-02-03,Total,11.88571643
9835,2015-02-04,Total,12.04580008
9836,2015-02-05,Total,11.96848168
9837,2015-02-06,Total,12.28033759
9838,2015-02-09,Total,12.68751927
9839,2015-02-10,Total,12.73911277
9840,2015-02-11,Total,12.58173474
9841,2015-02-12,Total,13.26178167
9842,2015-02-13,Total,13.5146453
9843,2015-02-18,Total,13.14499345
9844,2015-02-19,Total,13.68512405
9845,2015-02-20,Total,13.55558895
9846,2015-02-23,Total,13.12873262
9847,2015-02-24,Total,13.47653506
9848,2015-02-25,Total,14.40943758
9849,2015-02-26,Total,14.01437228
9850,2015-02-27,Total,13.34310304
9851,2015-03-02,Total,13.13873106
9852,2015-03-03,Total,13.69151826
9853,2015-03-04,Total,13.8401157
9854,2015-03-06,Total,14.0219628
9855,2015-03-09,Total,14.2292548
9856,2015-03-10,Total,14.90490732
9857,2015-03-11,Total,14.36746074
9858,2015-03-12,Total,14.92622301
9859,2015-03-13,Total,14.98891691
9860,2015-03-16,Total,14.07796637
9861,2015-03-17,Total,15.05909647
9862,2015-03-18,Total,15.01926683
9863,2015-03-19,Total,14.97420076
9864,2015-03-20,Total,13.80463541
9865,2015-03-23,Total,13.94567788
9866,2015-03-24,Total,14.05899279
9867,2015-03-25,Total,14.202401
9868,2015-03-26,Total,14.38665555
9869,2015-03-27,Total,14.93369465
9870,2015-03-30,Total,15.29320385
9871,2015-03-31,Total,15.25126831
9872,2015-04-01,Total,15.2696415
9873,2015-04-02,Total,15.89711744
9874,2015-04-03,Total,16.26995152
9875,2015-04-06,Total,16.40686935
9876,2015-04-07,Total,16.23866152
9877,2015-04-08,Total,16.43514272
9878,2015-04-09,Total,16.55182305
9879,2015-04-10,Total,16.73508078
9880,2015-04-13,Total,15.58302405
9881,2015-04-14,Total,15.11251194
9882,2015-04-15,Total,15.00094209
9883,2015-04-16,Total,14.83841259
9884,2015-04-17,Total,14.63272077
9885,2015-04-20,Total,15.73167488
9886,2015-04-21,Total,16.25732947
9887,2015-04-22,Total,15.52478345
9888,2015-04-23,Total,15.82718473
9889,2015-04-24,Total,15.98421635
9890,2015-04-27,Total,16.78531794
9891,2015-04-28,Total,16.67034036
9892,2015-04-29,Total,18.45787466
9893,2015-04-30,Total,18.40571927
9894,2015-05-01,Total,17.45610034
9895,2015-05-04,Total,17.27050009
9896,2015-05-05,Total,17.47501702
9897,2015-05-06,Total,16.95282392
9898,2015-05-07,Total,16.96254555
9899,2015-05-08,Total,16.82396721
9900,2015-05-11,Total,16.8351348
9901,2015-05-12,Total,17.43016477
9902,2015-05-13,Total,16.16340854
9903,2015-05-14,Total,16.03051133
9904,2015-05-15,Total,16.5109267
9905,2015-05-18,Total,16.59088457
9906,2015-05-19,Total,16.56304124
9907,2015-05-20,Total,16.5195674
9908,2015-05-21,Total,16.94798046
9909,2015-05-22,Total,16.65220616
9910,2015-05-26,Total,16.52210518
9911,2015-05-27,Total,15.95997341
9912,2015-05-28,Total,16.86359636
9913,2015-05-29,Total,17.43557676
9914,2015-06-01,Total,18.18404396
9915,2015-06-02,Total,18.24189302
9916,2015-06-03,Total,18.46618069
9917,2015-06-04,Total,18.25973057
9918,2015-06-05,Total,17.42094186
9919,2015-06-08,Total,17.35279712
9920,2015-06-09,Total,17.05509981
9921,2015-06-10,Total,16.9940174
9922,2015-06-11,Total,16.16317935
9923,2015-06-12,Total,16.81111537
9924,2015-06-15,Total,16.61897014
9925,2015-06-16,Total,15.62017807
9926,2015-06-17,Total,14.87570845
9927,2015-06-18,Total,14.90263752
9928,2015-06-19,Total,14.98258357
9929,2015-06-22,Total,14.93899241
9930,2015-06-23,Total,14.99777699
9931,2015-06-24,Total,15.08794328
9932,2015-06-25,Total,16.32893555
9933,2015-06-26,Total,15.68850383
9934,2015-06-29,Total,14.44956967
9935,2015-06-30,Total,14.41647057
9936,2015-07-01,Total,14.23468142
9937,2015-07-02,Total,13.60685168
9938,2015-07-06,Total,13.55777539
9939,2015-07-07,Total,13.83023262
9940,2015-07-08,Total,13.48706718
9941,2015-07-09,Total,13.30453289
9942,2015-07-10,Total,13.23052192
9943,2015-07-13,Total,13.65720549
9944,2015-07-14,Total,13.17460319
9945,2015-07-15,Total,13.24318266
9946,2015-07-16,Total,13.15182757
9947,2015-07-17,Total,13.29340629
9948,2015-07-20,Total,12.86596755
9949,2015-07-21,Total,13.14110575
9950,2015-07-22,Total,13.03834886
9951,2015-07-23,Total,13.04780515
9952,2015-07-24,Total,13.24328153
9953,2015-07-27,Total,13.09302399
9954,2015-07-28,Total,13.05007627
9955,2015-07-29,Total,13.30812522
9956,2015-07-30,Total,13.27302212
9957,2015-07-31,Total,13.0677251
9958,2015-08-03,Total,13.82018159
9959,2015-08-04,Total,14.17904319
9960,2015-08-05,Total,14.22334557
9961,2015-08-06,Total,13.62204141
9962,2015-08-07,Total,13.36274908
9963,2015-08-10,Total,12.98807184
9964,2015-08-11,Total,12.68432742
9965,2015-08-12,Total,12.73959191
9966,2015-08-13,Total,12.62775267
9967,2015-08-14,Total,12.79773895
9968,2015-08-17,Total,12.68372716
9969,2015-08-18,Total,13.35720057
9970,2015-08-19,Total,12.54115324
9971,2015-08-20,Total,12.36791143
9972,2015-08-21,Total,13.49128586
9973,2015-08-24,Total,13.53769945
9974,2015-08-25,Total,13.07519706
9975,2015-08-26,Total,13.47203311
9976,2015-08-27,Total,12.82813539
9977,2015-08-28,Total,12.18855262
9978,2015-08-31,Total,12.35673882
9979,2015-09-01,Total,12.65697017
9980,2015-09-02,Total,12.34265328
9981,2015-09-03,Total,11.98672072
9982,2015-09-04,Total,11.89088334
9983,2015-09-08,Total,12.34872567
9984,2015-09-09,Total,12.44811808
9985,2015-09-10,Total,12.34328656
9986,2015-09-11,Total,12.35426617
9987,2015-09-14,Total,12.2779291
9988,2015-09-15,Total,13.03470594
9989,2015-09-16,Total,13.32325076
9990,2015-09-17,Total,12.57330281
9991,2015-09-18,Total,12.23883229
9992,2015-09-21,Total,12.8581406
9993,2015-09-22,Total,13.01413836
9994,2015-09-23,Total,12.83634734
9995,2015-09-24,Total,12.55986433
9996,2015-09-25,Total,11.81488125
9997,2015-09-28,Total,13.23325587
9998,2015-09-29,Total,13.52231448
9999,2015-09-30,Total,13.37150693
10000,2015-10-01,Total,13.67803872
10001,2015-10-02,Total,13.69128473
10002,2015-10-05,Total,13.07881267
10003,2015-10-06,Total,13.35787973
10004,2015-10-07,Total,13.80763442
10005,2015-10-08,Total,14.24419956
10006,2015-10-09,Total,20.83974988
10007,2015-10-13,Total,18.04013662
10008,2015-10-14,Total,13.25290441
10009,2015-10-15,Total,12.13515049
10010,2015-10-16,Total,12.4972161
10011,2015-10-19,Total,12.04789526
10012,2015-10-20,Total,12.13866034
10013,2015-10-21,Total,12.14264817
10014,2015-10-22,Total,12.40039696
10015,2015-10-23,Total,12.61585743
10016,2015-10-26,Total,12.46477982
10017,2015-10-27,Total,11.94483025
10018,2015-10-28,Total,12.05989946
10019,2015-10-29,Total,11.8907502
10020,2015-10-30,Total,11.42510453
10021,2015-11-02,Total,11.38335887
10022,2015-11-03,Total,12.55334525
10023,2015-11-04,Total,13.78263778
10024,2015-11-05,Total,15.7786293
10025,2015-11-06,Total,16.03066404
10026,2015-11-09,Total,16.32195105
10027,2015-11-10,Total,16.70577856
10028,2015-11-12,Total,14.8114407
10029,2015-11-13,Total,14.63200048
10030,2015-11-16,Total,15.1315802
10031,2015-11-17,Total,15.26893615
10032,2015-11-18,Total,15.62376491
10033,2015-11-19,Total,15.88449323
10034,2015-11-20,Total,16.27222042
10035,2015-11-23,Total,16.22851346
10036,2015-11-24,Total,16.39991093
10037,2015-11-25,Total,15.6860255
10038,2015-11-27,Total,15.50772534
10039,2015-11-30,Total,15.5116606
10040,2015-12-01,Total,16.11662262
10041,2015-12-02,Total,16.13738738
10042,2015-12-03,Total,16.31258979
10043,2015-12-04,Total,16.70120846
10044,2015-12-07,Total,16.78084774
10045,2015-12-08,Total,16.74291143
10046,2015-12-09,Total,16.5342798
10047,2015-12-10,Total,15.85433736
10048,2015-12-11,Total,15.06574747
10049,2015-12-14,Total,15.08793699
10050,2015-12-15,Total,15.32814391
10051,2015-12-16,Total,15.43016626
10052,2015-12-17,Total,15.50157316
10053,2015-12-18,Total,15.59712258
10054,2015-12-21,Total,15.32215049
10055,2015-12-22,Total,15.4476918
10056,2015-12-23,Total,15.36362117
10057,2015-12-24,Total,15.05128953
10058,2015-12-28,Total,15.08870765
10059,2015-12-29,Total,15.47963552
10060,2015-12-30,Total,15.21850925
10061,2015-12-31,Total,15.39853715
10062,2016-01-04,Total,16.04762024
10063,2016-01-05,Total,16.40175472
10064,2016-01-06,Total,18.00748282
10065,2016-01-07,Total,18.78680448
10066,2016-01-08,Total,18.9023888
10067,2016-01-11,Total,17.98046213
10068,2016-01-12,Total,17.32125146
10069,2016-01-13,Total,16.94942772
10070,2016-01-14,Total,17.03167851
10071,2016-01-15,Total,17.46357727
10072,2016-01-19,Total,17.37814361
10073,2016-01-20,Total,17.47430552
10074,2016-01-21,Total,18.02237629
10075,2016-01-27,Total,16.66159907
10076,2016-01-28,Total,16.16136353
10077,2016-01-29,Total,16.24913133
10078,2016-02-01,Total,16.62202106
10079,2016-02-02,Total,16.03001217
10080,2016-02-03,Total,15.6705864
10081,2016-02-04,Total,15.48694349
10082,2016-02-05,Total,14.22934085
10083,2016-02-08,Total,13.62965607
10084,2016-02-09,Total,13.59183277
10085,2016-02-10,Total,13.58303438
10086,2016-02-11,Total,13.36322106
10087,2016-02-12,Total,13.31471461
10088,2016-02-16,Total,12.97728213
10089,2016-02-17,Total,12.94746874
10090,2016-02-18,Total,13.06211721
10091,2016-02-19,Total,13.2079519
10092,2016-02-22,Total,12.99546511
10093,2016-02-23,Total,12.29855035
10094,2016-02-24,Total,12.84926966
10095,2016-02-25,Total,12.01599272
10096,2016-02-26,Total,12.63651946
10097,2016-02-29,Total,12.96926957
10098,2016-03-01,Total,12.60526199
10099,2016-03-02,Total,12.80255804
10100,2016-03-03,Total,13.0289954
10101,2016-03-04,Total,12.62640618
10102,2016-03-07,Total,13.08578713
10103,2016-03-08,Total,12.93136053
10104,2016-03-09,Total,11.29675185
10105,2016-03-10,Total,11.63459972
10106,2016-03-11,Total,12.64442188
10107,2016-03-14,Total,11.99472151
10108,2016-03-15,Total,12.12178192
10109,2016-03-16,Total,14.17926427
10110,2016-03-17,Total,15.34678912
10111,2016-03-18,Total,16.77610109
10112,2016-03-21,Total,13.99715759
10113,2016-03-22,Total,14.31111962
10114,2016-03-23,Total,13.84073466
10115,2016-03-24,Total,13.75920635
10116,2016-03-25,Total,13.81307766
10117,2016-03-28,Total,13.73837446
10118,2016-03-29,Total,14.6391505
10119,2016-03-30,Total,14.21454112
10120,2016-03-31,Total,16.7799408
10121,2016-04-01,Total,16.65886175
10122,2016-04-04,Total,16.03110973
10123,2016-04-05,Total,15.47469417
10124,2016-04-06,Total,15.47039193
10125,2016-04-07,Total,15.29908274
10126,2016-04-08,Total,14.74987285
10127,2016-04-11,Total,15.95663792
10128,2016-04-12,Total,16.70141414
10129,2016-04-13,Total,16.44510068
10130,2016-04-14,Total,16.02672542
10131,2016-04-15,Total,15.75740453
10132,2016-04-18,Total,14.99612717
10133,2016-04-19,Total,15.22894199
10134,2016-04-20,Total,15.397781
10135,2016-04-21,Total,15.42448769
10136,2016-04-22,Total,15.20873188
10137,2016-04-25,Total,14.79677926
10138,2016-04-26,Total,15.23303426
10139,2016-04-27,Total,15.03084072
10140,2016-04-28,Total,15.64677482
10141,2016-04-29,Total,14.86456706
10142,2016-05-02,Total,14.37813255
10143,2016-05-03,Total,14.40209568
10144,2016-05-04,Total,14.50084738
10145,2016-05-05,Total,14.49126192
10146,2016-05-06,Total,14.87563725
10147,2016-05-09,Total,14.95704881
10148,2016-05-10,Total,15.11661582
10149,2016-05-11,Total,15.18996383
10150,2016-05-12,Total,15.66488226
10151,2016-05-13,Total,15.44056634
10152,2016-05-16,Total,15.59567709
10153,2016-05-17,Total,16.45417364
10154,2016-05-18,Total,16.36389807
10155,2016-05-19,Total,16.62295653
10156,2016-05-20,Total,16.7698546
10157,2016-05-23,Total,17.18192215
10158,2016-05-24,Total,17.74238195
10159,2016-05-25,Total,17.66848929
10160,2016-05-26,Total,18.0196228
10161,2016-05-27,Total,18.75541021
10162,2016-05-31,Total,19.00300725
10163,2016-06-01,Total,18.44773994
10164,2016-06-02,Total,20.45025355
10165,2016-06-03,Total,20.79370332
10166,2016-06-06,Total,20.7106116
10167,2016-06-07,Total,21.8726287
10168,2016-06-08,Total,21.08131585
10169,2016-06-09,Total,20.74613834
10170,2016-06-10,Total,19.87233064
10171,2016-06-13,Total,18.93754606
10172,2016-06-14,Total,19.97113077
10173,2016-06-15,Total,19.46882893
10174,2016-06-16,Total,19.09175531
10175,2016-06-17,Total,18.8198067
10176,2016-06-20,Total,18.569314
10177,2016-06-21,Total,18.63680795
10178,2016-06-22,Total,18.37881872
10179,2016-06-23,Total,20.61757146
10180,2016-06-24,Total,20.31491114
10181,2016-06-27,Total,19.95036337
10182,2016-06-28,Total,19.59972992
10183,2016-06-29,Total,19.6595247
10184,2016-06-30,Total,19.60377163
10185,2016-07-01,Total,19.77023985
10186,2016-07-05,Total,19.17316201
10187,2016-07-06,Total,19.04020528
10188,2016-07-07,Total,18.94650643
10189,2016-07-08,Total,18.93394264
10190,2016-07-11,Total,18.97828402
10191,2016-07-12,Total,19.25989374
10192,2016-07-13,Total,18.79088543
10193,2016-07-14,Total,18.2586836
10194,2016-07-15,Total,18.2747267
10195,2016-07-18,Total,17.73473533
10196,2016-07-19,Total,17.65406354
10197,2016-07-20,Total,17.53096256
10198,2016-07-21,Total,17.92322908
10199,2016-07-22,Total,17.84791153
10200,2016-07-25,Total,16.98507038
10201,2016-07-26,Total,17.11358557
10202,2016-07-27,Total,17.21319284
10203,2016-07-28,Total,17.04255846
10204,2016-07-29,Total,17.02587606
10205,2016-08-01,Total,18.14672008
10206,2016-08-02,Total,18.07101959
10207,2016-08-03,Total,18.20194363
10208,2016-08-04,Total,16.69800031
10209,2016-08-05,Total,16.10055649
10210,2016-08-08,Total,15.62639749
10211,2016-08-09,Total,14.9042554
10212,2016-08-10,Total,15.40741806
10213,2016-08-11,Total,15.01313963
10214,2016-08-12,Total,14.45819757
10215,2016-08-15,Total,14.30926022
10216,2016-08-16,Total,13.34893874
10217,2016-08-17,Total,13.20598004
10218,2016-08-18,Total,12.41349286
10219,2016-08-19,Total,12.26103716
10220,2016-08-22,Total,12.51593678
10221,2016-08-23,Total,13.31964059
10222,2016-08-24,Total,13.72497528
10223,2016-08-25,Total,13.01230551
10224,2016-08-26,Total,12.78865964
10225,2016-08-29,Total,12.87269889
10226,2016-08-30,Total,12.8944408
10227,2016-08-31,Total,12.9213767
10228,2016-09-01,Total,13.198843
10229,2016-09-02,Total,12.97718725
10230,2016-09-06,Total,13.0763569
10231,2016-09-07,Total,13.79639213
10232,2016-09-08,Total,13.87338517
10233,2016-09-09,Total,13.71732238
10234,2016-09-12,Total,14.36903382
10235,2016-09-13,Total,13.8907989
10236,2016-09-14,Total,14.14502885
10237,2016-09-15,Total,14.62028119
10238,2016-09-16,Total,14.70054094
10239,2016-09-19,Total,14.89070206
10240,2016-09-20,Total,15.41936762
10241,2016-09-21,Total,15.64673887
10242,2016-09-22,Total,15.50867046
10243,2016-09-23,Total,15.81102488
10244,2016-09-26,Total,16.03524337
10245,2016-09-27,Total,16.23563528
10246,2016-09-28,Total,16.30282348
10247,2016-09-29,Total,16.1378203
10248,2016-09-30,Total,16.40394137
10249,2016-10-03,Total,16.96176909
10250,2016-10-04,Total,17.18290031
10251,2016-10-05,Total,16.7713862
10252,2016-10-06,Total,17.66758512
10253,2016-10-07,Total,17.58487369
10254,2016-10-11,Total,17.51225881
10255,2016-10-12,Total,17.72197728
10256,2016-10-13,Total,18.23368606
10257,2016-10-14,Total,18.07809485
10258,2016-10-17,Total,18.02305915
10259,2016-10-18,Total,17.27039839
10260,2016-10-19,Total,18.1879765
10261,2016-10-20,Total,19.31089138
10262,2016-10-21,Total,19.74437378
10263,2016-10-24,Total,19.61374634
10264,2016-10-25,Total,19.47537687
10265,2016-10-26,Total,19.28856805
10266,2016-10-27,Total,19.22066204
10267,2016-10-28,Total,18.76151686
10268,2016-10-31,Total,18.79206984
10269,2016-11-01,Total,18.68843829
10270,2016-11-02,Total,18.8634784
10271,2016-11-03,Total,18.2131154
10272,2016-11-04,Total,18.5105557
10273,2016-11-07,Total,18.49778745
10274,2016-11-08,Total,18.32324967
10275,2016-11-09,Total,18.73294862
10276,2016-11-10,Total,18.19729648
10277,2016-11-14,Total,18.8410698
10278,2016-11-15,Total,20.83175878
10279,2016-11-16,Total,22.71305854
10280,2016-11-17,Total,20.18177404
10281,2016-11-18,Total,18.6169736
10282,2016-11-21,Total,18.83559473
10283,2016-11-22,Total,20.13897818
10284,2016-11-23,Total,20.59555911
10285,2016-11-25,Total,20.40272296
10286,2016-11-28,Total,20.21509033
10287,2016-11-29,Total,20.16221971
10288,2016-11-30,Total,20.4245176
10289,2016-12-01,Total,20.38430628
10290,2016-12-02,Total,21.30146953
10291,2016-12-05,Total,20.90528659
10292,2016-12-06,Total,20.86355173
10293,2016-12-07,Total,21.04166981
10294,2016-12-08,Total,21.11536324
10295,2016-12-09,Total,20.8169633
10296,2016-12-12,Total,21.20094816
10297,2016-12-13,Total,21.22481188
10298,2016-12-14,Total,20.89357151
10299,2016-12-15,Total,20.92224024
10300,2016-12-16,Total,21.05639728
10301,2016-12-19,Total,20.49501955
10302,2016-12-20,Total,20.31272904
10303,2016-12-21,Total,19.79530593
10304,2016-12-22,Total,19.87444879
10305,2016-12-23,Total,20.66564977
10306,2016-12-27,Total,20.38114807
10307,2016-12-28,Total,20.29267281
10308,2016-12-29,Total,21.87737182
10309,2016-12-30,Total,22.55021816
10310,2017-01-03,Total,22.25638837
10311,2017-01-04,Total,22.50695433
10312,2017-01-05,Total,22.23462669
10313,2017-01-06,Total,22.74318376
10314,2017-01-09,Total,21.78838773
10315,2017-01-10,Total,21.01181487
10316,2017-01-11,Total,22.51665266
10317,2017-01-12,Total,23.29725625
10318,2017-01-13,Total,23.41431997
10319,2017-01-17,Total,23.22445805
10320,2017-01-18,Total,24.09863021
10321,2017-01-19,Total,25.22188444
10322,2017-01-23,Total,25.07683853
10323,2017-01-24,Total,25.12762684
10324,2017-01-25,Total,25.61017137
10325,2017-01-26,Total,25.38026059
10326,2017-01-27,Total,24.27487223
10327,2017-01-30,Total,24.31720468
10328,2017-01-31,Total,23.70198054
10329,2017-02-01,Total,23.34658946
10330,2017-02-02,Total,23.17984323
10331,2017-02-03,Total,22.99894141
10332,2017-02-06,Total,22.60921726
10333,2017-02-07,Total,22.43885379
10334,2017-02-08,Total,22.78017299
10335,2017-02-09,Total,23.12442636
10336,2017-02-10,Total,23.44251762
10337,2017-02-13,Total,23.01966786
10338,2017-02-14,Total,23.52779203
10339,2017-02-15,Total,23.00037543
10340,2017-02-16,Total,22.70425009
10341,2017-02-17,Total,22.7336495
10342,2017-02-21,Total,22.03476522
10343,2017-02-22,Total,21.19926631
10344,2017-02-23,Total,21.44613004
10345,2017-02-24,Total,21.62253923
10346,2017-02-27,Total,21.61753439
10347,2017-02-28,Total,21.33673641
10348,2017-03-01,Total,20.97420388
10349,2017-03-02,Total,20.71117481
10350,2017-03-03,Total,21.42494871
10351,2017-03-06,Total,19.86031985
10352,2017-03-07,Total,19.51361038
10353,2017-03-08,Total,18.45575627
10354,2017-03-09,Total,18.30466916
10355,2017-03-10,Total,18.96578195
10356,2017-03-13,Total,17.86695575
10357,2017-03-14,Total,19.22812751
10358,2017-03-15,Total,18.58802316
10359,2017-03-16,Total,19.0619629
10360,2017-03-17,Total,18.72590778
10361,2017-03-20,Total,18.62033576
10362,2017-03-21,Total,19.45717846
10363,2017-03-22,Total,19.98244154
10364,2017-03-23,Total,19.77716832
10365,2017-03-24,Total,19.38091193
10366,2017-03-27,Total,19.22352438
10367,2017-03-28,Total,19.82119121
10368,2017-03-29,Total,21.58437203
10369,2017-03-30,Total,26.1077727
10370,2017-03-31,Total,22.32506925
10371,2017-04-03,Total,24.21782678
10372,2017-04-04,Total,22.54034266
10373,2017-04-05,Total,22.61673787
10374,2017-04-06,Total,21.55448526
10375,2017-04-07,Total,19.54352629
10376,2017-04-10,Total,18.56727101
10377,2017-04-11,Total,17.62001672
10378,2017-04-12,Total,18.50050721
10379,2017-04-13,Total,19.45033272
10380,2017-04-14,Total,19.20085906
10381,2017-04-17,Total,18.81059078
10382,2017-04-18,Total,18.46915136
10383,2017-04-19,Total,18.34319897
10384,2017-04-20,Total,18.33591147
10385,2017-04-21,Total,18.79494893
10386,2017-04-24,Total,18.77742074
10387,2017-04-25,Total,18.10889129
10388,2017-04-26,Total,17.98939928
10389,2017-04-27,Total,17.32937274
10390,2017-04-28,Total,20.9374261
10391,2017-05-01,Total,19.84182662
10392,2017-05-02,Total,20.43896002
10393,2017-05-03,Total,19.80803666
10394,2017-05-04,Total,20.76424305
10395,2017-05-05,Total,20.78508962
10396,2017-05-08,Total,20.13137611
10397,2017-05-09,Total,19.57176164
10398,2017-05-10,Total,19.69483376
10399,2017-05-11,Total,19.76948981
10400,2017-05-12,Total,19.60741376
10401,2017-05-15,Total,19.79959506
10402,2017-05-16,Total,20.61799495
10403,2017-05-17,Total,20.28973506
10404,2017-05-18,Total,19.23907354
10405,2017-05-19,Total,18.43663397
10406,2017-05-22,Total,18.49991085
10407,2017-05-23,Total,18.42528005
10408,2017-05-24,Total,17.71549078
10409,2017-05-25,Total,17.47696184
10410,2017-05-26,Total,17.16503096
10411,2017-05-30,Total,16.6519152
10412,2017-05-31,Total,16.42383512
10413,2017-06-01,Total,15.96800298
10414,2017-06-02,Total,15.94691047
10415,2017-06-05,Total,15.83248558
10416,2017-06-06,Total,15.5648117
10417,2017-06-07,Total,15.78010118
10418,2017-06-08,Total,15.66289087
10419,2017-06-09,Total,15.34845503
10420,2017-06-12,Total,15.55190501
10421,2017-06-13,Total,15.63361655
10422,2017-06-14,Total,15.4042451
10423,2017-06-15,Total,15.4041898
10424,2017-06-16,Total,15.15127906
10425,2017-06-19,Total,15.25767999
10426,2017-06-20,Total,15.13290439
10427,2017-06-21,Total,15.35942133
10428,2017-06-22,Total,15.7655682
10429,2017-06-23,Total,15.17580909
10430,2017-06-26,Total,14.83856896
10431,2017-06-27,Total,15.16357302
10432,2017-06-28,Total,15.25365802
10433,2017-06-29,Total,15.44759657
10434,2017-06-30,Total,15.23169575
10435,2017-07-03,Total,15.67424444
10436,2017-07-05,Total,15.60027967
10437,2017-07-06,Total,15.98719831
10438,2017-07-07,Total,15.92949015
10439,2017-07-10,Total,15.70041956
10440,2017-07-11,Total,16.7824369
10441,2017-07-12,Total,14.66242516
10442,2017-07-13,Total,14.76337066
10443,2017-07-14,Total,14.54016471
10444,2017-07-17,Total,14.35356955
10445,2017-07-18,Total,14.54490331
10446,2017-07-19,Total,14.56692228
10447,2017-07-20,Total,14.31402062
10448,2017-07-21,Total,14.79734689
10449,2017-07-24,Total,14.76973434
10450,2017-07-25,Total,14.84300475
10451,2017-07-26,Total,14.96118085
10452,2017-07-27,Total,15.15521001
10453,2017-07-28,Total,16.01288739
10454,2017-07-31,Total,16.00035299
10455,2017-08-01,Total,14.0168984
10456,2017-08-02,Total,14.54002488
10457,2017-08-03,Total,13.75016228
10458,2017-08-04,Total,13.96568278
10459,2017-08-07,Total,14.03168641
10460,2017-08-08,Total,13.87547653
10461,2017-08-09,Total,13.42626537
10462,2017-08-10,Total,12.3948318
10463,2017-08-11,Total,13.43546559
10464,2017-08-14,Total,13.73383898
10465,2017-08-15,Total,13.45668344
10466,2017-08-16,Total,13.03459977
10467,2017-08-17,Total,12.14897648
10468,2017-08-18,Total,12.03997478
10469,2017-08-21,Total,11.09641507
10470,2017-08-22,Total,12.31926246
10471,2017-08-23,Total,12.49163373
10472,2017-08-24,Total,12.56463712
10473,2017-08-25,Total,12.68365611
10474,2017-08-28,Total,12.92646553
10475,2017-08-29,Total,12.72140702
10476,2017-08-30,Total,13.64145598
10477,2017-08-31,Total,14.14350307
10478,2017-09-01,Total,13.20708699
10479,2017-09-05,Total,13.55959956
10480,2017-09-06,Total,13.3813338
10481,2017-09-07,Total,13.17613934
10482,2017-09-08,Total,13.1274644
10483,2017-09-11,Total,13.48382158
10484,2017-09-12,Total,14.20017736
10485,2017-09-13,Total,14.52343102
10486,2017-09-14,Total,13.34096128
10487,2017-09-15,Total,13.5655467
10488,2017-09-18,Total,13.91960103
10489,2017-09-19,Total,14.26761087
10490,2017-09-20,Total,14.22253804
10491,2017-09-21,Total,14.33757015
10492,2017-09-22,Total,14.48365826
10493,2017-09-25,Total,14.76711426
10494,2017-09-26,Total,14.89213947
10495,2017-09-27,Total,15.41530082
10496,2017-09-28,Total,15.91089918
10497,2017-09-29,Total,16.76908112
10498,2017-10-02,Total,15.71861104
10499,2017-10-03,Total,15.49010437
10500,2017-10-04,Total,16.00056989
10501,2017-10-05,Total,16.31964197
10502,2017-10-06,Total,16.48564026
10503,2017-10-10,Total,15.86377129
10504,2017-10-11,Total,15.84402894
10505,2017-10-12,Total,15.80900483
10506,2017-10-13,Total,16.23203471
10507,2017-10-16,Total,15.65694351
10508,2017-10-17,Total,15.45769056
10509,2017-10-18,Total,15.42057597
10510,2017-10-19,Total,15.49389615
10511,2017-10-20,Total,15.88856367
10512,2017-10-23,Total,15.56240405
10513,2017-10-24,Total,15.30144296
10514,2017-10-25,Total,15.72007741
10515,2017-10-26,Total,14.75248162
10516,2017-10-27,Total,14.68221796
10517,2017-10-30,Total,15.33666339
10518,2017-10-31,Total,15.59426707
10519,2017-11-01,Total,14.81683747
10520,2017-11-02,Total,15.07597438
10521,2017-11-03,Total,14.93277914
10522,2017-11-06,Total,14.59408183
10523,2017-11-07,Total,15.2506144
10524,2017-11-08,Total,15.10844257
10525,2017-11-09,Total,14.90556338
10526,2017-11-13,Total,14.95672259
10527,2017-11-14,Total,15.14967336
10528,2017-11-15,Total,15.64881142
10529,2017-11-16,Total,15.84513598
10530,2017-11-17,Total,16.2781107
10531,2017-11-20,Total,16.22300518
10532,2017-11-21,Total,16.50979464
10533,2017-11-22,Total,16.17879337
10534,2017-11-24,Total,16.38561082
10535,2017-11-27,Total,16.87532229
10536,2017-11-28,Total,16.52149213
10537,2017-11-29,Total,16.16297171
10538,2017-11-30,Total,16.26571624
10539,2017-12-01,Total,16.26697474
10540,2017-12-04,Total,16.7126644
10541,2017-12-05,Total,16.92130105
10542,2017-12-06,Total,17.00935426
10543,2017-12-07,Total,17.1143245
10544,2017-12-08,Total,17.26921243
10545,2017-12-11,Total,17.54735745
10546,2017-12-12,Total,17.71742826
10547,2017-12-13,Total,18.23429171
10548,2017-12-14,Total,18.02228973
10549,2017-12-15,Total,17.44449373
10550,2017-12-18,Total,18.11110947
10551,2017-12-19,Total,20.19197502
10552,2017-12-20,Total,18.7548485
10553,2017-12-21,Total,18.83849135
10554,2017-12-22,Total,19.6758218
