,period,variable,value,new_period
1,2010-08-20,Short Term,12.1340459,20/8/2010 8:00
2,2010-08-23,Short Term,12.44467983,23/8/2010 8:00
3,2010-08-24,Short Term,12.4580214,24/8/2010 8:00
4,2010-08-25,Short Term,11.97622248,25/8/2010 8:00
5,2010-08-26,Short Term,12.41415088,26/8/2010 8:00
6,2010-08-27,Short Term,12.0172541,27/8/2010 8:00
7,2010-08-30,Short Term,11.31553682,30/8/2010 8:00
8,2010-08-31,Short Term,11.54160231,31/8/2010 8:00
9,2010-09-01,Short Term,11.52281653,1/9/2010 8:00
10,2010-09-02,Short Term,10.3893413,2/9/2010 8:00
11,2010-09-03,Short Term,11.60406015,3/9/2010 8:00
12,2010-09-07,Short Term,12.42749234,7/9/2010 8:00
13,2010-09-08,Short Term,12.62446897,8/9/2010 8:00
14,2010-09-09,Short Term,12.73570648,9/9/2010 8:00
15,2010-09-10,Short Term,13.26597247,10/9/2010 8:00
16,2010-09-13,Short Term,13.40391064,13/9/2010 8:00
17,2010-09-14,Short Term,13.63718272,14/9/2010 8:00
18,2010-09-15,Short Term,13.79570837,15/9/2010 8:00
19,2010-09-16,Short Term,13.8484403,16/9/2010 8:00
20,2010-09-17,Short Term,12.96252011,17/9/2010 8:00
21,2010-09-20,Short Term,12.65533221,20/9/2010 8:00
22,2010-09-21,Short Term,12.69485904,21/9/2010 8:00
23,2010-09-22,Short Term,12.69139389,22/9/2010 8:00
24,2010-09-23,Short Term,12.55249319,23/9/2010 8:00
25,2010-09-24,Short Term,12.5112074,24/9/2010 8:00
26,2010-09-27,Short Term,12.83129425,27/9/2010 8:00
27,2010-09-28,Short Term,13.09486527,28/9/2010 8:00
28,2010-09-29,Short Term,12.03331248,29/9/2010 8:00
29,2010-09-30,Short Term,13.47184163,30/9/2010 8:00
30,2010-10-01,Short Term,12.69769882,1/10/2010 8:00
31,2010-10-04,Short Term,12.69547722,4/10/2010 8:00
32,2010-10-05,Short Term,12.38825391,5/10/2010 8:00
33,2010-10-06,Short Term,12.65918572,6/10/2010 8:00
34,2010-10-07,Short Term,12.68176467,7/10/2010 8:00
35,2010-10-08,Short Term,13.58503949,8/10/2010 8:00
36,2010-10-12,Short Term,17.56559838,12/10/2010 8:00
37,2010-10-13,Short Term,18.05069007,13/10/2010 8:00
38,2010-10-14,Short Term,17.64945744,14/10/2010 8:00
39,2010-10-15,Short Term,16.76939676,15/10/2010 8:00
40,2010-10-18,Short Term,16.67184996,18/10/2010 8:00
41,2010-10-19,Short Term,17.0451712,19/10/2010 8:00
42,2010-10-20,Short Term,17.10005914,20/10/2010 8:00
43,2010-10-21,Short Term,17.26226453,21/10/2010 8:00
44,2010-10-22,Short Term,17.46278033,22/10/2010 8:00
45,2010-10-25,Short Term,17.208332,25/10/2010 8:00
46,2010-10-26,Short Term,17.19896679,26/10/2010 8:00
47,2010-10-27,Short Term,17.00841274,27/10/2010 8:00
48,2010-10-28,Short Term,16.91020065,28/10/2010 8:00
49,2010-10-29,Short Term,16.35663554,29/10/2010 8:00
50,2010-11-01,Short Term,17.10268197,1/11/2010 8:00
51,2010-11-02,Short Term,16.25788505,2/11/2010 8:00
52,2010-11-03,Short Term,16.11098516,3/11/2010 8:00
53,2010-11-04,Short Term,16.00717738,4/11/2010 8:00
54,2010-11-05,Short Term,16.13658013,5/11/2010 8:00
55,2010-11-08,Short Term,15.88612075,8/11/2010 8:00
56,2010-11-09,Short Term,16.26853073,9/11/2010 8:00
57,2010-11-10,Short Term,16.78588776,10/11/2010 8:00
58,2010-11-12,Short Term,16.31043595,12/11/2010 8:00
59,2010-11-15,Short Term,15.99261407,15/11/2010 8:00
60,2010-11-16,Short Term,15.51370512,16/11/2010 8:00
61,2010-11-17,Short Term,15.61189089,17/11/2010 8:00
62,2010-11-18,Short Term,15.86171339,18/11/2010 8:00
63,2010-11-19,Short Term,15.83034784,19/11/2010 8:00
64,2010-11-22,Short Term,16.27072786,22/11/2010 8:00
65,2010-11-23,Short Term,16.10417919,23/11/2010 8:00
66,2010-11-24,Short Term,16.35256818,24/11/2010 8:00
67,2010-11-26,Short Term,15.57175014,26/11/2010 8:00
68,2010-11-29,Short Term,14.51209141,29/11/2010 8:00
69,2010-11-30,Short Term,14.52379228,30/11/2010 8:00
70,2010-12-01,Short Term,14.69040037,1/12/2010 8:00
71,2010-12-02,Short Term,14.81812844,2/12/2010 8:00
72,2010-12-03,Short Term,14.32759211,3/12/2010 8:00
73,2010-12-06,Short Term,14.31330989,6/12/2010 8:00
74,2010-12-07,Short Term,14.90129424,7/12/2010 8:00
75,2010-12-08,Short Term,13.94674995,8/12/2010 8:00
76,2010-12-09,Short Term,14.40466369,9/12/2010 8:00
77,2010-12-10,Short Term,14.1081225,10/12/2010 8:00
78,2010-12-13,Short Term,14.03001838,13/12/2010 8:00
79,2010-12-14,Short Term,13.73494517,14/12/2010 8:00
80,2010-12-15,Short Term,13.87462486,15/12/2010 8:00
81,2010-12-16,Short Term,14.10799197,16/12/2010 8:00
82,2010-12-17,Short Term,13.8580154,17/12/2010 8:00
83,2010-12-20,Short Term,13.62395774,20/12/2010 8:00
84,2010-12-21,Short Term,14.27582726,21/12/2010 8:00
85,2010-12-22,Short Term,13.60502857,22/12/2010 8:00
86,2010-12-23,Short Term,13.04853485,23/12/2010 8:00
87,2010-12-27,Short Term,13.47032432,27/12/2010 8:00
88,2010-12-28,Short Term,13.60910734,28/12/2010 8:00
89,2010-12-29,Short Term,13.38476296,29/12/2010 8:00
90,2010-12-30,Short Term,13.9544167,30/12/2010 8:00
91,2011-01-03,Short Term,14.47756857,3/1/2011 8:00
92,2011-01-04,Short Term,16.06354366,4/1/2011 8:00
93,2011-01-05,Short Term,14.92043512,5/1/2011 8:00
94,2011-01-06,Short Term,16.78854564,6/1/2011 8:00
95,2011-01-07,Short Term,20.00416017,7/1/2011 8:00
96,2011-01-10,Short Term,14.09647611,10/1/2011 8:00
97,2011-01-11,Short Term,13.47152637,11/1/2011 8:00
98,2011-01-12,Short Term,13.05032305,12/1/2011 8:00
99,2011-01-13,Short Term,13.31103604,13/1/2011 8:00
100,2011-01-14,Short Term,13.47345001,14/1/2011 8:00
101,2011-01-18,Short Term,13.12343182,18/1/2011 8:00
102,2011-01-19,Short Term,13.12978115,19/1/2011 8:00
103,2011-01-20,Short Term,13.04774742,20/1/2011 8:00
104,2011-01-21,Short Term,14.25494444,21/1/2011 8:00
105,2011-01-24,Short Term,14.25105656,24/1/2011 8:00
106,2011-01-25,Short Term,14.46722842,25/1/2011 8:00
107,2011-01-26,Short Term,14.45339636,26/1/2011 8:00
108,2011-01-27,Short Term,14.33955897,27/1/2011 8:00
109,2011-01-28,Short Term,14.03903155,28/1/2011 8:00
110,2011-01-31,Short Term,13.66398701,31/1/2011 8:00
111,2011-02-01,Short Term,13.09879564,1/2/2011 8:00
112,2011-02-02,Short Term,14.22298804,2/2/2011 8:00
113,2011-02-03,Short Term,14.45353137,3/2/2011 8:00
114,2011-02-04,Short Term,14.65272646,4/2/2011 8:00
115,2011-02-07,Short Term,14.82996029,7/2/2011 8:00
116,2011-02-08,Short Term,14.76483094,8/2/2011 8:00
117,2011-02-09,Short Term,14.03777807,9/2/2011 8:00
118,2011-02-10,Short Term,14.20782623,10/2/2011 8:00
119,2011-02-11,Short Term,13.03121925,11/2/2011 8:00
120,2011-02-14,Short Term,13.06710255,14/2/2011 8:00
121,2011-02-15,Short Term,12.73795265,15/2/2011 8:00
122,2011-02-16,Short Term,12.57654697,16/2/2011 8:00
123,2011-02-17,Short Term,12.5077264,17/2/2011 8:00
124,2011-02-18,Short Term,12.03241917,18/2/2011 8:00
125,2011-02-22,Short Term,12.25260871,22/2/2011 8:00
126,2011-02-23,Short Term,12.59689763,23/2/2011 8:00
127,2011-02-24,Short Term,12.24363728,24/2/2011 8:00
128,2011-02-25,Short Term,13.157323,25/2/2011 8:00
129,2011-02-28,Short Term,13.86280164,28/2/2011 8:00
130,2011-03-01,Short Term,14.5345009,1/3/2011 8:00
131,2011-03-02,Short Term,14.68279343,2/3/2011 8:00
132,2011-03-03,Short Term,14.36016675,3/3/2011 8:00
133,2011-03-04,Short Term,14.37097512,4/3/2011 8:00
134,2011-03-07,Short Term,14.30140591,7/3/2011 8:00
135,2011-03-08,Short Term,14.22273457,8/3/2011 8:00
136,2011-03-09,Short Term,14.82615457,9/3/2011 8:00
137,2011-03-10,Short Term,14.47489343,10/3/2011 8:00
138,2011-03-11,Short Term,14.44816536,11/3/2011 8:00
139,2011-03-14,Short Term,14.38604374,14/3/2011 8:00
140,2011-03-15,Short Term,14.23953027,15/3/2011 8:00
141,2011-03-16,Short Term,14.28028811,16/3/2011 8:00
142,2011-03-17,Short Term,14.48656086,17/3/2011 8:00
143,2011-03-18,Short Term,13.75121972,18/3/2011 8:00
144,2011-03-21,Short Term,13.64004145,21/3/2011 8:00
145,2011-03-22,Short Term,13.54305032,22/3/2011 8:00
146,2011-03-23,Short Term,13.50345321,23/3/2011 8:00
147,2011-03-24,Short Term,12.50280888,24/3/2011 8:00
148,2011-03-25,Short Term,11.94332922,25/3/2011 8:00
149,2011-03-28,Short Term,11.99351074,28/3/2011 8:00
150,2011-03-29,Short Term,12.08415754,29/3/2011 8:00
151,2011-03-30,Short Term,12.03569934,30/3/2011 8:00
152,2011-03-31,Short Term,12.16042107,31/3/2011 8:00
153,2011-04-01,Short Term,11.95335392,1/4/2011 8:00
154,2011-04-04,Short Term,11.92582304,4/4/2011 8:00
155,2011-04-05,Short Term,12.56425903,5/4/2011 8:00
156,2011-04-06,Short Term,12.47224729,6/4/2011 8:00
157,2011-04-07,Short Term,12.42922164,7/4/2011 8:00
158,2011-04-08,Short Term,12.58961541,8/4/2011 8:00
159,2011-04-11,Short Term,12.84127321,11/4/2011 8:00
160,2011-04-12,Short Term,12.77500257,12/4/2011 8:00
161,2011-04-13,Short Term,12.6543176,13/4/2011 8:00
162,2011-04-14,Short Term,12.75797436,14/4/2011 8:00
163,2011-04-15,Short Term,12.90467234,15/4/2011 8:00
164,2011-04-18,Short Term,13.03202135,18/4/2011 8:00
165,2011-04-19,Short Term,12.47201323,19/4/2011 8:00
166,2011-04-20,Short Term,13.31836654,20/4/2011 8:00
167,2011-04-21,Short Term,13.20020594,21/4/2011 8:00
168,2011-04-22,Short Term,12.76470533,22/4/2011 8:00
169,2011-04-25,Short Term,12.93896618,25/4/2011 8:00
170,2011-04-26,Short Term,13.02660808,26/4/2011 8:00
171,2011-04-27,Short Term,12.83788084,27/4/2011 8:00
172,2011-04-28,Short Term,12.54392435,28/4/2011 8:00
173,2011-04-29,Short Term,12.65014955,29/4/2011 8:00
174,2011-05-02,Short Term,12.5815461,2/5/2011 8:00
175,2011-05-03,Short Term,12.92935273,3/5/2011 8:00
176,2011-05-04,Short Term,12.27699122,4/5/2011 8:00
177,2011-05-05,Short Term,12.4817621,5/5/2011 8:00
178,2011-05-06,Short Term,12.57504445,6/5/2011 8:00
179,2011-05-09,Short Term,12.9802945,9/5/2011 8:00
180,2011-05-10,Short Term,13.35449582,10/5/2011 8:00
181,2011-05-11,Short Term,13.56184638,11/5/2011 8:00
182,2011-05-12,Short Term,13.81280145,12/5/2011 8:00
183,2011-05-13,Short Term,13.291044,13/5/2011 8:00
184,2011-05-16,Short Term,13.88902376,16/5/2011 8:00
185,2011-05-17,Short Term,13.84882352,17/5/2011 8:00
186,2011-05-18,Short Term,13.75332351,18/5/2011 8:00
187,2011-05-19,Short Term,13.97575316,19/5/2011 8:00
188,2011-05-20,Short Term,13.34559744,20/5/2011 8:00
189,2011-05-23,Short Term,13.68385834,23/5/2011 8:00
190,2011-05-24,Short Term,13.44735084,24/5/2011 8:00
191,2011-05-25,Short Term,13.74129324,25/5/2011 8:00
192,2011-05-26,Short Term,12.65613563,26/5/2011 8:00
193,2011-05-27,Short Term,11.92303137,27/5/2011 8:00
194,2011-05-31,Short Term,12.7588474,31/5/2011 8:00
195,2011-06-01,Short Term,12.5071061,1/6/2011 8:00
196,2011-06-02,Short Term,12.73682326,2/6/2011 8:00
197,2011-06-03,Short Term,12.86967405,3/6/2011 8:00
198,2011-06-06,Short Term,12.80185451,6/6/2011 8:00
199,2011-06-07,Short Term,13.15500056,7/6/2011 8:00
200,2011-06-08,Short Term,12.57635592,8/6/2011 8:00
201,2011-06-09,Short Term,13.16832957,9/6/2011 8:00
202,2011-06-10,Short Term,13.39739427,10/6/2011 8:00
203,2011-06-13,Short Term,14.50553516,13/6/2011 8:00
204,2011-06-14,Short Term,13.03388513,14/6/2011 8:00
205,2011-06-15,Short Term,13.51687693,15/6/2011 8:00
206,2011-06-16,Short Term,13.44619306,16/6/2011 8:00
207,2011-06-17,Short Term,12.89178472,17/6/2011 8:00
208,2011-06-20,Short Term,13.30665688,20/6/2011 8:00
209,2011-06-21,Short Term,13.14904393,21/6/2011 8:00
210,2011-06-22,Short Term,12.88439987,22/6/2011 8:00
211,2011-06-23,Short Term,13.96006577,23/6/2011 8:00
212,2011-06-24,Short Term,14.36675449,24/6/2011 8:00
213,2011-06-27,Short Term,13.87436817,27/6/2011 8:00
214,2011-06-28,Short Term,13.7631755,28/6/2011 8:00
215,2011-06-29,Short Term,13.35622988,29/6/2011 8:00
216,2011-06-30,Short Term,13.46158154,30/6/2011 8:00
217,2011-07-01,Short Term,13.35852482,1/7/2011 8:00
218,2011-07-05,Short Term,12.92046543,5/7/2011 8:00
219,2011-07-06,Short Term,13.35766533,6/7/2011 8:00
220,2011-07-07,Short Term,13.08986999,7/7/2011 8:00
221,2011-07-08,Short Term,12.79911449,8/7/2011 8:00
222,2011-07-11,Short Term,13.14074842,11/7/2011 8:00
223,2011-07-12,Short Term,12.59449152,12/7/2011 8:00
224,2011-07-13,Short Term,13.11609575,13/7/2011 8:00
225,2011-07-14,Short Term,13.23630934,14/7/2011 8:00
226,2011-07-15,Short Term,13.29057359,15/7/2011 8:00
227,2011-07-18,Short Term,13.68179629,18/7/2011 8:00
228,2011-07-19,Short Term,13.87368126,19/7/2011 8:00
229,2011-07-20,Short Term,14.33417205,20/7/2011 8:00
230,2011-07-21,Short Term,15.2398035,21/7/2011 8:00
231,2011-07-22,Short Term,15.05286575,22/7/2011 8:00
232,2011-07-25,Short Term,15.60896279,25/7/2011 8:00
233,2011-07-26,Short Term,16.00345872,26/7/2011 8:00
234,2011-07-27,Short Term,15.3212257,27/7/2011 8:00
235,2011-07-28,Short Term,15.34826114,28/7/2011 8:00
236,2011-07-29,Short Term,15.17040387,29/7/2011 8:00
237,2011-08-01,Short Term,15.09615788,1/8/2011 8:00
238,2011-08-02,Short Term,15.17450746,2/8/2011 8:00
239,2011-08-03,Short Term,14.93234046,3/8/2011 8:00
240,2011-08-04,Short Term,14.98830265,4/8/2011 8:00
241,2011-08-05,Short Term,15.08011022,5/8/2011 8:00
242,2011-08-08,Short Term,14.44136075,8/8/2011 8:00
243,2011-08-09,Short Term,13.17046386,9/8/2011 8:00
244,2011-08-10,Short Term,13.11301199,10/8/2011 8:00
245,2011-08-11,Short Term,12.16945956,11/8/2011 8:00
246,2011-08-12,Short Term,12.44013742,12/8/2011 8:00
247,2011-08-15,Short Term,12.59659858,15/8/2011 8:00
248,2011-08-16,Short Term,12.83227255,16/8/2011 8:00
249,2011-08-17,Short Term,12.68785806,17/8/2011 8:00
250,2011-08-18,Short Term,12.8814848,18/8/2011 8:00
251,2011-08-19,Short Term,12.75762437,19/8/2011 8:00
252,2011-08-22,Short Term,12.72462455,22/8/2011 8:00
253,2011-08-23,Short Term,12.67233472,23/8/2011 8:00
254,2011-08-24,Short Term,12.9468739,24/8/2011 8:00
255,2011-08-25,Short Term,12.6875151,25/8/2011 8:00
256,2011-08-26,Short Term,13.02568679,26/8/2011 8:00
257,2011-08-29,Short Term,13.11512581,29/8/2011 8:00
258,2011-08-30,Short Term,12.95633174,30/8/2011 8:00
259,2011-08-31,Short Term,12.66687256,31/8/2011 8:00
260,2011-09-01,Short Term,12.8294138,1/9/2011 8:00
261,2011-09-02,Short Term,12.59524369,2/9/2011 8:00
262,2011-09-06,Short Term,12.56063114,6/9/2011 8:00
263,2011-09-07,Short Term,12.13998802,7/9/2011 8:00
264,2011-09-08,Short Term,11.86015896,8/9/2011 8:00
265,2011-09-09,Short Term,11.79190977,9/9/2011 8:00
266,2011-09-12,Short Term,11.32374062,12/9/2011 8:00
267,2011-09-13,Short Term,11.91908792,13/9/2011 8:00
268,2011-09-14,Short Term,12.04673281,14/9/2011 8:00
269,2011-09-15,Short Term,11.33592902,15/9/2011 8:00
270,2011-09-16,Short Term,10.44371933,16/9/2011 8:00
271,2011-09-19,Short Term,11.14721719,19/9/2011 8:00
272,2011-09-20,Short Term,11.04525803,20/9/2011 8:00
273,2011-09-21,Short Term,10.83526649,21/9/2011 8:00
274,2011-09-22,Short Term,11.57871451,22/9/2011 8:00
275,2011-09-23,Short Term,12.1143167,23/9/2011 8:00
276,2011-09-26,Short Term,11.33803208,26/9/2011 8:00
277,2011-09-27,Short Term,11.36131223,27/9/2011 8:00
278,2011-09-28,Short Term,11.17835365,28/9/2011 8:00
279,2011-09-29,Short Term,10.81391582,29/9/2011 8:00
280,2011-09-30,Short Term,10.59818157,30/9/2011 8:00
281,2011-10-03,Short Term,10.29363251,3/10/2011 8:00
282,2011-10-04,Short Term,10.14957942,4/10/2011 8:00
283,2011-10-05,Short Term,10.49521898,5/10/2011 8:00
284,2011-10-06,Short Term,10.37928068,6/10/2011 8:00
285,2011-10-07,Short Term,10.32770641,7/10/2011 8:00
286,2011-10-11,Short Term,11.34103426,11/10/2011 8:00
287,2011-10-12,Short Term,10.87861077,12/10/2011 8:00
288,2011-10-13,Short Term,10.73678767,13/10/2011 8:00
289,2011-10-14,Short Term,11.55364993,14/10/2011 8:00
290,2011-10-17,Short Term,11.68850846,17/10/2011 8:00
291,2011-10-18,Short Term,11.8606292,18/10/2011 8:00
292,2011-10-19,Short Term,12.08540866,19/10/2011 8:00
293,2011-10-20,Short Term,12.00948025,20/10/2011 8:00
294,2011-10-21,Short Term,12.16277028,21/10/2011 8:00
295,2011-10-24,Short Term,12.02688931,24/10/2011 8:00
296,2011-10-25,Short Term,11.82382755,25/10/2011 8:00
297,2011-10-26,Short Term,11.96254802,26/10/2011 8:00
298,2011-10-27,Short Term,11.45587839,27/10/2011 8:00
299,2011-10-28,Short Term,11.91696233,28/10/2011 8:00
300,2011-10-31,Short Term,11.40093709,31/10/2011 8:00
301,2011-11-01,Short Term,12.05479902,1/11/2011 8:00
302,2011-11-02,Short Term,12.12474163,2/11/2011 8:00
303,2011-11-03,Short Term,12.39107198,3/11/2011 8:00
304,2011-11-04,Short Term,12.64155633,4/11/2011 8:00
305,2011-11-07,Short Term,12.80264106,7/11/2011 8:00
306,2011-11-08,Short Term,13.05203247,8/11/2011 8:00
307,2011-11-09,Short Term,12.97076974,9/11/2011 8:00
308,2011-11-10,Short Term,12.92324533,10/11/2011 8:00
309,2011-11-14,Short Term,13.02484461,14/11/2011 8:00
310,2011-11-15,Short Term,13.00371481,15/11/2011 8:00
311,2011-11-16,Short Term,13.10724065,16/11/2011 8:00
312,2011-11-17,Short Term,12.7873342,17/11/2011 8:00
313,2011-11-18,Short Term,12.67020267,18/11/2011 8:00
314,2011-11-21,Short Term,12.47126808,21/11/2011 8:00
315,2011-11-22,Short Term,12.3187952,22/11/2011 8:00
316,2011-11-23,Short Term,12.58685406,23/11/2011 8:00
317,2011-11-25,Short Term,12.75301063,25/11/2011 8:00
318,2011-11-28,Short Term,13.06766563,28/11/2011 8:00
319,2011-11-29,Short Term,13.13370608,29/11/2011 8:00
320,2011-11-30,Short Term,12.97525715,30/11/2011 8:00
321,2011-12-01,Short Term,13.02456467,1/12/2011 8:00
322,2011-12-02,Short Term,13.20579222,2/12/2011 8:00
323,2011-12-05,Short Term,12.92810906,5/12/2011 8:00
324,2011-12-06,Short Term,12.90220474,6/12/2011 8:00
325,2011-12-07,Short Term,12.8011625,7/12/2011 8:00
326,2011-12-08,Short Term,12.53461423,8/12/2011 8:00
327,2011-12-09,Short Term,12.04360466,9/12/2011 8:00
328,2011-12-12,Short Term,11.89409212,12/12/2011 8:00
329,2011-12-13,Short Term,11.50753128,13/12/2011 8:00
330,2011-12-14,Short Term,11.56869477,14/12/2011 8:00
331,2011-12-15,Short Term,11.82120236,15/12/2011 8:00
332,2011-12-16,Short Term,11.92871799,16/12/2011 8:00
333,2011-12-19,Short Term,12.06118404,19/12/2011 8:00
334,2011-12-20,Short Term,11.53302188,20/12/2011 8:00
335,2011-12-21,Short Term,11.62980615,21/12/2011 8:00
336,2011-12-22,Short Term,11.65790155,22/12/2011 8:00
337,2011-12-23,Short Term,12.15362464,23/12/2011 8:00
338,2011-12-27,Short Term,13.05827356,27/12/2011 8:00
339,2011-12-28,Short Term,12.3669627,28/12/2011 8:00
340,2011-12-29,Short Term,12.50843651,29/12/2011 8:00
341,2011-12-30,Short Term,12.50235008,30/12/2011 8:00
342,2012-01-03,Short Term,13.05035946,3/1/2012 8:00
343,2012-01-04,Short Term,12.81170266,4/1/2012 8:00
344,2012-01-05,Short Term,12.51125825,5/1/2012 8:00
345,2012-01-06,Short Term,12.13635639,6/1/2012 8:00
346,2012-01-09,Short Term,11.90560419,9/1/2012 8:00
347,2012-01-10,Short Term,11.99661381,10/1/2012 8:00
348,2012-01-11,Short Term,12.06296871,11/1/2012 8:00
349,2012-01-12,Short Term,12.05837787,12/1/2012 8:00
350,2012-01-13,Short Term,13.35064205,13/1/2012 8:00
351,2012-01-17,Short Term,12.98937007,17/1/2012 8:00
352,2012-01-18,Short Term,12.24616253,18/1/2012 8:00
353,2012-01-19,Short Term,12.17002741,19/1/2012 8:00
354,2012-01-20,Short Term,12.52703536,20/1/2012 8:00
355,2012-01-23,Short Term,13.08977109,23/1/2012 8:00
356,2012-01-24,Short Term,12.43908572,24/1/2012 8:00
357,2012-01-25,Short Term,12.39248313,25/1/2012 8:00
358,2012-01-26,Short Term,12.69828174,26/1/2012 8:00
359,2012-01-27,Short Term,12.83191911,27/1/2012 8:00
360,2012-01-30,Short Term,13.1630984,30/1/2012 8:00
361,2012-01-31,Short Term,12.85415533,31/1/2012 8:00
362,2012-02-01,Short Term,13.63346592,1/2/2012 8:00
363,2012-02-02,Short Term,13.72533511,2/2/2012 8:00
364,2012-02-03,Short Term,13.61793608,3/2/2012 8:00
365,2012-02-06,Short Term,12.86587395,6/2/2012 8:00
366,2012-02-07,Short Term,12.05960801,7/2/2012 8:00
367,2012-02-08,Short Term,12.09376523,8/2/2012 8:00
368,2012-02-09,Short Term,12.05451171,9/2/2012 8:00
369,2012-02-10,Short Term,12.51464222,10/2/2012 8:00
370,2012-02-13,Short Term,12.47916044,13/2/2012 8:00
371,2012-02-14,Short Term,12.22055119,14/2/2012 8:00
372,2012-02-15,Short Term,11.15572381,15/2/2012 8:00
373,2012-02-16,Short Term,10.27179745,16/2/2012 8:00
374,2012-02-17,Short Term,9.776798905,17/2/2012 8:00
375,2012-02-21,Short Term,9.886544886,21/2/2012 8:00
376,2012-02-22,Short Term,10.02410689,22/2/2012 8:00
377,2012-02-23,Short Term,10.31687503,23/2/2012 8:00
378,2012-02-24,Short Term,10.88364443,24/2/2012 8:00
379,2012-02-27,Short Term,10.47459955,27/2/2012 8:00
380,2012-02-28,Short Term,10.79684622,28/2/2012 8:00
381,2012-02-29,Short Term,10.79802551,29/2/2012 8:00
382,2012-03-01,Short Term,10.94652159,1/3/2012 8:00
383,2012-03-02,Short Term,10.80189862,2/3/2012 8:00
384,2012-03-05,Short Term,10.50042982,5/3/2012 8:00
385,2012-03-06,Short Term,10.36939877,6/3/2012 8:00
386,2012-03-07,Short Term,10.58496523,7/3/2012 8:00
387,2012-03-08,Short Term,11.95979142,8/3/2012 8:00
388,2012-03-09,Short Term,11.5077583,9/3/2012 8:00
389,2012-03-12,Short Term,12.49245476,12/3/2012 8:00
390,2012-03-13,Short Term,12.36234039,13/3/2012 8:00
391,2012-03-14,Short Term,11.97558437,14/3/2012 8:00
392,2012-03-15,Short Term,11.42952871,15/3/2012 8:00
393,2012-03-16,Short Term,11.58501426,16/3/2012 8:00
394,2012-03-19,Short Term,11.06826045,19/3/2012 8:00
395,2012-03-20,Short Term,10.83973615,20/3/2012 8:00
396,2012-03-21,Short Term,10.81298646,21/3/2012 8:00
397,2012-03-22,Short Term,11.16289701,22/3/2012 8:00
398,2012-03-23,Short Term,11.29246589,23/3/2012 8:00
399,2012-03-26,Short Term,10.94371801,26/3/2012 8:00
400,2012-03-27,Short Term,10.63269726,27/3/2012 8:00
401,2012-03-28,Short Term,11.20460249,28/3/2012 8:00
402,2012-03-29,Short Term,10.81332979,29/3/2012 8:00
403,2012-03-30,Short Term,11.35977243,30/3/2012 8:00
404,2012-04-02,Short Term,11.36329092,2/4/2012 8:00
405,2012-04-03,Short Term,11.50481357,3/4/2012 8:00
406,2012-04-04,Short Term,11.80358694,4/4/2012 8:00
407,2012-04-05,Short Term,11.04308249,5/4/2012 8:00
408,2012-04-06,Short Term,10.67453143,6/4/2012 8:00
409,2012-04-09,Short Term,10.62451636,9/4/2012 8:00
410,2012-04-10,Short Term,10.44610621,10/4/2012 8:00
411,2012-04-11,Short Term,10.75878633,11/4/2012 8:00
412,2012-04-12,Short Term,10.64818814,12/4/2012 8:00
413,2012-04-13,Short Term,11.0159415,13/4/2012 8:00
414,2012-04-16,Short Term,11.37921894,16/4/2012 8:00
415,2012-04-17,Short Term,11.32853924,17/4/2012 8:00
416,2012-04-18,Short Term,10.61216034,18/4/2012 8:00
417,2012-04-19,Short Term,10.30553821,19/4/2012 8:00
418,2012-04-20,Short Term,10.35508727,20/4/2012 8:00
419,2012-04-23,Short Term,10.36654557,23/4/2012 8:00
420,2012-04-24,Short Term,10.58763412,24/4/2012 8:00
421,2012-04-25,Short Term,11.10683512,25/4/2012 8:00
422,2012-04-26,Short Term,10.70611553,26/4/2012 8:00
423,2012-04-27,Short Term,10.8396981,27/4/2012 8:00
424,2012-04-30,Short Term,11.25822607,30/4/2012 8:00
425,2012-05-01,Short Term,11.85763161,1/5/2012 8:00
426,2012-05-02,Short Term,11.87560556,2/5/2012 8:00
427,2012-05-03,Short Term,11.94528642,3/5/2012 8:00
428,2012-05-04,Short Term,12.2691944,4/5/2012 8:00
429,2012-05-07,Short Term,12.09841572,7/5/2012 8:00
430,2012-05-08,Short Term,11.09659043,8/5/2012 8:00
431,2012-05-09,Short Term,10.37033497,9/5/2012 8:00
432,2012-05-10,Short Term,10.59697441,10/5/2012 8:00
433,2012-05-11,Short Term,10.31179359,11/5/2012 8:00
434,2012-05-14,Short Term,11.11813852,14/5/2012 8:00
435,2012-05-15,Short Term,10.96011268,15/5/2012 8:00
436,2012-05-16,Short Term,10.79902521,16/5/2012 8:00
437,2012-05-17,Short Term,11.21954655,17/5/2012 8:00
438,2012-05-18,Short Term,11.40262599,18/5/2012 8:00
439,2012-05-21,Short Term,11.29860066,21/5/2012 8:00
440,2012-05-22,Short Term,10.98097263,22/5/2012 8:00
441,2012-05-23,Short Term,12.29194454,23/5/2012 8:00
442,2012-05-24,Short Term,12.92697655,24/5/2012 8:00
443,2012-05-25,Short Term,13.94975322,25/5/2012 8:00
444,2012-05-29,Short Term,14.20357499,29/5/2012 8:00
445,2012-05-30,Short Term,12.71662736,30/5/2012 8:00
446,2012-05-31,Short Term,12.7327417,31/5/2012 8:00
447,2012-06-01,Short Term,12.57023794,1/6/2012 8:00
448,2012-06-04,Short Term,13.09027021,4/6/2012 8:00
449,2012-06-05,Short Term,13.27882536,5/6/2012 8:00
450,2012-06-06,Short Term,13.74905833,6/6/2012 8:00
451,2012-06-07,Short Term,13.66852848,7/6/2012 8:00
